Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240711,24079,3,4,0,0,1,7,8,4,60,28,24,19,13,13,1,3,1,9,10,2,3,4,9
20240714,24080,1,5,6,1,1,12,7,0,115,36,24,40,18,39,5,1,15,2,1,4,5,13,9
20240714,100_1,1,3,5,2,0,13,4,1,118,38,17,34,12,38,1,6,5,0,1,0,1,13,7
20240714,100_2,2,3,4,2,0,13,5,0,125,42,16,39,10,41,2,5,4,1,1,0,1,11,9
20240714,100_3,3,2,3,1,1,16,2,0,135,47,19,45,14,42,2,2,5,6,1,1,2,6,9
20240714,100_4,3,2,3,2,1,15,2,0,137,45,22,45,15,44,4,3,6,5,1,1,2,6,8
20240714,100_5,5,1,2,1,2,14,3,0,132,45,25,44,18,42,4,4,4,8,2,1,2,7,9
20240714,200_1,0,5,7,2,1,11,6,1,95,35,16,30,11,27,0,0,7,3,5,2,4,5,4
20240714,200_2,0,3,5,2,0,14,5,0,118,41,17,37,13,38,0,4,5,3,3,2,3,10,4
20240714,200_3,6,2,1,0,2,15,2,0,120,41,23,40,13,36,4,4,2,7,5,1,3,9,8
20240714,200_4,4,2,3,1,1,15,2,0,132,44,22,43,14,42,3,6,2,5,4,1,3,11,8
20240714,200_5,7,1,0,0,1,14,3,1,118,39,27,39,17,36,5,6,3,8,4,1,3,10,11
20240714,300_1,2,3,1,1,0,12,6,1,120,39,25,39,14,42,5,6,3,4,5,2,5,10,9
20240714,300_2,3,3,1,1,0,12,6,1,129,40,26,41,15,47,5,9,1,5,5,1,5,8,9
20240714,300_3,2,2,2,1,0,15,3,0,134,44,21,44,16,45,2,8,0,8,2,1,2,10,8
20240714,300_4,3,2,2,1,1,13,4,0,130,42,24,42,18,44,3,11,-1,9,2,1,3,8,7
20240714,300_5,3,3,2,1,1,14,3,0,125,42,24,41,19,43,2,9,1,8,2,1,2,9,10
