Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20250216,25016,7,2,0,0,1,8,9,2,82,31,27,23,17,28,1,9,4,4,9,1,1,14,12
20250218,25017,0,8,6,3,0,8,11,1,106,33,25,40,16,33,8,3,3,10,1,5,9,5,8
20250218,100_1,2,3,3,0,0,9,8,1,118,39,23,36,20,43,0,11,2,6,3,1,3,4,8
20250218,100_2,2,4,2,0,0,10,7,0,111,36,24,35,18,40,2,9,2,6,3,1,2,2,6
20250218,100_3,2,4,2,0,0,11,7,0,108,35,25,34,18,37,3,8,3,7,3,2,3,2,5
20250218,100_4,3,4,2,0,0,10,8,0,98,34,29,31,20,30,2,6,5,8,5,2,4,2,5
20250218,100_5,1,5,3,0,0,10,7,0,119,40,24,37,18,41,1,7,3,6,3,2,4,3,5
20250218,200_1,4,4,1,1,0,12,6,1,100,36,23,31,16,33,0,7,3,5,5,1,3,5,8
20250218,200_2,5,4,1,0,1,11,5,1,98,35,27,31,19,34,1,9,4,5,6,1,5,5,9
20250218,200_3,4,5,1,0,0,12,6,1,93,34,26,29,16,32,1,7,4,4,7,1,5,5,6
20250218,200_4,4,6,1,0,0,12,5,0,84,33,26,26,14,27,2,4,5,4,9,1,4,5,5
20250218,200_5,3,6,4,1,0,12,5,1,103,35,24,33,16,36,2,7,5,3,6,1,5,5,5
20250218,300_1,5,3,1,0,1,10,6,0,102,34,27,32,18,37,3,10,1,6,5,1,2,7,12
20250218,300_2,5,3,0,0,2,11,4,0,106,36,27,34,19,36,3,9,2,7,4,1,1,8,11
20250218,300_3,5,3,0,0,3,11,5,0,97,35,28,32,18,30,3,6,3,9,6,1,3,7,10
20250218,300_4,6,2,0,0,3,11,5,0,83,32,30,27,17,23,3,5,3,9,8,1,3,8,7
20250218,300_5,5,4,1,0,2,11,5,0,97,33,27,33,17,32,4,6,3,8,4,1,3,7,8
