row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,3,7,13,20,24,27,94,30,24,31,17,33,4,6,7,4,3,16
1_2,2,8,13,20,24,28,95,30,26,32,16,33,6,5,7,4,4,8
1_3,2,7,12,18,23,28,90,30,26,30,16,30,5,5,6,5,5,7
1_4,3,8,13,18,24,28,94,31,25,32,16,31,5,5,5,6,4,8
1_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
1_6,5,5,10,21,25,29,95,34,24,30,20,31,0,5,11,4,4,6
1_7,3,5,10,19,25,29,91,32,26,30,20,29,2,5,9,6,4,2
1_8,5,5,11,21,27,30,99,35,25,32,22,32,0,6,10,6,3,3
1_9,7,9,13,20,25,28,102,35,21,34,16,33,2,4,7,5,3,0
1_10,6,8,11,17,23,27,92,33,21,31,15,28,2,3,6,6,4,1
2_1,1,6,9,16,22,24,78,25,23,28,16,25,5,3,7,6,2,14
2_2,2,8,11,19,25,30,95,32,28,33,17,30,6,3,8,6,5,8
2_3,3,8,12,19,24,29,95,32,26,32,16,31,5,4,7,5,5,7
2_4,4,9,13,19,25,29,99,33,25,34,16,32,5,4,6,6,4,7
2_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
2_6,10,11,19,22,27,30,119,40,20,38,16,41,1,8,3,5,3,8
2_7,9,12,20,22,26,30,119,39,21,38,14,42,3,8,2,4,4,3
2_8,9,10,17,21,26,30,113,39,21,36,16,38,1,7,4,5,4,9
2_9,9,15,16,20,25,29,114,38,20,40,10,36,6,1,4,5,4,5
2_10,7,13,15,20,24,28,107,35,21,37,11,35,6,2,5,4,4,4
3_1,5,11,13,20,27,28,104,33,23,38,16,33,6,2,7,7,1,15
3_2,2,9,10,18,22,26,87,28,24,31,13,28,7,1,8,4,4,10
3_3,2,9,12,19,23,28,93,30,26,32,14,31,7,3,7,4,5,9
3_4,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5,8
3_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
3_6,10,13,19,24,29,32,127,42,22,42,16,43,3,6,5,5,3,6
3_7,11,14,17,24,29,30,125,41,19,43,15,41,3,3,7,5,1,5
3_8,10,13,15,23,27,28,116,38,18,40,14,38,3,2,8,4,1,7
3_9,9,12,14,19,27,29,110,38,20,39,15,33,3,2,5,8,2,3
3_10,11,13,15,20,28,29,116,40,18,41,15,35,2,2,5,8,1,3
4_1,2,8,11,19,22,27,89,29,25,30,14,30,6,3,8,3,5,16
4_2,0,7,11,18,22,27,85,27,27,29,15,29,7,4,7,4,5,9
4_3,3,9,14,20,24,29,99,32,26,33,15,34,6,5,6,4,5,7
4_4,3,9,14,19,24,29,98,32,26,33,15,33,6,5,5,5,5,8
4_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
4_6,5,9,17,25,29,30,115,35,25,38,20,42,4,8,8,4,1,6
4_7,6,11,17,23,28,30,115,36,24,39,17,40,5,6,6,5,2,1
4_8,6,10,15,22,28,29,110,35,23,38,18,37,4,5,7,6,1,3
4_9,6,11,13,22,28,29,109,35,23,39,17,35,5,2,9,6,1,3
4_10,6,11,14,20,25,28,104,34,22,36,14,34,5,3,6,5,3,4
5_1,4,12,12,24,26,29,107,33,25,38,14,36,8,0,12,2,3,11
5_2,2,8,11,18,24,30,93,32,28,32,16,29,6,3,7,6,6,9
5_3,2,8,11,18,23,29,91,31,27,31,15,29,6,3,7,5,6,6
5_4,3,9,13,19,24,28,96,31,25,33,15,32,6,4,6,5,4,7
5_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
5_6,9,8,15,25,29,30,116,39,21,37,21,40,-1,7,10,4,1,2
5_7,11,10,15,25,30,31,122,42,20,40,20,40,-1,5,10,5,1,1
