Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20241201,24138,4,5,3,0,0,11,8,1,96,30,26,34,20,32,5,4,10,6,1,2,4,2,6
20241203,24139,0,4,10,2,0,14,5,1,125,44,14,39,7,42,1,4,2,1,6,1,2,14,8
20241203,100_1,1,8,3,0,0,9,11,0,111,36,24,37,16,36,4,4,6,4,3,2,3,7,7
20241203,100_2,1,9,5,0,0,9,11,0,118,41,21,39,12,34,4,0,5,5,4,2,4,7,5
20241203,100_3,-1,8,7,0,0,9,9,1,114,38,22,37,13,36,2,4,5,5,3,2,5,5,4
20241203,100_4,0,8,7,0,0,11,9,0,121,41,20,39,10,40,2,4,3,4,5,2,4,6,4
20241203,100_5,0,8,7,1,0,10,9,0,115,40,22,35,10,37,2,4,3,4,6,2,5,2,6
20241203,200_1,1,8,4,0,0,8,9,1,118,39,22,40,16,37,3,2,7,5,3,2,3,7,3
20241203,200_2,3,6,2,0,0,6,11,1,114,39,22,39,15,35,3,1,9,4,4,1,3,5,7
20241203,200_3,2,5,4,0,0,7,11,0,111,39,23,37,13,35,4,1,7,4,5,1,3,5,6
20241203,200_4,2,4,3,0,1,9,9,0,118,39,22,38,13,38,4,1,9,1,4,0,0,4,6
20241203,200_5,0,6,5,0,1,9,9,0,103,34,26,35,14,35,6,3,8,3,5,1,2,1,7
20241203,300_1,3,6,3,0,0,8,9,1,99,35,24,32,15,30,3,3,8,4,5,1,4,2,6
20241203,300_2,2,5,1,1,1,7,10,0,114,39,23,37,12,37,4,3,5,2,6,1,3,3,10
20241203,300_3,1,6,2,0,0,7,10,1,114,38,23,37,16,37,3,5,5,4,3,1,2,0,8
20241203,300_4,1,5,2,1,1,7,10,0,137,44,19,46,11,46,4,3,5,1,3,2,3,2,9
20241203,300_5,2,7,2,1,1,10,7,0,126,43,19,41,9,42,4,3,4,1,6,2,3,3,8
