Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230919,23109,1,11,5,0,0,24,23,3,34,22,24,8,23,2,2,3,3,12,3,4,12
20230921,23110,19,6,2,0,0,24,19,7,35,31,35,23,45,4,14,5,4,4,3,7,16
20230921,400_1,3,7,3,0,0,26,20,2,33,20,30,10,28,3,3,2,5,6,2,4,10
20230921,400_2,6,5,3,1,0,28,17,2,35,22,36,12,35,5,5,1,6,3,2,5,11
20230921,400_3,6,6,5,0,1,30,16,2,38,24,41,16,43,6,7,2,5,2,1,6,8
20230921,400_4,6,6,5,0,0,31,16,2,39,25,45,13,46,9,5,2,5,2,2,7,11
20230921,400_5,7,8,4,1,1,32,14,3,40,24,46,13,46,8,5,2,5,2,2,7,10
20230921,600_1,1,9,7,3,1,28,18,2,37,23,30,10,29,3,3,3,3,9,2,5,11
20230921,600_2,5,7,6,3,0,28,18,1,37,25,37,15,36,5,5,3,6,5,2,8,10
20230921,600_3,4,8,10,4,0,25,22,2,36,25,36,15,36,4,5,4,5,5,2,10,11
20230921,600_4,5,10,10,3,0,25,21,3,34,25,35,17,37,4,7,4,5,4,3,10,15
20230921,600_5,8,12,10,3,0,31,14,2,35,24,39,15,40,6,5,4,5,2,3,9,16
20230921,1000_1,0,12,8,2,0,24,23,2,35,21,31,8,31,4,3,1,3,8,3,6,8
20230921,1000_2,4,11,11,4,2,19,24,2,34,25,38,15,40,6,8,0,6,3,2,9,4
20230921,1000_3,5,11,11,0,1,19,27,1,38,25,39,13,41,6,6,2,4,6,3,12,4
20230921,1000_4,7,9,9,0,0,24,23,1,37,27,37,21,45,3,12,3,5,2,3,10,8
20230921,1000_5,11,10,8,0,0,25,22,0,39,26,42,17,43,5,7,4,6,3,2,9,8
