Red1_Top1_Hit,Red1_Top1_UnHit,Red1_Top2_Hit,Red1_Top2_UnHit,Red1_Top3_Hit,Red1_Top3_UnHit,Red2_Top1_Hit,Red2_Top1_UnHit,Red2_Top2_Hit,Red2_Top2_UnHit,Red2_Top3_Hit,Red2_Top3_UnHit,Red3_Top1_Hit,Red3_Top1_UnHit,Red3_Top2_Hit,Red3_Top2_UnHit,Red3_Top3_Hit,Red3_Top3_UnHit,Red4_Top1_Hit,Red4_Top1_UnHit,Red4_Top2_Hit,Red4_Top2_UnHit,Red4_Top3_Hit,Red4_Top3_UnHit,Red5_Top1_Hit,Red5_Top1_UnHit,Red5_Top2_Hit,Red5_Top2_UnHit,Red5_Top3_Hit,Red5_Top3_UnHit,Red6_Top1_Hit,Red6_Top1_UnHit,Red6_Top2_Hit,Red6_Top2_UnHit,Red6_Top3_Hit,Red6_Top3_UnHit,RedSum_Top1_Hit,RedSum_Top1_UnHit,RedSum_Top2_Hit,RedSum_Top2_UnHit,RedSum_Top3_Hit,RedSum_Top3_UnHit,RedSum16_Top1_Hit,RedSum16_Top1_UnHit,RedSum16_Top2_Hit,RedSum16_Top2_UnHit,RedSum16_Top3_Hit,RedSum16_Top3_UnHit,RedGap16_Top1_Hit,RedGap16_Top1_UnHit,RedGap16_Top2_Hit,RedGap16_Top2_UnHit,RedGap16_Top3_Hit,RedGap16_Top3_UnHit,RedSum25_Top1_Hit,RedSum25_Top1_UnHit,RedSum25_Top2_Hit,RedSum25_Top2_UnHit,RedSum25_Top3_Hit,RedSum25_Top3_UnHit,RedGap25_Top1_Hit,RedGap25_Top1_UnHit,RedGap25_Top2_Hit,RedGap25_Top2_UnHit,RedGap25_Top3_Hit,RedGap25_Top3_UnHit,RedSum34_Top1_Hit,RedSum34_Top1_UnHit,RedSum34_Top2_Hit,RedSum34_Top2_UnHit,RedSum34_Top3_Hit,RedSum34_Top3_UnHit,RedGap12_Top1_Hit,RedGap12_Top1_UnHit,RedGap12_Top2_Hit,RedGap12_Top2_UnHit,RedGap12_Top3_Hit,RedGap12_Top3_UnHit,RedGap23_Top1_Hit,RedGap23_Top1_UnHit,RedGap23_Top2_Hit,RedGap23_Top2_UnHit,RedGap23_Top3_Hit,RedGap23_Top3_UnHit,RedGap34_Top1_Hit,RedGap34_Top1_UnHit,RedGap34_Top2_Hit,RedGap34_Top2_UnHit,RedGap34_Top3_Hit,RedGap34_Top3_UnHit,RedGap45_Top1_Hit,RedGap45_Top1_UnHit,RedGap45_Top2_Hit,RedGap45_Top2_UnHit,RedGap45_Top3_Hit,RedGap45_Top3_UnHit,RedGap56_Top1_Hit,RedGap56_Top1_UnHit,RedGap56_Top2_Hit,RedGap56_Top2_UnHit,RedGap56_Top3_Hit,RedGap56_Top3_UnHit,RedBlue_Top1_Hit,RedBlue_Top1_UnHit,RedBlue_Top2_Hit,RedBlue_Top2_UnHit,RedBlue_Top3_Hit,RedBlue_Top3_UnHit
83.3,0,25.6,0,96.1,0,56.2,17.9,23.2,10.6,100.0,38.6,28.1,59.4,12.4,23.3,32.4,55.2,6.9,45.4,7.6,40.4,22.7,124.9,65.1,59.3,44.3,29.7,51.2,58.8,136.1,33.5,78.4,17.0,53.0,21.6,21.9,79.6,11.3,56.0,22.1,117.3,8.2,50.8,5.2,32.5,18.2,114.3,156.4,0,94.4,0,105.8,0,108.9,23.2,64.7,16.6,71.9,33.8,9.0,100.8,6.1,70.1,19.7,104.9,3.7,60.0,1.2,32.6,6.5,120.2,107.3,0,52.1,0,82.0,0,2.9,108.0,1.6,54.4,6.1,106.8,24.7,71.3,14.0,47.2,21.0,69.0,10.0,81.2,10.2,76.2,13.2,111.6,38.2,32.9,28.4,18.8,45.7,40.9,40.5,97.2,19.5,42.2,12.6,42.1
-7.2|44.2|94.5,-37.6|21.8|80.8,-2.4|28.9|60.4,-22.2|19.7|62.4,7.4|66.0|121.5,0.1|57.5|116.0,-10.8|43.7|96.5,16.9|76.9|129.9,-10.9|20.8|52.6,7.8|42.7|78.0,3.1|51.2|102.6,22.2|78.0|131.1,-27.1|30.5|86.0,7.1|56.0|105.3,-18.1|15.9|48.2,1.6|33.1|67.2,-8.9|46.1|99.6,13.3|60.7|113.5,-5.9|56.4|118.2,-0.2|77.0|142.8,5.6|44.2|82.7,-0.3|47.7|97.3,-1.6|56.3|118.3,24.0|76.8|128.8,-24.2|41.3|111.6,-24.1|59.3|145.9,-19.1|27.3|72.0,8.1|62.7|117.4,-20.1|41.7|104.5,53.9|116.9|177.6,2.3|57.8|111.2,-15.2|36.1|86.7,-0.8|30.0|60.0,-4.8|21.8|54.2,7.6|56.3|110.0,-11.9|49.3|110.4,-28.5|33.6|100.7,4.0|71.0|140.2,-19.7|20.1|58.3,6.5|50.7|95.8,-0.3|51.1|103.4,36.4|99.8|162.1,1.2|55.2|109.2,-4.0|40.1|88.1,0.4|31.5|60.8,-1.2|27.8|56.5,-2.9|61.8|117.7,-0.8|59.5|121.0,-13.2|46.4|106.5,-28.0|23.7|73.4,-6.8|28.6|62.3,-17.9|17.7|55.2,23.3|82.3|141.8,-18.5|46.7|111.3,-15.5|34.1|84.8,16.6|71.0|124.1,-16.5|15.2|48.5,3.6|35.0|68.3,-11.8|42.3|97.2,22.1|82.6|142.7,-20.3|39.2|100.3,-32.1|28.5|92.5,-8.7|32.4|71.7,-7.9|33.4|77.6,18.5|82.9|144.4,-0.7|76.2|153.6,-31.7|31.7|94.1,14.1|74.5|131.6,-10.7|28.3|64.6,-0.1|37.5|74.4,-14.2|45.4|100.4,17.7|73.3|127.1,-16.3|30.7|83.1,-7.7|35.1|73.3,-10.8|17.0|44.3,4.4|27.5|51.9,-18.7|25.2|69.4,27.5|77.3|128.5,14.2|75.7|129.6,-5.5|59.0|125.8,7.4|40.8|73.8,-3.4|37.9|77.0,-9.7|44.5|107.4,12.0|72.9|139.1,27.3|79.6|134.8,-15.0|32.9|83.2,24.0|49.5|79.2,-3.6|22.7|49.2,14.4|64.2|109.7,-18.0|35.0|81.6,6.4|57.0|108.4,-11.1|46.9|105.3,-1.7|30.2|58.1,-8.5|31.9|72.6,-6.4|44.7|94.3,-9.3|47.9|111.3,-31.0|15.8|62.3,4.3|39.0|73.9,-14.8|12.1|40.0,10.8|38.9|68.5,-14.8|28.8|75.4,35.8|92.0|147.0,-64.0|3.6|73.4,34.2|97.0|167.3,-37.8|4.8|43.3,32.8|75.1|114.2,-35.2|10.7|62.9,50.8|106.3|164.1
