row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,2,11,16,21,22,26,98,28,24,33,11,37,9,5,5,1,4,4
1_2,3,14,20,25,27,30,119,33,27,41,13,45,11,6,5,2,3,5
1_3,4,13,18,23,28,31,117,35,27,41,15,41,9,5,5,5,3,7
1_4,4,9,14,19,25,29,100,33,25,34,16,33,5,5,5,6,4,9
1_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
1_6,7,11,13,19,25,29,104,36,22,36,14,32,4,2,6,6,4,11
1_7,4,5,7,16,22,23,77,27,19,27,17,23,1,2,9,6,1,14
1_8,3,8,13,17,25,29,95,32,26,33,17,30,5,5,4,8,4,7
1_9,4,8,10,15,20,25,82,29,21,28,12,25,4,2,5,5,5,13
1_10,5,9,12,19,22,28,95,33,23,31,13,31,4,3,7,3,6,14
2_1,6,9,12,20,23,28,98,34,22,32,14,32,3,3,8,3,5,10
2_2,5,10,13,21,26,30,105,35,25,36,16,34,5,3,8,5,4,13
2_3,6,13,15,21,27,31,113,37,25,40,14,36,7,2,6,6,4,11
2_4,5,10,14,19,25,29,102,34,24,35,15,33,5,4,5,6,4,9
2_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
2_6,9,13,18,19,24,30,113,39,21,37,11,37,4,5,1,5,6,11
2_7,6,8,15,17,22,29,97,35,23,30,14,32,2,7,2,5,7,14
2_8,7,12,19,20,26,30,114,37,23,38,14,39,5,7,1,6,4,11
2_9,3,8,12,14,18,28,83,31,25,26,10,26,5,4,2,4,10,15
2_10,2,6,8,11,20,25,72,27,23,26,14,19,4,2,3,9,5,11
3_1,3,11,15,19,22,27,97,30,24,33,11,34,8,4,4,3,5,10
3_2,5,15,19,23,25,29,116,34,24,40,10,42,10,4,4,2,4,10
3_3,6,14,18,22,26,30,116,36,24,40,12,40,8,4,4,4,4,9
3_4,4,9,14,19,25,30,101,34,26,34,16,33,5,5,5,6,5,9
3_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
3_6,9,12,15,17,22,27,102,36,18,34,10,32,3,3,2,5,5,4
3_7,3,9,12,14,18,22,78,25,19,27,9,26,6,3,2,4,4,7
3_8,7,14,16,19,24,28,108,35,21,38,10,35,7,2,3,5,4,10
3_9,5,13,14,16,21,26,95,31,21,34,8,30,8,1,2,5,5,8
3_10,5,10,14,20,24,30,103,35,25,34,14,34,5,4,6,4,6,9
4_1,3,14,17,21,23,30,108,33,27,37,9,38,11,3,4,2,7,9
4_2,3,14,17,22,24,32,112,35,29,38,10,39,11,3,5,2,8,10
4_3,5,12,17,22,25,32,113,37,27,37,13,39,7,5,5,3,7,9
