Red1_Top1_Hit,Red1_Top1_UnHit,Red1_Top2_Hit,Red1_Top2_UnHit,Red1_Top3_Hit,Red1_Top3_UnHit,Red2_Top1_Hit,Red2_Top1_UnHit,Red2_Top2_Hit,Red2_Top2_UnHit,Red2_Top3_Hit,Red2_Top3_UnHit,Red3_Top1_Hit,Red3_Top1_UnHit,Red3_Top2_Hit,Red3_Top2_UnHit,Red3_Top3_Hit,Red3_Top3_UnHit,Red4_Top1_Hit,Red4_Top1_UnHit,Red4_Top2_Hit,Red4_Top2_UnHit,Red4_Top3_Hit,Red4_Top3_UnHit,Red5_Top1_Hit,Red5_Top1_UnHit,Red5_Top2_Hit,Red5_Top2_UnHit,Red5_Top3_Hit,Red5_Top3_UnHit,Red6_Top1_Hit,Red6_Top1_UnHit,Red6_Top2_Hit,Red6_Top2_UnHit,Red6_Top3_Hit,Red6_Top3_UnHit,RedSum_Top1_Hit,RedSum_Top1_UnHit,RedSum_Top2_Hit,RedSum_Top2_UnHit,RedSum_Top3_Hit,RedSum_Top3_UnHit,RedSum16_Top1_Hit,RedSum16_Top1_UnHit,RedSum16_Top2_Hit,RedSum16_Top2_UnHit,RedSum16_Top3_Hit,RedSum16_Top3_UnHit,RedGap16_Top1_Hit,RedGap16_Top1_UnHit,RedGap16_Top2_Hit,RedGap16_Top2_UnHit,RedGap16_Top3_Hit,RedGap16_Top3_UnHit,RedSum25_Top1_Hit,RedSum25_Top1_UnHit,RedSum25_Top2_Hit,RedSum25_Top2_UnHit,RedSum25_Top3_Hit,RedSum25_Top3_UnHit,RedGap25_Top1_Hit,RedGap25_Top1_UnHit,RedGap25_Top2_Hit,RedGap25_Top2_UnHit,RedGap25_Top3_Hit,RedGap25_Top3_UnHit,RedSum34_Top1_Hit,RedSum34_Top1_UnHit,RedSum34_Top2_Hit,RedSum34_Top2_UnHit,RedSum34_Top3_Hit,RedSum34_Top3_UnHit,RedGap12_Top1_Hit,RedGap12_Top1_UnHit,RedGap12_Top2_Hit,RedGap12_Top2_UnHit,RedGap12_Top3_Hit,RedGap12_Top3_UnHit,RedGap23_Top1_Hit,RedGap23_Top1_UnHit,RedGap23_Top2_Hit,RedGap23_Top2_UnHit,RedGap23_Top3_Hit,RedGap23_Top3_UnHit,RedGap34_Top1_Hit,RedGap34_Top1_UnHit,RedGap34_Top2_Hit,RedGap34_Top2_UnHit,RedGap34_Top3_Hit,RedGap34_Top3_UnHit,RedGap45_Top1_Hit,RedGap45_Top1_UnHit,RedGap45_Top2_Hit,RedGap45_Top2_UnHit,RedGap45_Top3_Hit,RedGap45_Top3_UnHit,RedGap56_Top1_Hit,RedGap56_Top1_UnHit,RedGap56_Top2_Hit,RedGap56_Top2_UnHit,RedGap56_Top3_Hit,RedGap56_Top3_UnHit,RedBlue_Top1_Hit,RedBlue_Top1_UnHit,RedBlue_Top2_Hit,RedBlue_Top2_UnHit,RedBlue_Top3_Hit,RedBlue_Top3_UnHit
6.1,213.4,4.3,177.7,2.5,171.1,29.8,105.9,15.5,46.2,25.4,81.8,24.4,87.0,21.8,54.4,33.0,62.6,84.0,105.0,51.5,61.8,33.2,36.2,62.6,85.7,33.4,40.8,31.3,40.2,5.7,25.1,13.3,49.0,31.7,122.4,51.0,84.5,51.7,74.9,84.4,84.5,54.8,95.6,47.7,74.6,53.4,90.9,0,81.1,0,54.1,0,123.8,20.8,50.5,30.2,28.4,74.8,50.6,7.9,146.6,5.0,76.0,10.0,62.3,13.4,20.3,34.1,30.0,80.7,79.6,20.6,59.5,18.5,46.6,36.9,87.5,31.5,13.6,35.4,25.5,95.8,60.3,6.0,123.1,0.2,47.4,5.9,46.8,72.5,37.4,30.7,16.5,58.0,23.9,65.2,13.6,30.7,5.5,63.3,11.1,0,54.3,0,69.8,0,135.9
-16.4|38.4|95.8,-9.0|60.4|128.4,-13.2|24.3|59.5,11.2|52.8|97.1,-12.2|44.8|100.3,11.1|65.1|121.5,-17.1|38.1|93.2,5.3|61.9|118.8,-11.5|24.4|59.3,11.1|49.1|88.3,-2.2|54.8|117.5,16.1|88.6|156.1,-19.6|30.9|79.4,-1.2|39.0|78.5,-2.4|25.8|55.7,3.1|33.4|63.4,-14.6|45.9|106.8,-3.4|63.4|135.7,-41.2|15.6|70.0,8.4|57.0|105.8,-8.6|22.1|54.8,8.8|38.5|71.0,-22.1|32.8|91.7,13.4|77.0|133.3,-10.1|42.8|101.2,-0.1|62.8|119.7,-1.0|32.9|70.9,5.3|41.4|76.1,-23.3|32.2|89.9,23.2|83.3|143.7,-30.2|24.6|79.4,11.4|64.0|117.6,-23.3|5.4|38.2,-3.5|29.9|62.8,-48.3|10.5|68.6,17.3|76.7|138.0,-21.3|34.0|83.9,13.0|62.2|111.2,-16.1|14.5|47.2,7.8|44.3|79.7,-35.0|26.5|89.0,13.6|92.1|166.2,-19.4|40.6|97.5,8.3|74.7|139.9,-8.5|25.4|59.7,15.0|60.7|105.8,-22.0|34.6|93.9,34.0|95.5|154.8,-22.9|36.0|99.2,1.1|69.6|132.2,-20.3|19.1|59.0,13.6|56.1|95.6,-32.2|20.4|72.8,33.6|93.3|151.3,-29.6|20.4|74.0,-0.2|57.8|123.2,-19.2|14.7|50.9,3.4|42.1|82.7,-20.9|40.7|103.6,24.2|89.7|162.1,-38.4|18.3|79.2,-11.4|60.0|126.9,-21.3|17.5|55.9,3.5|46.6|93.9,-22.8|33.9|88.4,30.9|95.7|154.6,-27.0|32.2|92.3,-12.4|36.6|87.3,-6.4|28.1|60.4,-3.3|29.1|64.4,12.9|70.9|135.3,-8.8|62.5|140.1,-14.1|36.8|87.4,-2.0|46.9|94.0,1.5|31.5|60.7,6.2|37.4|68.2,-2.0|50.8|102.7,17.2|77.1|132.1,-20.4|46.6|109.9,-44.0|27.9|100.1,-14.9|29.6|73.0,-20.4|28.2|77.4,6.1|69.6|128.9,-3.0|58.0|128.7,-21.7|43.9|107.4,-45.8|8.4|62.4,-13.1|22.9|61.4,-25.9|5.4|33.0,15.0|76.8|139.5,-17.6|41.6|105.8,-28.5|22.3|77.0,0.2|42.5|87.6,-5.7|24.2|53.9,5.8|35.3|63.8,8.3|56.9|105.9,11.8|72.1|125.1,-23.9|31.6|88.3,-3.3|51.5|108.9,3.7|35.3|71.4,-2.5|38.9|76.7,3.4|45.9|88.8,17.5|64.1|112.6,-36.6|21.4|83.4,20.0|82.5|140.5,-17.2|16.6|50.7,10.6|53.0|96.0,-17.6|32.6|85.8,13.0|77.7|140.2
