red1
1:(0, 219.5), (0, 182.0), (0, 173.6)
2:(219.5, 0), (182.0, 0), (173.6, 0)
3:(205.1, 14.4), (166.2, 15.8), (155.1, 18.5)
4:(162.8, 56.7), (131.8, 50.2), (121.2, 52.4)
5:(145.8, 73.7), (119.4, 62.6), (108.2, 65.4)
6:(134.4, 85.1), (107.5, 74.5), (95.1, 78.5)
7:(60.7, 158.8), (43.0, 139.0), (34.7, 138.9)
8:(37.2, 182.3), (25.7, 156.3), (20.8, 152.8)
9:(26.8, 192.7), (17.0, 165.0), (14.1, 159.5)
10:(18.6, 200.9), (14.5, 167.5), (10.6, 163.0)
11:(6.1, 213.4), (4.3, 177.7), (2.5, 171.1)
12:(0, 219.5), (0, 182.0), (0, 173.6)

red2
4:(0, 135.7), (0, 61.7), (0, 107.2)
5:(0.2, 135.5), (2.3, 59.4), (5.0, 102.2)
6:(135.7, 0), (61.7, 0), (107.2, 0)
7:(129.7, 6.0), (57.6, 4.1), (99.5, 7.7)
8:(128.9, 6.8), (56.6, 5.1), (96.5, 10.7)
9:(119.0, 16.7), (53.8, 7.9), (89.6, 17.6)
10:(116.4, 19.3), (50.7, 11.0), (80.5, 26.7)
11:(105.6, 30.1), (46.9, 14.8), (77.0, 30.2)
12:(90.2, 45.5), (43.2, 18.5), (61.7, 45.5)
13:(66.0, 69.7), (37.0, 24.7), (45.7, 61.5)
14:(29.8, 105.9), (15.5, 46.2), (25.4, 81.8)
15:(8.7, 127.0), (1.1, 60.6), (8.8, 98.4)
16:(2.4, 133.3), (0.5, 61.2), (1.5, 105.7)
17:(2.4, 133.3), (0.5, 61.2), (1.5, 105.7)
18:(0, 135.7), (0, 61.7), (0, 107.2)

red3
6:(0, 111.4), (0, 76.2), (0, 95.6)
7:(4.6, 106.8), (2.3, 73.9), (0.3, 95.3)
8:(4.6, 106.8), (2.3, 73.9), (0.3, 95.3)
9:(4.6, 106.8), (2.3, 73.9), (0.3, 95.3)
10:(10.0, 101.4), (5.8, 70.4), (3.8, 91.8)
11:(15.7, 95.7), (9.5, 66.7), (5.7, 89.9)
12:(111.4, 0), (76.2, 0), (95.6, 0)
13:(84.2, 27.2), (60.4, 15.8), (80.1, 15.5)
14:(79.8, 31.6), (58.3, 17.9), (71.8, 23.8)
15:(73.9, 37.5), (53.5, 22.7), (66.6, 29.0)
16:(60.5, 50.9), (44.6, 31.6), (59.6, 36.0)
17:(59.2, 52.2), (42.0, 34.2), (53.1, 42.5)
18:(24.4, 87.0), (21.8, 54.4), (33.0, 62.6)
19:(16.6, 94.8), (14.4, 61.8), (22.7, 72.9)
20:(15.0, 96.4), (11.6, 64.6), (15.1, 80.5)
21:(12.5, 98.9), (8.2, 68.0), (5.7, 89.9)
22:(11.6, 99.8), (7.1, 69.1), (2.5, 93.1)
23:(5.4, 106.0), (3.3, 72.9), (1.1, 94.5)
24:(0, 111.4), (0, 76.2), (0, 95.6)

red4
10:(0, 189.0), (0, 113.3), (0, 69.4)
11:(9.6, 179.4), (6.1, 107.2), (2.3, 67.1)
12:(9.6, 179.4), (6.1, 107.2), (2.3, 67.1)
13:(9.6, 179.4), (6.1, 107.2), (2.3, 67.1)
14:(20.2, 168.8), (12.7, 100.6), (5.0, 64.4)
15:(34.9, 154.1), (23.1, 90.2), (11.0, 58.4)
16:(53.5, 135.5), (35.7, 77.6), (19.6, 49.8)
17:(61.1, 127.9), (39.6, 73.7), (23.7, 45.7)
18:(65.2, 123.8), (41.6, 71.7), (23.9, 45.5)
19:(84.0, 105.0), (51.5, 61.8), (33.2, 36.2)
20:(119.0, 70.0), (74.0, 39.3), (50.7, 18.7)
21:(148.2, 40.8), (92.0, 21.3), (58.9, 10.5)
22:(161.6, 27.4), (98.3, 15.0), (62.1, 7.3)
23:(178.5, 10.5), (107.6, 5.7), (65.7, 3.7)
24:(179.9, 9.1), (108.1, 5.2), (68.0, 1.4)
25:(183.9, 5.1), (110.1, 3.2), (68.2, 1.2)
26:(189.0, 0), (113.3, 0), (69.4, 0)
27:(189.0, 0), (113.3, 0), (69.4, 0)
28:(189.0, 0), (113.3, 0), (69.4, 0)
29:(189.0, 0), (113.3, 0), (69.4, 0)
30:(0, 189.0), (0, 113.3), (0, 69.4)

red5
16:(0, 148.3), (0, 74.2), (0, 71.5)
17:(5.6, 142.7), (3.6, 70.6), (3.7, 67.8)
18:(16.2, 132.1), (10.3, 63.9), (6.5, 65.0)
19:(21.5, 126.8), (13.0, 61.2), (6.5, 65.0)
20:(33.5, 114.8), (19.4, 54.8), (10.8, 60.7)
21:(41.4, 106.9), (23.6, 50.6), (15.7, 55.8)
22:(54.1, 94.2), (31.1, 43.1), (24.2, 47.3)
23:(62.6, 85.7), (33.4, 40.8), (31.3, 40.2)
24:(71.3, 77.0), (38.9, 35.3), (40.2, 31.3)
25:(108.7, 39.6), (55.1, 19.1), (56.0, 15.5)
26:(135.6, 12.7), (67.6, 6.6), (66.6, 4.9)
27:(143.6, 4.7), (71.7, 2.5), (71.1, 0.4)
28:(143.6, 4.7), (71.7, 2.5), (71.1, 0.4)
29:(148.3, 0), (74.2, 0), (71.5, 0)
30:(148.3, 0), (74.2, 0), (71.5, 0)
31:(0, 148.3), (0, 74.2), (0, 71.5)

red6
20:(0, 30.8), (0, 62.3), (0, 154.1)
21:(0.8, 30.0), (1.1, 61.2), (3.1, 151.0)
22:(2.8, 28.0), (1.4, 60.9), (5.8, 148.3)
23:(2.8, 28.0), (1.4, 60.9), (5.8, 148.3)
24:(4.6, 26.2), (2.2, 60.1), (9.2, 144.9)
25:(5.6, 25.2), (10.7, 51.6), (26.7, 127.4)
26:(5.7, 25.1), (13.3, 49.0), (31.7, 122.4)
27:(9.4, 21.4), (16.9, 45.4), (42.0, 112.1)
28:(12.9, 17.9), (27.0, 35.3), (65.5, 88.6)
29:(17.4, 13.4), (37.7, 24.6), (90.9, 63.2)
30:(27.2, 3.6), (50.4, 11.9), (126.6, 27.5)
31:(30.8, 0), (62.3, 0), (154.1, 0)
32:(2.0, 28.8), (4.5, 57.8), (11.3, 142.8)
33:(0, 30.8), (0, 62.3), (0, 154.1)

red_sum_all
76:(0, 135.5), (0, 126.6), (0, 168.9)
77:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
78:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
79:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
80:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
81:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
82:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
83:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
84:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
85:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
86:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
87:(0.3, 135.2), (1.6, 125.0), (3.6, 165.3)
88:(9.8, 125.7), (8.9, 117.7), (8.7, 160.2)
89:(9.8, 125.7), (8.9, 117.7), (8.7, 160.2)
90:(9.8, 125.7), (8.9, 117.7), (8.7, 160.2)
91:(9.9, 125.6), (11.5, 115.1), (13.8, 155.1)
92:(9.9, 125.6), (11.5, 115.1), (13.8, 155.1)
93:(9.9, 125.6), (11.5, 115.1), (13.8, 155.1)
94:(9.9, 125.6), (11.5, 115.1), (13.8, 155.1)
95:(16.0, 119.5), (18.3, 108.3), (21.2, 147.7)
96:(16.0, 119.5), (18.3, 108.3), (21.2, 147.7)
97:(22.9, 112.6), (23.3, 103.3), (24.3, 144.6)
98:(31.9, 103.6), (30.0, 96.6), (28.8, 140.1)
99:(31.9, 103.6), (30.0, 96.6), (28.8, 140.1)
100:(32.7, 102.8), (33.6, 93.0), (35.2, 133.7)
101:(42.7, 92.8), (41.6, 85.0), (41.2, 127.7)
102:(44.1, 91.4), (43.3, 83.3), (45.9, 123.0)
103:(49.1, 86.4), (46.3, 80.3), (46.7, 122.2)
104:(64.3, 71.2), (56.2, 70.4), (56.3, 112.6)
105:(65.5, 70.0), (57.5, 69.1), (60.0, 108.9)
106:(65.6, 69.9), (59.9, 66.7), (64.6, 104.3)
107:(80.0, 55.5), (70.1, 56.5), (78.7, 90.2)
108:(80.0, 55.5), (70.1, 56.5), (78.7, 90.2)
109:(84.5, 51.0), (74.9, 51.7), (84.5, 84.4)
110:(135.5, 0), (126.6, 0), (168.9, 0)
111:(51.0, 84.5), (51.7, 74.9), (84.4, 84.5)
112:(49.5, 86.0), (50.2, 76.4), (79.7, 89.2)
