Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240409,24039,2,5,5,1,0,15,5,0,110,33,29,36,24,41,4,6,17,1,1,2,3,10,4
20240411,24040,5,3,1,0,0,20,0,0,111,37,15,37,9,37,3,4,1,4,3,2,5,2,15
20240411,100_1,0,3,5,1,0,7,11,2,104,35,26,36,19,40,4,6,9,3,2,3,5,11,3
20240411,100_2,0,2,5,1,0,8,11,1,107,36,27,36,19,40,5,6,10,1,3,3,5,12,4
20240411,100_3,3,2,4,0,1,11,5,0,95,32,27,32,22,32,3,4,14,5,2,1,2,9,1
20240411,100_4,2,2,5,0,0,12,5,1,104,34,27,35,23,38,4,3,15,3,2,1,2,10,2
20240411,100_5,4,1,4,1,1,12,4,1,106,34,28,36,23,39,4,3,16,3,2,1,2,8,3
20240411,200_1,2,3,4,0,0,10,8,0,118,35,29,37,23,46,4,9,13,0,2,2,4,9,3
20240411,200_2,2,3,4,0,1,9,8,0,121,36,29,37,22,47,4,9,13,0,3,2,3,10,4
20240411,200_3,3,3,3,0,1,12,5,0,119,36,28,36,21,45,4,8,11,0,3,2,2,10,4
20240411,200_4,2,3,4,0,1,11,6,0,120,36,27,36,20,45,3,9,10,0,3,2,4,9,2
20240411,200_5,3,3,4,0,1,12,5,0,111,34,25,32,18,40,3,8,8,0,4,2,3,8,4
20240411,300_1,1,4,5,1,0,10,7,1,125,36,24,42,17,47,6,5,10,1,0,2,4,12,3
20240411,300_2,1,3,5,1,0,12,5,0,121,35,24,39,18,45,4,6,11,1,1,2,3,10,1
20240411,300_3,2,2,5,0,1,13,4,0,122,36,24,40,20,45,3,6,12,1,0,2,3,8,1
20240411,300_4,2,3,5,1,1,13,4,0,115,34,24,38,20,43,4,7,11,2,0,2,3,9,2
20240411,300_5,1,4,5,1,1,11,5,1,110,33,24,36,20,40,3,7,9,2,0,2,3,9,3
