Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230511,23053,8,8,4,3,4,27,15,3,31,29,34,20,34,6,7,6,7,3,2,7,15
20230514,23054,2,13,14,6,0,20,27,3,31,21,21,9,19,1,3,1,5,11,5,16,8
20230514,400_1,6,10,4,1,4,31,11,1,33,31,38,17,41,9,8,5,4,4,2,9,11
20230514,400_2,6,10,4,0,3,31,12,1,36,30,40,16,43,8,7,5,4,4,2,8,12
20230514,400_3,6,10,5,2,4,29,12,1,34,31,38,16,40,8,6,6,4,5,2,8,11
20230514,400_4,7,8,4,3,5,27,14,2,34,30,35,14,37,7,5,5,3,7,2,8,10
20230514,400_5,7,10,4,2,4,28,14,2,33,28,33,15,33,6,5,5,4,6,2,7,10
20230514,600_1,5,10,6,2,3,30,13,2,32,30,36,19,41,7,9,5,4,3,2,7,11
20230514,600_2,5,10,9,1,3,33,11,1,35,30,39,18,45,8,9,5,3,3,2,8,10
20230514,600_3,4,12,10,2,3,28,16,0,36,28,38,13,43,9,6,4,2,6,2,12,8
20230514,600_4,3,12,9,4,2,25,20,1,35,27,35,13,40,7,6,4,1,7,2,11,10
20230514,600_5,4,10,9,3,2,30,15,1,35,27,36,17,42,5,8,5,3,4,2,8,11
20230514,1000_1,4,10,6,3,4,28,14,2,32,27,35,16,36,6,6,4,5,4,2,5,9
20230514,1000_2,6,8,9,2,2,30,14,1,34,29,38,17,41,8,7,5,4,4,2,8,10
20230514,1000_3,5,10,9,3,3,28,16,1,35,29,37,18,41,6,8,5,4,4,2,11,12
20230514,1000_4,6,10,7,2,5,27,15,1,34,29,36,14,40,8,6,4,3,6,2,10,10
20230514,1000_5,5,9,8,3,4,28,14,1,34,29,35,15,37,7,6,5,3,6,2,10,9
