key,gap,pro1,pro2,pro3,range1,range2
19_1___1__,0,-1.7,0.6,2.8,1,5
1_1___1__,0,-1.2,1.3,3.7,1,2
9_1___1__,0,-0.4,1.7,3.7,1,5
15_9___1__,0,-0.4,1.8,4.1,1,2
3_1___1__,1,-0.6,1.8,4.1,1,5
11_1___1__,2,-0.9,1.3,3.3,1,4
12_1___1__,1,-1.0,1.3,3.7,1,7
12_9___1__,0,-1.3,1.4,4.3,1,5
13_9___1__,1,-0.8,1.6,3.9,1,4
14_1___1__,0,-1.0,1.2,3.5,1,5
2_6___1__,3,-1.3,0.9,2.8,1,4
2_7___1__,0,-0.7,1.1,2.9,1,3
6_6___1__,2,-1.1,0.7,2.6,1,1
10_8___1__,2,-0.5,1.2,2.8,1,5
12_6___1__,0,-0.4,1.4,3.2,1,4
12_8___1__,0,-1.2,0.7,2.7,1,4
13_6___1__,0,-0.2,1.9,3.9,1,2
15_10___1__,2,-0.5,1.8,4.1,1,3
16_9___1__,0,-1.6,0.3,2.1,1,5
17_1___1__,1,-1.1,1.1,3.3,1,4
1_8___1__,3,-1.1,1.5,4.1,1,3
11_7___1__,4,-0.3,1.8,3.8,1,4
18_7___1__,2,0.3,2.3,4.2,1,2
19_7___1__,3,-0.5,2.1,4.4,1,1
1_6___1__,2,-0.8,2.1,4.7,1,2
4_10___1__,3,-0.8,1.6,3.9,1,3
5_7___1__,3,-1.1,1.7,4.4,1,5
7_7___1__,5,-1.2,1.0,3.0,1,2
9_6___1__,2,-0.2,1.7,3.9,0,1
9_7___1__,3,-0.6,2.0,4.4,1,1
11_6___1__,3,0.2,2.2,4.3,1,2
3_3___1__,3,-0.9,1.8,4.5,1,4
3_8___1__,0,-0.9,1.2,3.6,1,2
3_10___1__,3,-1.0,1.7,4.5,1,4
5_3___1__,3,-1.5,1.6,4.3,1,4
5_6___1__,3,0.2,2.2,4.3,1,5
7_3___1__,3,-1.4,1.9,5.1,1,3
10_3___1__,3,-1.2,1.9,4.7,1,4
10_7___1__,2,-0.4,1.4,3.1,1,7
11_3___1__,3,-0.5,1.9,4.3,1,3
12_2___2__,1,-2.3,1.3,4.9,9,11
2_8___2__,0,-1.1,0.8,2.5,8,11
2_9___2__,1,-1.4,0.6,2.6,11,13
3_2___2__,1,-1.4,0.8,3.0,10,11
3_8___2__,0,-0.4,1.7,3.9,10,11
6_8___2__,0,-1.4,1.4,4.2,11,11
6_9___2__,0,-1.5,0.8,3.2,10,11
9_8___2__,1,-1.1,1.4,3.8,9,11
11_1___2__,1,-1.9,0.9,3.7,6,11
14_2___2__,0,-1.5,2.3,5.6,9,11
14_7___2__,0,-0.7,1.6,3.9,8,11
17_10___2__,0,-0.5,1.9,4.1,11,11
2_6___2__,0,-0.1,1.7,3.5,8,11
4_1___2__,1,-1.0,1.7,4.3,8,11
8_7___2__,0,-0.3,1.6,3.4,10,11
9_7___2__,0,-1.3,1.0,3.2,11,12
11_2___2__,1,-1.8,2.2,6.0,9,11
14_6___2__,0,-0.3,1.6,3.6,8,11
15_2___2__,3,-2.9,0.4,4.0,11,12
15_3___2__,0,-2.0,1.0,3.7,8,11
10_7___2__,0,-0.3,2.2,4.7,10,11
11_6___2__,1,0.1,2.7,5.1,11,13
16_7___2__,1,-0.2,1.7,3.6,11,11
1_8___2__,1,0.1,2.7,5.1,9,11
4_7___2__,0,-0.4,2.1,4.6,11,14
8_6___2__,0,-0.9,1.4,3.1,7,11
12_10___2__,1,-0.2,2.0,4.4,11,12
13_3___2__,10,-1.2,1.8,4.9,10,11
14_3___2__,6,-2.2,1.2,4.7,9,11
17_3___2__,10,0.1,3.0,6.1,10,11
18_7___2__,0,-0.1,2.2,4.4,8,11
19_8___2__,0,-0.4,2.1,4.7,10,11
1_2___2__,10,-1.2,2.2,5.6,9,11
1_9___2__,1,-0.0,2.2,4.3,11,11
1_10___2__,6,-0.4,2.2,4.8,10,11
4_6___2__,0,-0.4,1.8,4.2,11,12
4_9___2__,4,-0.6,1.8,3.8,8,11
5_8___2__,4,-1.2,0.9,3.1,9,11
6_1___2__,1,-0.2,2.9,6.2,6,11
6_2___2__,1,-0.6,2.4,5.6,9,11
2_8___3__,0,-0.7,1.0,2.9,13,13
9_10___3__,0,-0.6,1.1,2.9,13,16
3_7___3__,0,-0.4,1.6,3.4,13,21
5_10___3__,0,-1.5,0.5,2.6,13,16
7_8___3__,0,-0.7,1.0,2.7,13,18
8_8___3__,0,-0.6,1.1,2.9,13,17
9_6___3__,0,-0.4,1.7,3.8,13,22
15_8___3__,0,-0.5,1.7,3.6,13,17
17_8___3__,0,-1.1,1.2,3.3,13,15
20_9___3__,0,-0.7,1.2,3.1,13,14
1_10___3__,0,-0.0,1.7,3.3,13,16
2_6___3__,0,-0.3,1.3,2.9,13,13
2_9___3__,0,-0.7,1.2,3.1,13,16
2_10___3__,1,-0.2,1.6,3.4,13,14
3_8___3__,0,-0.5,1.3,2.9,13,17
4_8___3__,0,-1.2,0.8,2.8,13,13
7_6___3__,0,-0.1,1.6,3.4,13,20
9_1___3__,1,-1.0,1.1,3.2,12,13
14_6___3__,0,-0.6,0.9,2.3,13,20
15_6___3__,0,-2.2,0.1,2.3,13,14
19_7___3__,0,-1.0,1.4,3.6,13,19
1_7___3__,1,-0.0,2.5,5.1,13,17
8_1___3__,1,-0.6,1.6,3.9,12,13
8_7___3__,0,0.4,2.9,5.2,13,17
17_3___3__,0,0.1,2.6,5.1,13,16
18_3___3__,0,-1.3,1.0,3.5,13,16
19_8___3__,0,-0.6,1.5,3.8,13,21
20_3___3__,0,-0.7,1.8,4.4,13,15
1_6___3__,0,0.2,3.1,6.1,13,16
4_3___3__,0,0.1,2.4,4.9,13,16
5_1___3__,1,-1.8,0.6,3.1,13,13
5_3___3__,0,-0.7,2.0,4.7,13,15
7_2___3__,1,-0.3,2.3,4.8,13,15
7_3___3__,0,-1.3,1.4,4.2,13,15
10_7___3__,0,-0.6,1.6,3.7,13,17
12_3___3__,0,-0.4,2.0,4.3,13,15
13_7___3__,0,-0.6,1.4,3.5,13,20
1_1___3__,1,-1.4,0.9,3.3,13,16
1_3___3__,0,0.5,3.0,5.6,13,15
2_1___3__,1,-0.7,1.6,3.7,12,13
14_6___4__,1,-0.4,1.4,3.2,17,30
14_7___4__,1,0.4,2.4,4.5,17,29
1_10___4__,0,-0.4,1.3,3.1,17,23
2_7___4__,1,-0.1,1.9,4.1,17,22
3_9___4__,1,-0.5,1.4,3.2,17,22
7_8___4__,1,-0.0,1.8,3.8,17,26
7_10___4__,0,-0.8,1.0,2.8,17,19
8_8___4__,1,-0.5,1.5,3.4,17,20
11_8___4__,1,-0.7,1.5,3.6,17,22
14_8___4__,1,-0.7,1.2,3.1,17,20
15_8___4__,1,-0.2,2.0,4.1,17,19
1_8___4__,1,-0.1,2.0,4.0,17,18
2_8___4__,1,0.3,2.5,4.6,17,21
2_10___4__,4,-0.5,1.2,2.8,17,22
3_8___4__,1,0.6,2.2,3.8,17,24
4_1___4__,0,-1.1,1.3,3.6,17,19
4_2___4__,1,0.1,2.0,4.0,17,19
4_7___4__,1,-1.1,1.0,2.9,17,26
7_2___4__,0,-0.8,1.3,3.5,17,21
7_6___4__,1,-0.4,1.9,4.2,17,29
4_3___4__,10,-1.3,1.0,3.2,17,21
7_3___4__,10,0.0,2.3,4.5,17,20
8_3___4__,10,-0.1,2.2,4.6,17,22
13_3___4__,10,-0.4,1.9,4.3,17,20
14_3___4__,10,-0.9,1.3,3.6,17,20
16_3___4__,10,0.2,2.7,5.2,17,21
17_3___4__,10,-0.8,1.4,3.6,17,20
18_3___4__,10,-0.9,1.8,4.5,17,21
20_3___4__,10,-0.6,1.8,3.8,17,20
2_3___4__,3,0.5,2.7,4.8,17,21
5_3___4__,3,-1.1,1.3,3.6,17,20
9_3___4__,3,-1.2,1.3,4.0,17,21
9_6___4__,1,0.1,3.0,5.9,17,27
10_3___4__,10,-0.8,1.8,4.0,17,20
11_3___4__,10,-0.2,1.8,4.1,17,20
12_3___4__,10,-0.4,2.1,4.7,17,20
13_6___4__,1,-0.3,2.2,4.5,17,27
15_3___4__,4,-0.5,1.8,4.1,17,20
18_7___4__,1,-0.7,1.7,4.0,17,24
19_3___4__,10,-1.8,1.0,3.5,17,20
18_6___5__,0,0.2,2.6,5.0,25,28
2_9___5__,0,-0.9,1.2,3.4,25,26
4_9___5__,0,-0.7,1.5,3.5,25,25
5_7___5__,1,-0.6,1.6,3.9,25,27
5_9___5__,1,-0.6,1.3,3.2,25,25
5_10___5__,1,0.3,2.1,4.1,25,25
10_9___5__,0,-1.0,1.0,3.2,25,27
14_8___5__,0,-0.6,1.8,4.3,24,25
14_9___5__,0,-0.8,1.5,3.6,23,25
1_9___5__,0,-2.2,0.5,3.0,25,26
2_7___5__,1,-0.7,1.4,3.7,23,25
2_10___5__,0,-0.9,1.2,3.2,25,25
3_9___5__,0,0.4,2.2,4.2,24,25
4_10___5__,0,-1.2,1.0,3.2,24,25
6_10___5__,0,-0.5,1.6,3.8,25,26
8_9___5__,3,-0.5,1.9,4.3,21,25
12_9___5__,0,-0.0,2.2,4.4,25,27
14_1___5__,0,-0.6,1.5,3.9,20,25
14_10___5__,0,-0.6,1.2,3.3,25,25
15_10___5__,0,-0.8,1.4,3.6,25,26
1_6___5__,1,0.3,3.5,6.9,25,26
3_2___5__,0,-1.8,1.1,4.2,25,26
4_1___5__,0,-1.4,1.6,4.8,21,25
11_2___5__,0,-0.8,2.0,4.9,25,26
11_3___5__,0,-0.3,2.6,5.5,25,26
16_2___5__,0,-1.2,2.0,5.2,24,25
2_3___5__,0,0.6,3.5,6.3,25,26
3_1___5__,0,-1.1,1.4,3.9,25,27
7_3___5__,0,1.1,3.8,6.5,25,25
9_3___5__,0,0.2,3.0,5.8,25,25
10_2___5__,0,-1.1,1.6,4.3,23,25
13_3___5__,0,0.7,3.4,6.5,25,25
16_3___5__,0,0.7,3.6,6.6,25,26
17_3___5__,0,-0.7,2.6,5.7,25,26
19_3___5__,0,-0.1,3.0,5.8,25,25
20_8___5__,1,-0.7,1.6,4.1,25,28
1_8___5__,0,-1.0,2.2,5.3,22,25
1_10___5__,0,-0.9,1.7,4.1,25,26
2_2___5__,0,-0.9,2.0,4.7,25,25
3_10___5__,0,-0.4,1.7,3.7,25,25
16_1___6__,0,-0.6,1.1,2.7,27,29
3_2___6__,0,-0.8,1.4,3.5,29,30
4_7___6__,1,0.3,2.6,5.0,29,31
6_6___6__,1,-0.9,1.1,3.1,29,34
14_7___6__,0,-1.2,0.8,2.8,29,32
18_6___6__,1,-0.9,1.4,3.9,29,34
1_7___6__,1,-1.0,1.4,4.1,29,29
2_10___6__,0,-1.3,0.6,2.5,29,29
4_8___6__,1,-1.3,1.3,3.9,29,29
7_7___6__,1,0.1,2.5,5.0,29,33
8_7___6__,1,-1.2,1.1,3.3,29,29
9_7___6__,1,-0.5,1.6,3.7,29,33
9_9___6__,0,-2.0,0.4,2.7,29,29
9_10___6__,0,-0.6,1.5,3.6,29,30
13_7___6__,1,-0.3,1.6,3.5,29,29
13_10___6__,0,-1.5,0.6,2.5,28,29
14_6___6__,1,-1.8,0.5,2.9,29,33
16_2___6__,0,-1.5,0.4,2.4,29,29
16_7___6__,0,-0.7,1.2,3.3,29,33
18_7___6__,0,-0.5,1.4,3.3,29,34
20_6___6__,3,-1.3,1.1,3.9,29,33
8_3___6__,0,-0.7,1.6,3.9,29,30
8_8___6__,6,0.6,2.8,4.9,28,29
18_3___6__,0,-0.4,1.8,4.3,29,30
20_3___6__,0,-0.1,2.3,4.8,29,30
3_7___6__,1,-0.7,1.5,3.6,29,30
5_10___6__,0,-0.6,2.1,4.8,29,30
6_7___6__,1,-0.5,1.5,3.5,29,34
10_1___6__,0,-0.8,1.5,3.9,29,29
11_3___6__,0,-0.2,2.2,5.0,29,29
12_3___6__,0,-1.1,1.2,3.5,29,29
14_3___6__,0,-0.5,1.8,4.2,29,29
15_9___6__,4,-0.4,1.9,4.3,29,30
17_9___6__,4,-1.1,1.1,3.2,28,29
18_1___6__,0,0.3,2.7,4.9,29,30
20_7___6__,6,-1.5,1.1,3.4,29,32
20_8___6__,6,-2.4,0.2,2.9,29,30
20_9___6__,6,-0.6,1.6,3.8,29,31
1_6___6__,3,-1.4,1.1,3.5,29,32
2_3___6__,0,-1.1,1.6,4.1,29,30
14_6___7__,1,-1.4,0.7,2.5,96,132
