red1
1:(0, 266.4), (0, 182.4), (0, 98.3)
2:(98.2, 168.2), (68.2, 114.2), (38.1, 60.2)
3:(153.8, 112.6), (112.6, 69.8), (72.0, 26.3)
4:(191.7, 74.7), (136.5, 45.9), (81.2, 17.1)
5:(223.7, 42.7), (157.0, 25.4), (90.5, 7.8)
6:(231.1, 35.3), (158.1, 24.3), (85.4, 12.9)
7:(238.5, 27.9), (162.3, 20.1), (86.2, 12.1)
8:(266.4, 0), (182.4, 0), (98.3, 0)
9:(1.1, 265.3), (-0.8, 183.2), (-2.8, 101.1)
10:(0, 266.4), (0, 182.4), (0, 98.3)

red2
4:(0, 110.2), (0, 7.6), (0, -93.3)
5:(7.1, 103.1), (0.2, 7.4), (-6.8, -86.5)
6:(19.1, 91.1), (0.2, 7.4), (-18.7, -74.6)
7:(40.5, 69.7), (7.8, -0.2), (-24.5, -68.8)
8:(53.1, 57.1), (4.4, 3.2), (-43.3, -50.0)
9:(64.8, 45.4), (6.8, 0.8), (-50.4, -42.9)
10:(110.2, 0), (7.6, 0), (-93.3, 0)
11:(19.3, 90.9), (-6.6, 14.2), (-31.5, -61.8)
12:(18.2, 92.0), (-3.6, 11.2), (-24.8, -68.5)
13:(10.9, 99.3), (-6.9, 14.5), (-24.1, -69.2)
14:(4.4, 105.8), (-2.0, 9.6), (-8.2, -85.1)
15:(4.4, 105.8), (-2.0, 9.6), (-8.2, -85.1)
16:(0, 110.2), (0, 7.6), (0, -93.3)

red3
6:(0, 111.7), (0, 29.4), (0, -53.4)
7:(0.8, 110.9), (-1.6, 31.0), (-4.1, -49.3)
8:(10.1, 101.6), (1.4, 28.0), (-7.4, -46.0)
9:(10.7, 101.0), (-0.5, 29.9), (-11.7, -41.7)
10:(21.9, 89.8), (2.2, 27.2), (-17.9, -35.5)
11:(38.8, 72.9), (12.5, 16.9), (-14.0, -39.4)
12:(47.4, 64.3), (9.0, 20.4), (-29.7, -23.7)
13:(48.2, 63.5), (7.6, 21.8), (-33.4, -20.0)
14:(60.9, 50.8), (14.2, 15.2), (-32.9, -20.5)
15:(68.9, 42.8), (14.4, 15.0), (-40.7, -12.7)
16:(77.8, 33.9), (19.0, 10.4), (-40.2, -13.2)
17:(97.6, 14.1), (25.0, 4.4), (-47.7, -5.7)
18:(111.7, 0), (29.4, 0), (-53.4, 0)
19:(13.1, 98.6), (7.4, 22.0), (1.2, -54.6)
20:(8.3, 103.4), (4.4, 25.0), (0.2, -53.6)
21:(8.3, 103.4), (4.4, 25.0), (0.2, -53.6)
22:(8.3, 103.4), (4.4, 25.0), (0.2, -53.6)
23:(0, 111.7), (0, 29.4), (0, -53.4)

red4
12:(0, 139.2), (0, 54.3), (0, -30.3)
13:(15.4, 123.8), (11.2, 43.1), (6.8, -37.1)
14:(31.9, 107.3), (23.0, 31.3), (14.1, -44.4)
15:(37.5, 101.7), (23.7, 30.6), (10.5, -40.8)
