15_2: 1, [7, 12, 16, 20, 22, 28] [3, 0, 1, 3, 2, 0, 2, 1, 1, 1, 0, 0, 2, 2, 0, 2, 1, 0, 2, 1]
15_8: 2, [9, 13, 18, 24, 27, 31] [3, 1, 0, 1, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 2, 1, 1, 0, 0, 1]
7_9: 3, [6, 11, 13, 17, 23, 31] [3, 2, 1, 2, 1, 3, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 2, 2]
12_2: 1, [4, 9, 14, 18, 22, 30] [4, 2, 0, 2, 2, 2, 0, 1, 0, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 0]
13_3: 2, [3, 9, 14, 17, 23, 29] [3, 2, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 1, 2, 2, 0, 2, 0, 3, 2]
18_1: 0, [5, 9, 19, 21, 25, 32] [3, 1, 0, 2, 2, 3, 1, 2, 1, 0, 3, 1, 1, 1, 1, 1, 0, 0, 1, 1]
18_3: 2, [4, 8, 13, 18, 22, 27] [3, 3, 2, 2, 0, 0, 1, 2, 3, 0, 3, 1, 1, 2, 0, 1, 3, 1, 2, 1]
20_3: 0, [4, 8, 14, 16, 21, 26] [3, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 0, 2, 1, 1, 1]
2_3: 0, [3, 8, 12, 16, 20, 26] [3, 2, 0, 2, 1, 2, 3, 2, 1, 1, 2, 2, 1, 2, 3, 4, 2, 0, 0, 2]
4_2: 2, [7, 13, 15, 19, 22, 27] [3, 2, 0, 3, 2, 3, 1, 2, 2, 1, 3, 2, 0, 1, 2, 0, 1, 1, 1, 1]
8_3: 2, [5, 9, 13, 17, 23, 28] [3, 1, 0, 0, 0, 2, 1, 3, 2, 1, 0, 2, 1, 1, 1, 0, 1, 2, 1, 3]
14_6: 1, [11, 12, 18, 23, 26, 29] [3, 1, 2, 0, 0, 3, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 0, 2, 0]
