Red1_Top1_Hit,Red1_Top1_UnHit,Red1_Top2_Hit,Red1_Top2_UnHit,Red1_Top3_Hit,Red1_Top3_UnHit,Red2_Top1_Hit,Red2_Top1_UnHit,Red2_Top2_Hit,Red2_Top2_UnHit,Red2_Top3_Hit,Red2_Top3_UnHit,Red3_Top1_Hit,Red3_Top1_UnHit,Red3_Top2_Hit,Red3_Top2_UnHit,Red3_Top3_Hit,Red3_Top3_UnHit,Red4_Top1_Hit,Red4_Top1_UnHit,Red4_Top2_Hit,Red4_Top2_UnHit,Red4_Top3_Hit,Red4_Top3_UnHit,Red5_Top1_Hit,Red5_Top1_UnHit,Red5_Top2_Hit,Red5_Top2_UnHit,Red5_Top3_Hit,Red5_Top3_UnHit,Red6_Top1_Hit,Red6_Top1_UnHit,Red6_Top2_Hit,Red6_Top2_UnHit,Red6_Top3_Hit,Red6_Top3_UnHit,RedSum_Top1_Hit,RedSum_Top1_UnHit,RedSum_Top2_Hit,RedSum_Top2_UnHit,RedSum_Top3_Hit,RedSum_Top3_UnHit,RedSum16_Top1_Hit,RedSum16_Top1_UnHit,RedSum16_Top2_Hit,RedSum16_Top2_UnHit,RedSum16_Top3_Hit,RedSum16_Top3_UnHit,RedGap16_Top1_Hit,RedGap16_Top1_UnHit,RedGap16_Top2_Hit,RedGap16_Top2_UnHit,RedGap16_Top3_Hit,RedGap16_Top3_UnHit,RedSum25_Top1_Hit,RedSum25_Top1_UnHit,RedSum25_Top2_Hit,RedSum25_Top2_UnHit,RedSum25_Top3_Hit,RedSum25_Top3_UnHit,RedGap25_Top1_Hit,RedGap25_Top1_UnHit,RedGap25_Top2_Hit,RedGap25_Top2_UnHit,RedGap25_Top3_Hit,RedGap25_Top3_UnHit,RedSum34_Top1_Hit,RedSum34_Top1_UnHit,RedSum34_Top2_Hit,RedSum34_Top2_UnHit,RedSum34_Top3_Hit,RedSum34_Top3_UnHit,RedGap12_Top1_Hit,RedGap12_Top1_UnHit,RedGap12_Top2_Hit,RedGap12_Top2_UnHit,RedGap12_Top3_Hit,RedGap12_Top3_UnHit,RedGap23_Top1_Hit,RedGap23_Top1_UnHit,RedGap23_Top2_Hit,RedGap23_Top2_UnHit,RedGap23_Top3_Hit,RedGap23_Top3_UnHit,RedGap34_Top1_Hit,RedGap34_Top1_UnHit,RedGap34_Top2_Hit,RedGap34_Top2_UnHit,RedGap34_Top3_Hit,RedGap34_Top3_UnHit,RedGap45_Top1_Hit,RedGap45_Top1_UnHit,RedGap45_Top2_Hit,RedGap45_Top2_UnHit,RedGap45_Top3_Hit,RedGap45_Top3_UnHit,RedGap56_Top1_Hit,RedGap56_Top1_UnHit,RedGap56_Top2_Hit,RedGap56_Top2_UnHit,RedGap56_Top3_Hit,RedGap56_Top3_UnHit,RedBlue_Top1_Hit,RedBlue_Top1_UnHit,RedBlue_Top2_Hit,RedBlue_Top2_UnHit,RedBlue_Top3_Hit,RedBlue_Top3_UnHit
54.6,67.3,3.8,26.7,-45.9,-14.4,8.8,30.4,-13.8,-49.3,-36.1,-129.2,20.3,128.4,8.2,51.5,-3.6,-24.6,4.2,25.4,-14.3,-58.2,-31.9,-141.6,54.4,56.6,8.7,-3.5,-37.7,-62.9,100.1,41.4,47.1,18.3,-5.0,-5.1,70.0,104.7,24.7,44.1,-20.0,-15.8,101.8,100.2,51.7,57.0,1.0,14.1,90.2,35.4,23.2,10.7,-43.9,-14.1,47.9,110.0,16.0,38.3,-16.4,-34.9,133.6,0,23.8,0,-85.2,0,2.8,26.1,-5.5,-59.8,-14.1,-144.8,3.9,19.9,-4.6,-51.2,-12.9,-123.4,120.7,57.5,58.6,22.0,-4.0,-13.0,50.5,25.3,-12.8,-1.2,-76.1,-26.9,133.7,0,43.4,0,-49.2,0,29.5,17.6,-20.4,-10.1,-70.5,-38.7,-0.4,56.1,-2.2,-30.9,-4.1,-116.7
-3.5|48.7|105.0,14.1|64.3|113.3,-23.6|8.0|40.0,-25.2|11.1|45.7,-81.7|-27.0|26.8,-116.3|-55.0|4.8,-24.7|34.6|90.1,3.1|61.0|115.9,-27.0|4.5|34.2,-46.5|-4.4|40.7,-83.3|-32.2|17.7,-140.1|-74.5|-15.7,-12.0|40.9|94.0,-5.1|41.4|96.3,-29.4|2.4|35.4,-43.9|-7.2|28.8,-82.9|-35.5|11.5,-108.9|-50.8|4.5,-29.8|33.9|94.6,-29.1|39.5|113.5,-55.5|-10.3|31.2,-70.3|-17.1|29.9,-114.4|-56.3|2.6,-138.9|-77.6|-15.4,-3.8|51.5|106.0,-28.9|34.1|96.2,-30.1|0.4|29.5,-76.7|-23.7|35.3,-96.6|-40.5|12.2,-161.1|-76.7|3.9,1.3|50.7|98.7,-24.4|16.8|59.7,-20.4|4.3|32.1,-54.6|-17.6|15.1,-80.9|-37.0|10.5,-108.3|-48.6|13.1,-15.4|50.0|106.9,-24.5|32.0|95.5,-32.3|0.6|33.0,-76.4|-34.8|10.1,-102.2|-45.9|5.5,-160.2|-94.7|-31.9,4.1|54.2|111.9,-21.0|29.6|84.3,-30.5|3.9|33.3,-44.8|-14.0|19.4,-96.6|-45.4|7.3,-121.0|-65.4|-6.8,-36.9|18.0|66.6,17.3|60.1|100.1,-21.0|5.7|33.9,-44.3|-12.5|20.5,-68.1|-12.5|42.6,-151.7|-85.5|-20.0,-12.6|41.0|97.8,8.0|56.2|103.7,-28.9|-0.6|29.0,-42.1|-11.2|19.9,-94.3|-41.1|11.6,-135.4|-76.7|-15.8,0.6|56.5|111.8,-0.0|63.8|127.0,-21.6|11.9|44.4,-47.5|-2.0|44.4,-91.5|-30.7|26.4,-125.5|-55.9|18.5,-22.1|33.7|92.3,-15.1|36.4|93.8,-44.3|-8.4|27.5,-51.4|-12.4|25.3,-108.7|-57.6|-11.0,-114.6|-62.9|-10.1,-28.9|25.6|80.4,-13.1|29.7|74.0,-29.3|-1.1|25.5,-53.0|-21.5|12.3,-71.4|-29.4|11.9,-130.9|-74.3|-17.3,-29.0|27.1|86.2,-26.6|38.4|96.7,-42.9|-9.8|25.7,-69.6|-25.7|17.5,-90.7|-37.3|15.7,-153.3|-86.5|-19.3,-21.6|33.1|89.5,15.5|71.1|132.6,-32.2|3.6|41.3,-43.1|0.3|39.9,-79.4|-28.0|18.9,-97.1|-43.7|10.0,-21.8|30.1|82.7,-9.3|41.9|89.6,-37.9|-6.4|23.4,-50.5|-12.7|24.6,-94.9|-41.2|14.4,-142.4|-77.1|-12.6,0.7|41.6|84.5,-6.0|28.3|64.8,-30.2|0.7|26.7,-34.3|-6.0|21.3,-87.4|-40.7|3.0,-102.4|-48.2|2.9,-21.2|47.3|114.0,-42.0|22.8|90.0,-43.5|-3.6|34.9,-79.7|-27.5|21.8,-92.3|-41.1|7.1,-146.3|-83.8|-16.5
