key,gap,pro1,pro2,pro3,range1,range2
15_9___1__,0,-0.8,1.4,3.5,2,6
1_1___1__,0,-0.4,1.9,4.2,6,8
12_9___1__,0,-1.3,1.2,4.0,5,6
13_9___1__,0,-1.4,1.1,3.5,2,6
19_1___1__,1,-0.2,2.0,4.2,6,10
3_1___1__,0,-2.1,0.6,3.2,6,10
9_1___1__,1,-0.6,1.4,3.4,6,7
10_8___1__,0,-0.3,1.4,3.0,5,6
11_1___1__,0,-1.3,0.7,2.7,6,8
12_1___1__,0,-0.5,1.8,4.2,6,9
12_8___1__,0,-0.2,1.8,3.8,5,6
13_6___1__,0,-0.4,1.6,3.8,1,6
14_1___1__,1,-0.5,1.7,4.2,3,6
16_9___1__,0,-0.8,1.0,2.8,6,6
18_2___1__,0,-0.7,1.5,3.8,6,7
2_6___1__,0,0.0,2.2,4.5,4,6
2_7___1__,1,-0.6,1.2,3.1,6,7
6_8___1__,0,-1.2,1.0,3.1,5,6
8_7___1__,0,-1.0,0.9,3.1,4,6
9_8___1__,0,-0.0,2.2,4.4,5,6
11_7___1__,1,-0.3,1.8,3.7,6,7
18_7___1__,1,0.4,2.4,4.6,6,7
19_7___1__,1,0.2,2.4,4.8,5,6
1_8___1__,0,-0.4,2.0,4.4,1,6
5_7___1__,1,-0.5,2.2,4.9,3,6
7_7___1__,1,-0.8,1.4,3.7,6,6
9_6___1__,1,0.0,2.2,4.3,4,6
9_7___1__,1,-0.9,1.7,4.0,6,6
14_10___1__,1,-0.5,2.0,4.5,6,6
1_6___1__,0,-0.5,2.3,5.1,3,6
3_3___1__,1,-1.0,2.0,4.6,5,6
3_10___1__,1,-0.5,2.0,4.7,4,6
4_10___1__,0,0.6,2.8,5.1,5,6
5_3___1__,1,-0.3,2.7,5.7,5,6
5_6___1__,0,-0.6,1.5,3.8,0,6
6_2___1__,1,-0.5,1.8,3.9,6,6
7_2___1__,1,-0.2,1.7,3.6,6,7
7_3___1__,1,-1.0,2.4,5.6,6,6
7_6___1__,1,-0.1,2.0,4.0,3,6
8_6___1__,1,0.2,2.2,4.4,2,6
14_7___2__,0,-2.1,0.2,2.5,11,13
2_8___2__,2,-1.0,0.8,2.6,11,13
2_9___2__,3,-1.3,0.6,2.6,5,13
3_8___2__,0,-0.7,1.4,3.5,9,13
6_8___2__,0,-1.2,1.5,4.1,10,13
6_9___2__,2,-1.6,0.8,3.1,10,13
8_7___2__,0,-1.0,0.9,2.6,8,13
14_2___2__,2,-1.3,2.3,6.0,11,13
17_10___2__,2,-0.3,1.9,4.2,8,13
2_6___2__,2,-0.2,1.7,3.7,9,13
8_9___2__,0,-1.0,1.1,3.1,4,13
9_8___2__,3,-1.0,1.4,3.8,10,13
10_9___2__,0,-0.6,1.2,3.1,9,13
11_1___2__,0,-0.8,1.9,4.9,13,15
11_8___2__,0,-2.3,0.9,4.0,10,13
12_2___2__,3,-2.2,1.3,5.2,12,13
14_6___2__,2,-0.4,1.6,3.4,9,13
15_3___2__,2,-1.7,1.0,3.6,9,13
15_8___2__,0,-0.7,1.3,3.4,8,13
15_9___2__,0,-0.1,1.7,3.4,6,13
10_7___2__,2,-0.1,2.2,4.6,10,13
11_6___2__,3,0.3,2.7,5.1,10,13
16_7___2__,3,-0.1,1.7,3.7,12,13
1_2___2__,12,-1.1,2.2,5.6,13,13
1_8___2__,0,-1.2,1.2,3.6,11,13
1_10___2__,8,-0.4,2.2,5.0,11,13
4_7___2__,2,-0.3,2.1,4.5,11,13
4_8___2__,2,-0.5,1.7,3.6,9,13
8_6___2__,2,-0.8,1.4,3.4,7,13
9_2___2__,3,-0.7,2.1,4.8,12,13
12_10___2__,3,-0.3,2.0,4.3,10,13
13_3___2__,12,-1.2,1.8,4.9,9,13
14_3___2__,8,-2.2,1.2,4.4,10,13
16_6___2__,3,0.1,2.8,5.4,10,13
17_3___2__,12,0.2,3.0,6.0,8,13
18_7___2__,2,-0.1,2.2,4.5,11,13
20_2___2__,8,-1.7,1.6,5.0,10,13
1_7___2__,2,-0.2,2.6,5.4,12,13
1_9___2__,3,-0.0,2.2,4.4,9,13
2_2___2__,8,-1.5,1.3,4.4,11,13
9_10___3__,2,-0.7,1.1,2.9,12,20
2_8___3__,2,-0.8,1.0,2.8,11,20
3_7___3__,2,-0.3,1.6,3.5,15,20
5_10___3__,2,-1.6,0.5,2.5,15,20
7_8___3__,2,-0.7,1.0,2.7,17,20
8_8___3__,2,-0.6,1.1,2.8,12,20
9_6___3__,0,-1.2,0.8,3.0,14,20
