Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20250105,25002,2,7,4,2,0,13,6,1,97,35,17,34,10,28,3,1,2,7,4,2,2,11,6
20250107,25003,0,6,9,3,1,7,11,1,132,39,19,47,9,46,9,1,6,2,1,4,7,15,14
20250107,100_1,0,7,5,2,0,9,10,0,93,27,18,35,10,29,7,1,3,6,0,2,3,12,9
20250107,100_2,0,6,5,1,0,9,10,0,96,28,22,36,14,29,8,0,5,8,0,2,4,11,8
20250107,100_3,0,6,5,1,0,9,9,0,95,30,23,36,14,28,7,0,7,8,1,3,5,10,6
20250107,100_4,0,5,5,1,0,9,9,0,87,29,25,32,18,26,6,0,8,9,1,3,5,8,5
20250107,100_5,0,4,6,1,0,10,9,0,86,29,27,31,20,27,4,2,8,8,1,3,6,7,6
20250107,200_1,2,7,4,3,0,10,7,0,87,27,19,31,15,26,4,4,1,10,0,2,6,8,8
20250107,200_2,2,8,4,2,0,12,6,0,80,26,19,29,15,22,4,2,2,10,0,2,5,5,6
20250107,200_3,1,7,4,1,0,11,8,0,90,28,18,34,13,24,5,0,3,10,0,2,4,7,6
20250107,200_4,1,7,4,1,0,12,6,0,85,26,20,32,15,22,5,0,5,9,0,3,5,6,5
20250107,200_5,1,6,4,0,0,12,5,0,85,26,20,31,16,23,4,0,8,8,0,3,4,5,6
20250107,300_1,0,6,6,1,0,8,10,1,95,32,20,33,13,29,3,3,2,7,2,2,5,10,8
20250107,300_2,0,6,6,1,0,8,10,0,86,28,19,30,14,27,3,4,2,6,1,3,4,10,6
20250107,300_3,0,6,6,1,0,8,10,0,87,28,20,31,13,27,4,3,3,6,1,3,4,8,4
20250107,300_4,0,5,4,0,0,8,10,0,84,26,21,29,14,28,4,4,4,5,2,3,5,6,5
20250107,300_5,0,5,3,0,1,9,8,0,88,28,23,31,17,29,4,3,6,5,2,3,5,5,6
