key,gap,pro1,pro2,pro3,range1,range2
1_1___1__,2,-1.5,1.0,3.6,9,13
8_6___1__,1,-1.4,0.9,3.1,5,9
10_6___1__,2,-0.5,1.4,3.2,3,9
13_1___1__,2,-1.2,0.9,3.3,6,9
2_7___1__,2,-1.3,0.7,2.5,3,9
9_1___1__,0,-1.9,0.4,2.5,9,11
16_1___1__,2,-2.0,0.6,3.1,9,13
19_9___1__,2,-1.2,1.0,3.2,4,9
1_3___1__,0,-1.4,1.3,4.4,5,9
1_7___1__,1,-1.1,1.1,3.2,4,9
2_1___1__,2,-0.5,1.4,3.2,9,15
2_6___1__,2,-1.9,0.5,2.7,4,9
2_8___1__,2,-0.8,0.9,2.6,3,9
2_9___1__,2,-1.5,0.6,2.6,3,9
2_10___1__,2,-1.7,0.5,2.7,5,9
3_1___1__,2,-1.3,0.9,3.3,9,9
5_2___1__,2,-1.6,0.2,2.2,7,9
5_9___1__,0,-2.2,0.2,2.7,6,9
6_1___1__,0,-2.2,0.4,2.9,9,9
7_1___1__,0,-0.1,1.8,3.9,8,9
19_8___1__,2,-1.3,1.3,3.8,5,9
1_6___1__,1,-1.2,2.0,4.9,5,9
3_10___1__,7,-1.3,1.4,4.0,6,9
6_8___1__,2,-1.1,1.4,3.9,9,9
7_2___1__,2,-0.5,1.7,3.8,8,9
7_10___1__,2,-1.1,1.1,3.3,3,9
11_10___1__,2,-1.2,1.8,4.6,6,9
14_8___1__,2,-0.2,2.3,4.8,4,9
15_6___1__,2,0.6,3.0,5.3,5,9
17_2___1__,4,-1.0,1.1,3.4,7,9
1_2___1__,4,-1.2,1.0,3.2,9,10
1_8___1__,4,-0.5,1.7,4.0,2,9
2_3___1__,2,-1.0,1.5,3.9,5,9
3_8___1__,2,-0.3,1.8,4.1,1,9
7_3___1__,2,-1.1,1.8,5.0,4,9
11_6___1__,2,-1.3,1.0,3.6,9,11
12_6___1__,2,-0.2,1.8,3.7,8,9
14_1___1__,0,-1.9,0.7,3.1,9,13
14_6___1__,2,-0.8,1.3,3.3,4,9
14_7___1__,2,-0.1,2.6,5.1,2,9
10_6___2__,2,-1.2,1.3,3.7,10,12
10_7___2__,2,-1.6,0.7,3.2,11,12
2_6___2__,2,-0.8,1.2,3.3,8,12
4_7___2__,2,-0.4,2.0,4.2,9,12
5_7___2__,4,-1.3,0.7,2.7,10,12
10_8___2__,2,-0.6,1.2,2.8,11,12
13_6___2__,2,-1.1,1.0,3.1,10,12
14_7___2__,2,-0.6,1.2,3.0,9,12
19_7___2__,0,-0.5,2.0,4.5,8,12
2_8___2__,2,-0.8,1.1,2.9,9,12
2_9___2__,2,-0.4,1.6,3.6,10,12
