row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,2,10,22,27,29,30,120,32,28,39,19,49,8,12,5,2,1,2
1_2,1,7,12,19,26,28,93,29,27,33,19,31,6,5,7,7,2,8
1_3,4,8,13,19,25,27,96,31,23,33,17,32,4,5,6,6,2,5
1_4,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4,6
1_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
1_6,7,8,17,23,28,28,111,35,21,36,20,40,1,9,6,5,0,10
1_7,3,6,7,14,20,25,75,28,22,26,14,21,3,1,7,6,5,10
1_8,3,7,8,15,18,23,74,26,20,25,11,23,4,1,7,3,5,7
1_9,2,6,8,18,22,25,81,27,23,28,16,26,4,2,10,4,3,10
1_10,3,7,10,19,24,26,89,29,23,31,17,29,4,3,9,5,2,6
2_1,5,11,21,24,25,31,117,36,26,36,14,45,6,10,3,1,6,4
2_2,5,8,14,19,24,29,99,34,24,32,16,33,3,6,5,5,5,4
2_3,5,9,17,20,22,29,102,34,24,31,13,37,4,8,3,2,7,5
2_4,5,9,16,19,23,29,101,34,24,32,14,35,4,7,3,4,6,7
2_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
2_6,9,12,16,22,25,31,115,40,22,37,13,38,3,4,6,3,6,10
2_7,7,9,9,14,18,27,84,34,20,27,9,23,2,0,5,4,9,7
2_8,4,9,11,18,17,26,85,30,22,26,8,29,5,2,7,-1,9,6
2_9,5,7,10,14,17,24,77,29,19,24,10,24,2,3,4,3,7,5
2_10,3,8,11,14,20,27,83,30,24,28,12,25,5,3,3,6,7,8
3_1,2,8,18,22,24,29,103,31,27,32,16,40,6,10,4,2,5,6
3_2,4,9,16,18,23,28,98,32,24,32,14,34,5,7,2,5,5,8
3_3,5,10,15,19,22,27,98,32,22,32,12,34,5,5,4,3,5,4
3_4,5,10,15,20,23,28,101,33,23,33,13,35,5,5,5,3,5,5
3_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
3_6,6,12,15,19,21,25,98,31,19,33,9,34,6,3,4,2,4,8
3_7,3,10,11,18,22,25,89,28,22,32,12,29,7,1,7,4,3,5
3_8,1,7,8,16,19,22,73,23,21,26,12,24,6,1,8,3,3,1
3_9,1,7,13,17,20,23,81,24,22,27,13,30,6,6,4,3,3,7
3_10,4,8,16,20,24,28,100,32,24,32,16,36,4,8,4,4,4,3
4_1,6,12,23,26,27,29,123,35,23,39,15,49,6,11,3,1,2,8
4_2,7,12,19,20,25,28,111,35,21,37,13,39,5,7,1,5,3,4
4_3,5,11,17,20,23,27,103,32,22,34,12,37,6,6,3,3,4,5
4_4,5,10,16,20,24,29,104,34,24,34,14,36,5,6,4,4,5,6
4_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
