6_8: 0, [8, 14, 21, 18, 25, 29] [4, 1, 1, 2, 1, 0, 0, 0, 0, 1, 1, 2, 2, 3, 0, 1, 1, 0, 0, 1]
4_3: 1, [3, 10, 16, 19, 24, 29] [3, 0, 4, 3, 2, 1, 0, 0, 1, 0, 0, 4, 0, 3, 1, 0, 1, 2, 1, 2]
1_2: 0, [4, 8, 13, 18, 22, 27] [4, 2, 0, 2, 1, 0, 0, 2, 0, 1, 2, 3, 0, 2, 0, 1, 1, 1, 1, 2]
1_7: 2, [7, 12, 20, 25, 27, 31] [3, 2, 2, 1, 1, 2, 1, 0, 1, 1, 2, 2, 2, 0, 2, 0, 0, 2, 0, 1]
2_6: 1, [7, 10, 15, 22, 29, 28] [3, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 1, 1, 2]
6_9: 1, [9, 14, 21, 20, 24, 28] [3, 0, 2, 2, 1, 2, 0, 1, 0, 1, 1, 0, 1, 3, 1, 2, 0, 1, 1, 2]
16_3: 1, [3, 9, 15, 20, 24, 28] [3, 1, 2, 0, 2, 1, 2, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 2, 2, 2]
4_6: 1, [10, 16, 18, 22, 27, 31] [3, 2, 0, 1, 2, 3, 2, 1, 1, 1, 2, 0, 0, 2, 0, 1, 2, 2, 1, 2]
11_2: 0, [3, 9, 14, 19, 22, 27] [3, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 0]
9_2: 1, [5, 11, 15, 19, 22, 26] [3, 1, 1, 1, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 0, 2, 1]
17_6: 1, [8, 12, 18, 18, 28, 31] [3, 0, 0, 0, 2, 2, 1, 1, 0, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 2]
20_3: 1, [3, 10, 16, 21, 24, 29] [3, 1, 0, 2, 2, 0, 1, 2, 1, 2, 0, 1, 1, 2, 4, 1, 1, 1, 1, 3]
