row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,5,10,11,14,21,30,91,35,25,31,11,25,5,1,3,7,9,13
1_2,4,9,15,23,29,31,111,35,27,38,20,38,5,6,8,6,2,8
1_3,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,7
1_4,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,7
1_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
1_6,6,7,12,18,23,28,94,34,22,30,16,30,1,5,6,5,5,6
1_7,7,8,13,19,23,28,98,35,21,31,15,32,1,5,6,4,5,7
1_8,5,7,14,19,25,28,98,33,23,32,18,33,2,7,5,6,3,10
1_9,3,5,13,20,25,29,95,32,26,30,20,33,2,8,7,5,4,8
1_10,2,3,11,18,26,30,90,32,28,29,23,29,1,8,7,8,4,9
2_1,4,7,12,15,23,25,86,29,21,30,16,27,3,5,3,8,2,8
2_2,4,12,17,21,26,30,110,34,26,38,14,38,8,5,4,5,4,8
2_3,4,9,14,18,24,29,98,33,25,33,15,32,5,5,4,6,5,9
2_4,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
2_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
2_6,2,9,14,13,20,24,82,26,22,29,11,27,7,5,-1,7,4,11
2_7,1,7,14,14,21,24,81,25,23,28,14,28,6,7,0,7,3,10
2_8,1,6,14,17,24,27,89,28,26,30,18,31,5,8,3,7,3,14
2_9,1,6,14,17,24,27,89,28,26,30,18,31,5,8,3,7,3,14
2_10,1,5,13,17,25,28,89,29,27,30,20,30,4,8,4,8,3,14
3_1,3,8,12,13,21,32,89,35,29,29,13,25,5,4,1,8,11,10
3_2,5,10,17,20,27,30,109,35,25,37,17,37,5,7,3,7,3,5
3_3,3,8,14,16,22,29,92,32,26,30,14,30,5,6,2,6,7,7
3_4,3,8,14,18,23,29,95,32,26,31,15,32,5,6,4,5,6,8
3_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
3_6,2,9,13,14,22,23,83,25,21,31,13,27,7,4,1,8,1,11
3_7,1,7,12,15,22,23,80,24,22,29,15,27,6,5,3,7,1,10
3_8,0,3,8,9,17,19,56,19,19,20,14,17,3,5,1,8,2,12
3_9,0,3,10,12,18,22,65,22,22,21,15,22,3,7,2,6,4,12
3_10,2,6,15,19,22,27,91,29,25,28,16,34,4,9,4,3,5,14
4_1,3,8,14,16,19,30,90,33,27,27,11,30,5,6,2,3,11,14
4_2,5,14,20,22,25,28,114,33,23,39,11,42,9,6,2,3,3,11
4_3,4,9,15,19,24,28,99,32,24,33,15,34,5,6,4,5,4,9
4_4,4,9,15,19,24,28,99,32,24,33,15,34,5,6,4,5,4,8
4_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
4_6,4,6,11,11,16,25,73,29,21,22,10,22,2,5,0,5,9,7
4_7,2,5,11,11,20,27,76,29,25,25,15,22,3,6,0,9,7,7
4_8,2,3,9,11,18,25,68,27,23,21,15,20,1,6,2,7,7,7
4_9,3,5,11,14,20,25,78,28,22,25,15,25,2,6,3,6,5,8
4_10,4,6,11,15,21,27,84,31,23,27,15,26,2,5,4,6,6,10
5_1,5,11,14,17,23,30,100,35,25,34,12,31,6,3,3,6,7,12
5_2,5,11,16,21,27,29,109,34,24,38,16,37,6,5,5,6,2,11
5_3,3,9,15,19,24,28,98,31,25,33,15,34,6,6,4,5,4,10
5_4,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
5_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
5_6,2,5,13,15,24,28,87,30,26,29,19,28,3,8,2,9,4,10
5_7,2,3,11,16,23,28,83,30,26,26,20,27,1,8,5,7,5,8
5_8,2,4,13,17,24,27,87,29,25,28,20,30,2,9,4,7,3,9
