row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,5,9,11,14,21,28,88,33,23,30,12,25,4,2,3,7,7,11
1_2,4,7,9,13,19,25,77,29,21,26,12,22,3,2,4,6,6,8
1_3,3,7,9,14,21,26,80,29,23,28,14,23,4,2,5,7,5,7
1_4,3,7,11,16,22,29,88,32,26,29,15,27,4,4,5,6,7,6
1_5,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5,7
1_6,5,10,16,22,26,29,108,34,24,36,16,38,5,6,6,4,3,2
1_7,5,8,14,21,26,29,103,34,24,34,18,35,3,6,7,5,3,6
1_8,6,9,13,22,24,28,102,34,22,33,15,35,3,4,9,2,4,5
1_9,7,7,11,23,26,28,102,35,21,33,19,34,0,4,12,3,2,9
1_10,5,8,14,21,24,26,98,31,21,32,16,35,3,6,7,3,2,9
2_1,3,8,11,16,22,28,88,31,25,30,14,27,5,3,5,6,6,9
2_2,5,7,11,15,20,25,83,30,20,27,13,26,2,4,4,5,5,8
2_3,4,7,11,16,21,25,84,29,21,28,14,27,3,4,5,5,4,6
2_4,3,7,12,18,23,28,91,31,25,30,16,30,4,5,6,5,5,7
2_5,4,8,13,19,23,28,95,32,24,31,15,32,4,5,6,4,5,7
2_6,3,9,13,16,24,28,93,31,25,33,15,29,6,4,3,8,4,4
2_7,4,9,13,16,24,27,93,31,23,33,15,29,5,4,3,8,3,4
2_8,3,8,11,14,23,30,89,33,27,31,15,25,5,3,3,9,7,4
2_9,5,9,13,16,21,27,91,32,22,30,12,29,4,4,3,5,6,8
2_10,4,9,11,15,20,26,85,30,22,29,11,26,5,2,4,5,6,8
3_1,4,7,9,14,20,27,81,31,23,27,13,23,3,2,5,6,7,6
3_2,3,5,6,13,18,23,68,26,20,23,13,19,2,1,7,5,5,10
3_3,3,7,10,15,21,25,81,28,22,28,14,25,4,3,5,6,4,7
3_4,3,8,13,18,22,27,91,30,24,30,14,31,5,5,5,4,5,6
3_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,6
3_6,8,12,16,18,23,31,108,39,23,35,11,34,4,4,2,5,8,3
3_7,8,12,16,18,23,31,108,39,23,35,11,34,4,4,2,5,8,1
