Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240908,24104,2,3,5,3,1,9,8,2,123,34,24,42,10,47,11,7,1,2,3,4,7,4,6
20240912,24106,3,7,1,0,1,5,12,2,108,36,30,39,23,33,5,3,11,9,2,3,8,4,8
20240912,100_1,3,2,4,2,0,7,9,0,96,32,25,34,12,30,4,6,1,4,8,3,5,9,10
20240912,100_2,4,1,4,2,0,9,8,1,98,34,26,33,11,31,5,6,0,5,10,2,5,11,11
20240912,100_3,4,1,4,1,0,9,8,1,93,33,27,31,13,29,4,7,1,6,9,2,4,12,11
20240912,100_4,3,2,4,2,0,9,9,0,72,28,24,24,14,21,1,5,3,6,8,2,5,13,8
20240912,100_5,2,3,4,1,0,8,9,0,70,26,22,24,15,20,1,5,2,8,6,2,4,12,7
20240912,200_1,4,3,1,2,0,13,4,0,84,28,25,26,13,29,5,6,3,4,6,2,4,7,8
20240912,200_2,6,1,1,1,1,13,3,1,88,30,26,28,13,30,5,6,2,5,7,1,2,9,7
20240912,200_3,6,1,1,0,1,13,5,0,82,30,28,27,17,26,4,6,2,7,7,1,1,11,7
20240912,200_4,4,3,2,1,0,12,5,1,71,27,26,22,17,19,2,5,2,8,6,1,4,10,7
20240912,200_5,4,3,2,0,0,12,6,0,66,24,24,21,17,18,2,5,2,9,4,1,3,11,9
20240912,300_1,2,1,3,1,0,10,8,0,88,31,26,31,21,26,2,6,3,11,2,1,2,9,8
20240912,300_2,3,1,3,1,0,10,8,0,83,30,26,29,20,24,2,6,2,11,3,1,2,7,8
20240912,300_3,2,2,3,1,0,10,8,1,82,30,26,28,19,24,2,5,2,10,4,1,2,8,9
20240912,300_4,2,1,3,0,0,10,7,0,79,30,26,29,21,20,1,4,2,13,3,1,2,9,9
20240912,300_5,3,1,3,0,1,10,8,0,77,30,25,27,20,19,1,4,2,13,3,1,2,10,9
