red1
1:(0, 133.8), (0, 40.2), (0, -52.2)
2:(9.0, 124.8), (1.1, 39.1), (-6.6, -45.6)
3:(35.3, 98.5), (9.9, 30.3), (-15.0, -37.2)
4:(80.3, 53.5), (25.3, 14.9), (-28.6, -23.6)
5:(111.0, 22.8), (34.6, 5.6), (-40.5, -11.7)
6:(118.1, 15.7), (36.1, 4.1), (-44.3, -7.9)
7:(124.2, 9.6), (37.0, 3.2), (-48.9, -3.3)
8:(124.2, 9.6), (37.0, 3.2), (-48.9, -3.3)
9:(127.6, 6.2), (38.2, 2.0), (-49.9, -2.3)
10:(127.6, 6.2), (38.2, 2.0), (-49.9, -2.3)
11:(133.8, 0), (40.2, 0), (-52.2, 0)
12:(133.8, 0), (40.2, 0), (-52.2, 0)
13:(0, 133.8), (0, 40.2), (0, -52.2)

red2
4:(0, 111.4), (0, 6.2), (0, -97.6)
5:(4.6, 106.8), (0.1, 6.1), (-4.2, -93.4)
6:(17.4, 94.0), (5.8, 0.4), (-5.7, -91.9)
7:(35.4, 76.0), (8.8, -2.6), (-17.7, -79.9)
8:(61.2, 50.2), (7.6, -1.4), (-45.6, -52.0)
9:(73.6, 37.8), (5.3, 0.9), (-62.1, -35.5)
10:(84.0, 27.4), (7.2, -1.0), (-68.7, -28.9)
11:(90.2, 21.2), (7.2, -1.0), (-74.4, -23.2)
12:(98.9, 12.5), (8.1, -1.9), (-81.3, -16.3)
13:(101.4, 10.0), (8.1, -1.9), (-83.7, -13.9)
14:(108.0, 3.4), (5.1, 1.1), (-96.3, -1.3)
15:(111.4, 0), (6.2, 0), (-97.6, 0)
16:(0, 111.4), (0, 6.2), (0, -97.6)

red3
5:(0, 119.2), (0, 33.7), (0, -52.9)
6:(8.7, 110.5), (4.3, 29.4), (0.0, -52.9)
7:(8.7, 110.5), (4.3, 29.4), (0.0, -52.9)
8:(10.1, 109.1), (4.0, 29.7), (-1.8, -51.1)
9:(12.0, 107.2), (4.0, 29.7), (-3.7, -49.2)
10:(12.0, 107.2), (4.0, 29.7), (-3.7, -49.2)
11:(32.0, 87.2), (11.3, 22.4), (-9.2, -43.7)
12:(43.3, 75.9), (14.2, 19.5), (-14.6, -38.3)
13:(59.9, 59.3), (15.1, 18.6), (-29.6, -23.3)
14:(77.1, 42.1), (23.9, 9.8), (-29.4, -23.5)
15:(94.9, 24.3), (24.8, 8.9), (-45.9, -7.0)
16:(99.1, 20.1), (26.8, 6.9), (-46.0, -6.9)
17:(119.2, 0), (33.7, 0), (-52.9, 0)
18:(9.2, 110.0), (4.3, 29.4), (-0.8, -52.1)
19:(1.3, 117.9), (-0.8, 34.5), (-3.3, -49.6)
20:(1.3, 117.9), (-0.8, 34.5), (-3.3, -49.6)
21:(0, 119.2), (0, 33.7), (0, -52.9)

red4
11:(0, 106.9), (0, 22.3), (0, -62.1)
12:(6.7, 100.2), (2.4, 19.9), (-1.9, -60.2)
13:(11.8, 95.1), (5.7, 16.6), (-0.4, -61.7)
