Date,7_8,1_6,1_10,3_2,8_9,16_8,20_1,3_8,5_1,20_3,3_1,7_1,7_6,12_10,15_6,16_9,20_6,20_8,1_8,1_9
20241119,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0
20241121,1,0,1,1,2,1,0,0,2,0,1,2,0,0,1,3,1,2,2,1
20241124,1,0,0,0,0,0,0,2,1,0,0,0,1,1,1,1,1,0,0,0
20241126,0,0,0,2,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,1
20241128,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,2,1,2
20241201,1,1,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0
20241203,0,1,1,0,0,2,1,1,0,1,2,2,0,1,2,0,1,1,0,0
20241205,0,1,0,0,1,0,3,1,2,0,0,2,0,1,0,0,1,0,1,0
20241208,1,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,1
20241210,1,2,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
20241212,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
20241215,0,1,2,1,1,0,1,1,0,1,1,0,3,0,0,0,0,0,1,1
20241217,0,0,0,0,2,0,0,0,0,1,0,0,1,2,1,0,0,1,1,2
20241219,0,1,0,0,0,2,0,1,1,0,1,1,0,0,2,0,1,0,0,0
20241222,0,2,0,1,0,0,1,1,2,0,2,1,3,0,0,0,1,0,0,2
20241224,1,0,0,1,0,0,2,0,0,2,0,1,1,2,0,2,2,2,1,0
20241226,1,1,2,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0
20241229,0,0,2,0,0,2,2,0,0,0,1,0,1,0,1,0,1,0,3,1
20241231,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1
20250102,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20250105,0,0,3,0,0,0,2,0,1,1,0,1,0,2,2,2,0,2,0,1
20250107,0,0,1,2,1,2,0,2,1,1,0,0,0,0,0,1,1,1,3,1
20250109,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
20250112,0,0,1,2,0,0,2,1,0,0,0,0,2,1,1,0,1,0,0,1
20250114,1,0,1,0,2,0,0,1,0,1,2,0,0,0,0,0,1,0,1,2
20250116,0,0,0,1,1,1,0,1,1,1,1,2,1,0,0,2,0,2,0,0
20250119,0,0,2,0,1,0,1,0,1,1,3,1,1,2,3,0,1,0,1,1
20250121,0,1,1,2,2,1,2,0,1,1,0,0,0,1,0,1,1,0,0,0
20250123,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0
20250126,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,3,0,2,0,0
20250206,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0
20250209,1,2,0,0,0,0,1,0,0,2,2,1,0,1,2,2,0,0,1,0
20250211,1,0,0,1,0,0,0,0,0,0,0,2,2,2,1,1,0,2,1,0
