key,gap,pro1,pro2,pro3,range1,range2
8_6___1__,0,-1.7,0.5,2.5,4,6
10_6___1__,0,-1.4,0.4,2.3,3,6
2_7___1__,1,-0.3,1.6,3.5,4,6
2_8___1__,0,-0.9,1.1,3.1,2,6
8_7___1__,2,-0.6,1.4,3.6,6,6
8_8___1__,0,-1.1,0.6,2.3,6,7
2_6___1__,0,-1.5,0.9,3.3,4,6
2_10___1__,0,-0.7,1.3,3.6,2,6
7_6___1__,0,-0.7,1.5,3.5,5,6
9_2___1__,0,-0.2,1.5,3.3,6,10
11_7___1__,0,-1.3,0.7,2.8,5,6
16_6___1__,2,-0.7,1.2,3.1,0,6
2_9___1__,0,-1.0,1.0,3.0,2,6
4_7___1__,0,0.0,1.9,3.7,2,6
7_7___1__,3,-1.4,0.9,3.2,6,7
7_8___1__,0,-0.8,1.3,3.2,5,6
10_8___1__,0,-1.0,0.8,2.7,2,6
11_8___1__,0,-1.7,0.5,2.6,2,6
16_9___1__,2,-0.6,1.3,3.4,2,6
19_7___1__,0,-1.3,1.0,3.2,4,6
17_2___1__,1,-1.0,1.9,4.7,6,8
1_6___1__,0,-0.0,2.8,5.9,1,6
3_10___1__,0,-1.0,1.8,4.7,5,6
4_1___1__,12,-0.9,1.4,3.9,4,6
5_10___1__,4,-2.0,0.4,2.4,6,7
17_1___1__,7,-0.7,1.2,3.1,6,7
1_8___1__,0,-1.2,1.2,3.7,0,6
1_10___1__,7,-1.2,0.7,3.0,2,6
4_9___1__,0,-1.6,1.4,4.1,4,6
4_10___1__,0,-0.6,2.2,4.8,6,6
6_8___1__,0,-1.3,1.5,3.9,3,6
7_2___1__,1,-0.2,1.8,4.1,6,9
7_3___1__,4,-2.2,0.7,3.7,5,6
8_3___1__,4,-1.0,2.0,5.2,4,6
11_10___1__,4,-0.6,2.0,4.7,4,6
13_9___1__,3,-0.1,2.4,5.0,4,6
17_10___1__,0,-0.5,1.5,3.6,2,6
18_10___1__,4,-1.7,0.7,3.0,4,6
1_9___1__,4,-1.0,1.3,3.7,2,6
5_3___1__,4,-2.0,0.8,3.6,5,6
2_6___2__,2,-1.6,0.6,2.5,7,10
5_7___2__,1,-0.6,1.4,3.3,7,10
5_9___2__,1,-2.0,0.2,2.3,7,11
16_6___2__,1,-2.1,0.6,3.1,7,11
2_8___2__,2,-1.2,0.9,2.7,7,9
19_7___2__,1,-0.5,1.6,3.9,7,10
4_3___2__,2,-1.8,0.9,3.9,7,11
5_8___2__,1,-1.3,1.1,3.0,7,11
7_6___2__,1,-1.6,1.2,4.1,7,15
8_8___2__,2,-1.2,0.7,2.4,7,11
9_8___2__,2,-1.4,1.2,3.9,7,8
10_6___2__,3,-1.3,1.3,3.9,7,10
10_7___2__,3,-1.2,1.0,3.2,7,8
12_7___2__,4,-0.8,1.1,2.8,7,8
13_7___2__,0,-0.7,1.5,3.6,7,9
14_6___2__,1,-0.4,1.3,3.0,7,10
14_7___2__,4,-0.5,1.4,3.3,7,7
14_9___2__,0,-1.4,1.2,3.7,7,9
14_10___2__,2,-1.8,0.9,3.5,7,10
16_10___2__,2,-0.3,1.6,3.3,7,10
1_6___2__,4,-2.4,1.7,5.6,5,7
2_1___2__,2,-0.0,2.8,5.9,7,10
2_2___2__,4,-1.2,1.9,5.0,7,15
3_2___2__,2,-1.3,1.2,3.7,7,11
3_8___2__,2,-0.2,2.2,4.4,7,7
4_1___2__,1,-0.9,1.8,4.9,7,12
9_1___2__,1,-1.3,1.7,4.5,7,9
10_2___2__,2,-0.4,2.2,4.9,7,14
11_2___2__,2,-2.0,1.3,4.8,7,15
11_6___2__,1,1.2,3.7,6.2,7,9
15_2___2__,2,-0.4,2.9,6.4,7,15
17_9___2__,2,0.1,2.1,4.0,7,13
18_3___2__,2,-0.8,2.5,5.9,7,10
19_2___2__,2,-0.4,2.6,5.8,7,14
20_1___2__,2,-0.9,1.9,4.6,7,12
1_1___2__,4,-1.2,1.6,4.3,7,7
1_8___2__,2,-0.0,2.6,4.9,4,7
3_3___2__,2,-0.4,2.0,4.5,7,9
3_6___2__,4,-0.5,1.5,3.4,7,8
3_7___2__,1,-2.4,0.6,3.2,7,9
8_8___3__,3,-0.7,1.1,2.9,9,18
18_8___3__,2,-1.0,0.9,2.7,9,16
19_1___3__,1,-0.6,1.5,3.8,9,15
2_6___3__,2,0.5,2.3,3.9,9,14
4_6___3__,1,-0.9,1.1,3.1,9,15
