key,gap,pro1,pro2,pro3,range1,range2
1_3___1__,0,-1.5,1.2,4.0,3,3
4_7___1__,0,-0.3,1.6,3.3,3,5
9_10___1__,0,-1.0,0.9,2.9,3,10
10_3___1__,0,-1.5,1.2,4.0,3,3
11_8___1__,0,-1.7,0.6,3.1,2,3
14_7___1__,0,-1.0,1.3,3.7,3,4
15_8___1__,0,-2.1,0.3,2.8,3,3
17_9___1__,0,-0.6,1.5,3.5,3,5
19_2___1__,0,-1.2,0.4,2.1,3,3
19_8___1__,2,-2.0,0.7,3.1,3,7
1_8___1__,0,-0.6,1.9,4.4,3,10
2_9___1__,0,-1.6,0.4,2.4,3,7
3_6___1__,0,-0.9,1.0,3.2,3,6
4_6___1__,1,-0.8,1.3,3.3,3,7
4_8___1__,0,-2.5,-0.2,2.2,3,8
6_2___1__,0,-0.7,1.5,3.5,2,3
8_8___1__,0,-0.3,1.6,3.6,3,8
10_8___1__,0,-1.0,0.8,2.5,3,4
12_7___1__,0,-0.9,1.2,3.3,3,5
13_3___1__,0,-1.0,1.4,3.9,3,4
5_1___1__,2,-0.2,2.2,4.8,2,3
11_1___1__,0,-0.4,1.9,4.2,2,3
20_1___1__,2,-0.5,1.7,3.9,2,3
1_1___1__,0,-1.4,0.7,3.3,3,3
3_2___1__,0,0.5,2.4,4.4,3,5
8_6___1__,0,-0.2,2.0,4.2,3,4
15_1___1__,0,0.1,3.1,6.1,3,4
16_1___1__,0,-0.7,1.9,4.5,2,3
1_6___1__,0,-1.1,1.9,4.9,3,6
2_1___1__,0,-0.6,1.4,3.2,3,5
5_6___1__,1,-0.8,1.6,3.8,3,5
7_1___1__,0,-1.5,1.3,3.9,3,4
8_1___1__,0,0.6,2.8,4.9,3,3
9_1___1__,0,-1.2,0.9,3.2,3,3
11_2___1__,0,-1.0,0.8,2.7,3,3
11_6___1__,1,-0.4,1.6,3.8,3,3
14_1___1__,0,-1.1,1.1,3.2,2,3
16_3___1__,0,-0.6,1.9,4.7,3,3
18_6___1__,1,-1.2,1.0,3.4,3,3
18_7___1__,0,-0.7,1.7,3.8,3,3
4_7___2__,0,-1.5,1.0,3.5,8,12
12_9___2__,0,-2.1,0.4,3.1,8,11
17_9___2__,0,-0.4,1.4,3.1,8,9
19_9___2__,0,-1.6,0.7,3.5,8,13
2_10___2__,0,-0.8,1.2,3.2,8,14
4_8___2__,0,-1.5,0.8,2.9,8,10
4_9___2__,0,-1.2,0.9,2.8,7,8
11_10___2__,0,-1.0,1.2,3.7,8,11
12_7___2__,0,-0.8,1.5,3.5,8,10
14_7___2__,0,-1.7,0.5,2.8,6,8
16_10___2__,0,-0.7,1.3,3.2,8,12
19_10___2__,0,-1.3,1.0,3.4,8,13
2_7___2__,0,-0.3,1.5,3.2,8,10
3_6___2__,0,-0.7,1.6,3.9,8,11
7_10___2__,0,-1.0,1.0,2.9,8,9
8_8___2__,0,-1.2,1.1,3.1,8,10
8_9___2__,0,-0.9,1.2,3.4,8,11
11_9___2__,0,-1.1,1.6,4.3,8,9
14_8___2__,0,-1.1,1.1,3.6,7,8
14_9___2__,1,-1.4,1.1,3.5,8,11
1_3___2__,2,-2.2,1.3,4.9,7,8
18_3___2__,2,-1.4,2.4,6.0,5,8
2_2___2__,2,-0.3,2.8,5.9,5,8
11_1___2__,2,-1.6,1.7,5.1,3,8
2_3___2__,2,-0.8,2.5,5.6,6,8
5_1___2__,2,-1.5,1.3,4.4,3,8
7_6___2__,0,-1.6,1.1,3.9,8,8
7_7___2__,2,-1.0,1.4,3.9,8,8
9_8___2__,2,-1.7,0.7,3.2,8,10
10_6___2__,2,-1.0,1.5,4.0,7,8
12_3___2__,2,-2.8,0.6,4.0,6,8
12_6___2__,0,-0.9,1.3,3.6,8,10
15_6___2__,2,0.1,2.4,4.7,8,8
16_3___2__,0,-1.5,1.8,5.4,5,8
17_3___2__,2,-1.4,1.7,4.9,6,8
18_6___2__,0,-0.3,2.4,5.3,8,9
3_2___2__,2,-1.4,1.2,3.7,5,8
3_3___2__,2,-1.3,1.8,5.1,4,8
4_1___2__,2,-1.1,1.9,4.5,3,8
4_3___2__,2,-0.2,3.2,6.5,8,8
13_8___3__,0,-0.6,1.3,2.9,11,15
13_7___3__,0,-1.2,0.8,2.8,9,11
14_9___3__,0,-0.6,1.3,3.4,11,12
17_7___3__,0,-0.4,1.4,3.0,11,12
19_8___3__,0,-1.5,0.5,2.7,11,13
3_8___3__,1,-0.5,1.2,2.8,11,16
5_9___3__,0,-1.5,0.4,2.5,11,14
7_8___3__,0,-0.8,1.0,2.7,11,14
8_7___3__,1,-1.1,1.1,3.2,11,11
8_9___3__,1,-1.2,0.9,2.9,11,17
10_7___3__,0,-0.5,1.6,3.7,11,13
11_8___3__,0,-1.2,0.9,3.2,11,12
12_8___3__,0,-0.7,1.2,3.2,11,14
14_8___3__,0,-0.5,1.1,2.8,11,11
15_8___3__,0,-0.9,1.2,3.4,10,11
16_9___3__,0,-0.3,1.6,3.5,11,13
17_8___3__,0,-1.3,1.2,3.4,10,11
4_8___3__,1,1.1,3.0,5.0,11,13
5_3___3__,0,0.3,2.8,5.2,11,12
5_8___3__,0,-0.6,1.8,4.3,11,15
12_1___3__,0,-0.4,1.8,4.2,8,11
14_1___3__,0,-0.9,1.4,4.0,9,11
16_1___3__,1,-1.2,1.3,3.9,6,11
1_1___3__,0,-1.2,1.4,4.1,9,11
1_6___3__,1,-0.3,2.6,5.8,10,11
5_1___3__,0,-1.8,0.7,3.2,4,11
8_2___3__,0,-1.9,0.8,3.7,8,11
9_1___3__,1,-1.6,0.7,3.0,5,11
9_3___3__,1,-0.1,2.1,4.6,11,11
9_6___3__,1,-0.9,1.2,3.3,11,16
12_3___3__,1,-1.3,1.4,4.0,11,11
18_6___3__,0,-0.6,1.6,3.8,7,11
20_2___3__,0,-0.9,1.6,4.3,8,11
1_3___3__,0,-0.6,2.2,5.2,11,12
1_10___3__,1,-0.7,1.1,2.9,11,17
2_1___3__,0,-0.3,1.8,3.9,7,11
2_3___3__,0,-0.9,1.4,3.7,9,11
2_10___3__,0,-0.2,1.6,3.6,11,15
4_1___3__,0,-1.1,1.4,3.9,6,11
4_3___3__,0,-1.1,1.5,4.1,11,13
2_7___4__,1,-1.5,0.6,2.6,22,22
2_8___4__,1,-0.0,2.4,4.5,22,22
3_9___4__,0,-0.5,1.6,3.7,18,22
11_9___4__,1,-1.6,0.6,2.9,19,22
12_6___4__,1,-1.1,1.1,3.3,15,22
12_8___4__,1,0.2,2.3,4.3,17,22
13_8___4__,1,-1.1,0.9,3.0,22,22
1_2___4__,2,-0.4,2.0,4.4,13,22
2_9___4__,1,-0.9,1.0,2.9,22,22
3_8___4__,1,-1.0,0.8,2.5,19,22
4_7___4__,1,-0.5,1.6,3.7,21,22
4_8___4__,1,0.2,2.0,3.8,22,22
4_9___4__,1,-0.7,1.2,2.9,18,22
11_8___4__,1,-1.1,1.0,3.1,20,22
13_6___4__,1,-1.2,1.4,3.9,18,22
13_7___4__,1,-0.6,1.7,4.0,15,22
13_9___4__,1,-0.8,1.3,3.3,20,22
15_9___4__,1,-0.7,1.4,3.4,19,22
16_6___4__,1,-0.9,1.7,4.3,18,22
17_9___4__,1,-0.9,1.0,3.0,16,22
19_1___4__,2,-1.5,2.2,5.8,11,22
1_6___4__,0,-0.6,2.6,6.0,21,22
1_7___4__,1,-0.1,2.8,5.6,18,22
9_10___4__,2,-0.5,3.0,6.3,19,22
1_10___4__,1,-1.5,1.5,4.3,22,22
3_3___4__,2,-0.8,1.8,4.3,17,22
5_3___4__,2,-0.1,2.8,5.8,16,22
7_3___4__,2,-0.1,2.7,5.3,16,22
7_10___4__,1,-1.2,1.5,4.3,20,22
9_3___4__,2,-0.4,2.2,4.9,14,22
9_8___4__,2,-1.2,1.3,3.9,21,22
15_2___4__,2,-0.7,1.6,3.9,12,22
18_1___4__,2,-0.1,2.1,4.4,12,22
18_3___4__,2,-0.8,2.2,5.3,14,22
20_3___4__,2,0.4,2.7,5.2,16,22
1_1___4__,2,-0.2,2.5,5.0,13,22
4_3___4__,2,0.1,2.7,5.6,18,22
5_1___4__,2,-0.4,1.9,4.4,10,22
6_3___4__,2,-1.3,1.7,4.4,14,22
8_10___4__,2,0.4,2.8,5.1,21,22
6_8___5__,2,0.2,2.1,4.3,24,31
2_6___5__,2,1.0,3.0,5.0,23,31
2_8___5__,2,-0.4,1.8,4.1,23,31
4_6___5__,2,-0.3,2.2,4.6,24,31
8_6___5__,2,-0.7,1.5,3.8,23,31
13_8___5__,2,-0.2,2.1,4.5,24,31
16_2___5__,1,-0.2,2.7,5.9,16,31
18_7___5__,2,-0.4,1.9,4.3,19,31
19_7___5__,2,-0.1,2.0,4.1,21,31
2_2___5__,2,0.6,3.1,5.8,17,31
2_7___5__,2,-0.8,1.4,3.5,24,31
4_7___5__,2,0.2,2.5,4.9,25,31
6_7___5__,2,-1.1,1.8,4.5,24,31
11_7___5__,2,0.2,2.4,4.3,25,31
15_6___5__,2,-0.4,1.7,4.0,17,31
19_6___5__,2,-0.4,1.5,3.5,22,31
19_8___5__,2,0.1,2.2,4.0,26,31
2_9___5__,2,-0.7,1.4,3.5,22,31
3_8___5__,2,-1.5,1.0,3.4,22,31
3_10___5__,2,0.3,2.7,5.1,24,31
1_8___5__,2,-0.8,3.1,7.2,27,31
20_10___5__,2,-0.5,2.5,5.8,22,31
1_10___5__,2,-1.1,2.3,5.6,28,31
10_9___5__,4,-0.8,1.4,3.4,25,31
11_10___5__,2,-0.9,1.8,4.3,26,31
15_1___5__,4,-1.6,1.3,4.1,18,31
20_9___5__,2,-0.8,1.9,4.7,20,31
1_3___5__,2,-1.3,2.0,5.4,19,31
1_9___5__,2,-2.4,0.8,3.7,28,31
3_3___5__,4,-0.8,2.3,5.4,21,31
8_1___5__,2,-1.0,1.7,4.2,16,31
10_8___5__,4,-0.3,2.2,4.8,24,31
15_10___5__,2,-0.7,1.6,4.1,28,31
16_1___5__,4,-0.1,2.1,4.3,12,31
16_10___5__,2,-0.4,2.2,4.8,23,31
18_3___5__,2,-0.2,3.0,6.1,22,31
19_3___5__,4,-0.5,2.2,5.0,19,31
1_1___5__,2,-1.6,1.9,5.5,14,31
1_7___5__,2,0.5,3.2,5.6,25,31
3_1___5__,2,0.2,2.9,5.6,17,31
20_7___6__,0,-1.2,1.3,3.9,25,33
20_8___6__,0,-1.8,1.2,4.0,26,33
19_6___6__,0,-0.5,1.5,3.5,29,33
19_7___6__,0,-0.3,1.6,3.4,31,33
20_6___6__,0,-2.0,0.8,3.4,25,33
7_8___6__,0,-2.3,0.3,3.0,27,33
9_7___6__,0,-0.9,1.0,2.8,32,33
13_7___6__,0,-0.4,1.6,3.6,30,33
13_9___6__,0,-1.8,0.3,2.3,29,33
17_2___6__,0,-0.8,1.3,3.1,25,33
19_9___6__,0,-0.0,1.8,3.6,26,33
20_9___6__,0,-0.2,2.2,4.6,25,33
2_7___6__,0,-1.4,0.9,3.3,27,33
3_8___6__,0,-0.9,1.4,3.7,29,33
4_9___6__,0,-0.7,1.4,3.7,27,33
5_6___6__,0,-0.9,1.1,3.1,28,33
5_7___6__,0,-0.2,1.7,3.8,30,33
6_7___6__,0,-0.0,1.8,3.6,31,33
6_8___6__,0,-0.5,1.5,3.4,30,33
7_2___6__,0,-0.0,1.8,3.7,25,33
2_1___6__,0,-0.5,1.6,3.5,20,33
11_1___6__,0,-0.8,1.4,3.6,24,33
12_1___6__,0,-0.0,2.4,5.1,26,33
15_1___6__,0,-0.2,2.2,4.6,21,33
1_3___6__,0,0.2,2.7,5.1,26,33
2_8___6__,0,-0.9,1.4,3.9,25,33
4_1___6__,0,-1.8,0.9,3.4,24,33
5_1___6__,0,-0.4,1.8,4.2,24,33
8_8___6__,0,1.3,3.9,6.6,29,33
9_6___6__,0,-0.3,2.2,4.6,29,33
12_6___6__,0,-1.1,0.8,2.8,27,33
16_1___6__,0,-0.2,1.6,3.3,23,33
18_6___6__,0,-0.4,1.8,4.2,26,33
1_1___6__,0,-1.3,1.3,3.9,19,33
1_6___6__,0,-0.8,1.7,4.1,31,33
1_8___6__,0,-1.3,0.7,3.1,30,33
3_1___6__,0,0.3,2.6,4.9,24,33
7_1___6__,0,-0.3,1.7,3.9,24,33
9_1___6__,0,0.3,2.2,4.0,24,33
10_1___6__,0,-0.7,1.7,4.0,26,33
2_7___7__,1,-1.8,0.5,2.7,108,112
7_9___7__,1,-0.6,1.5,3.8,108,110
19_8___7__,1,-0.6,1.8,4.1,108,114
2_6___7__,1,-1.3,0.6,2.4,103,108
2_8___7__,1,-1.1,1.2,3.5,106,108
6_7___7__,1,-0.3,1.7,3.7,90,108
8_6___7__,0,-1.0,1.4,3.8,97,108
10_7___7__,1,-0.8,1.2,3.3,100,108
10_9___7__,1,-1.7,1.1,4.0,108,127
20_7___7__,1,-0.7,1.2,3.3,75,108
3_7___7__,0,-1.2,1.2,3.5,108,112
4_9___7__,0,-0.8,1.1,3.1,107,108
6_8___7__,1,-1.5,1.0,3.3,108,109
8_7___7__,0,-0.8,1.3,3.4,102,108
8_8___7__,0,-0.4,1.9,4.2,108,111
13_7___7__,1,-0.8,1.9,4.1,96,108
14_6___7__,1,-0.4,1.6,3.6,76,108
14_7___7__,1,-0.0,1.8,3.5,81,108
14_8___7__,1,-0.9,1.1,3.1,97,108
14_9___7__,1,0.9,2.9,5.2,107,108
1_1___7__,2,-0.9,3.0,7.4,72,108
14_1___7__,2,-1.7,2.1,6.0,76,108
19_3___7__,1,-1.3,1.5,4.4,87,108
2_3___7__,1,-0.3,2.8,6.1,83,108
3_3___7__,1,-1.6,1.6,4.7,89,108
4_1___7__,2,-0.2,3.0,6.0,71,108
4_3___7__,1,-1.5,1.9,5.0,96,108
7_3___7__,1,0.0,3.5,7.2,89,108
8_2___7__,2,-0.2,2.8,5.5,75,108
12_3___7__,2,-2.0,1.2,4.3,89,108
15_3___7__,2,-1.0,2.2,5.6,91,108
18_3___7__,1,0.0,3.1,6.2,83,108
20_2___7__,2,-1.0,2.2,5.5,74,108
20_3___7__,1,-1.1,2.1,5.5,94,108
1_2___7__,2,-0.5,3.0,6.3,75,108
1_3___7__,1,-0.2,3.2,6.2,90,108
2_1___7__,2,-0.9,2.1,5.3,72,108
4_2___7__,2,-0.9,2.0,4.8,78,108
5_1___7__,1,-0.9,2.5,6.0,67,108
5_8___7__,1,0.0,2.5,5.1,108,127
13_7___8__,2,-0.8,1.4,3.7,33,36
14_8___8__,0,-1.0,1.7,4.3,34,36
19_8___8__,2,-1.6,0.8,3.2,34,36
2_8___8__,1,-2.6,0.2,2.7,31,36
17_7___8__,2,-0.4,2.0,4.3,30,36
20_7___8__,2,-1.2,0.9,2.9,25,36
4_7___8__,2,-1.6,0.8,3.1,32,36
6_2___8__,2,-0.7,2.2,4.9,26,36
7_2___8__,1,-0.9,1.1,3.1,29,36
7_8___8__,2,-1.3,1.6,4.4,33,36
8_8___8__,0,-0.9,1.2,3.4,36,37
12_2___8__,1,-0.8,1.4,3.8,28,36
13_6___8__,2,-1.2,1.0,3.0,36,36
14_7___8__,0,-1.0,1.0,2.8,31,36
17_2___8__,1,-1.4,1.2,3.9,26,36
19_1___8__,2,-1.8,0.8,3.2,25,36
19_7___8__,2,-1.8,0.7,3.3,35,36
19_9___8__,2,-1.3,0.8,3.2,32,36
19_10___8__,1,-0.3,2.3,4.8,35,36
20_8___8__,2,-1.1,0.9,2.9,31,36
1_6___8__,4,1.7,5.2,8.6,36,37
5_6___8__,2,-0.1,2.5,4.7,33,36
18_6___8__,2,-0.0,2.7,5.4,29,36
2_1___8__,1,-1.8,0.9,3.8,25,36
8_1___8__,2,0.0,2.4,4.6,26,36
8_2___8__,2,0.8,3.1,5.5,27,36
11_1___8__,2,-0.1,1.8,3.9,26,36
11_3___8__,4,-1.6,0.9,3.4,29,36
15_6___8__,2,-0.3,1.9,4.1,33,36
16_6___8__,0,-1.1,1.4,3.7,27,36
17_1___8__,2,-0.4,2.2,4.8,23,36
1_1___8__,2,-1.7,1.8,4.7,22,36
1_7___8__,2,-2.0,1.3,4.6,36,40
3_1___8__,2,-1.6,0.6,3.0,29,36
6_8___8__,2,-0.1,2.1,4.2,36,37
6_9___8__,2,0.3,2.8,5.4,36,37
6_10___8__,2,0.2,2.6,5.0,35,36
7_1___8__,2,-0.9,1.4,3.9,28,36
7_7___8__,2,-0.6,1.9,4.6,34,36
9_7___8__,2,-1.0,1.4,4.0,35,36
11_7___9__,0,-1.3,1.2,3.4,25,30
1_9___9__,0,-0.6,1.7,4.0,18,30
11_9___9__,0,-0.0,2.2,4.2,26,30
12_8___9__,0,-1.3,0.9,3.2,19,30
14_7___9__,0,-1.7,0.6,2.9,23,30
19_9___9__,0,-0.8,1.3,3.3,20,30
20_9___9__,0,-1.2,1.0,3.1,19,30
1_7___9__,0,-2.0,1.0,3.8,24,30
3_8___9__,0,-1.8,0.7,3.2,21,30
5_9___9__,0,-1.4,0.7,2.6,20,30
10_6___9__,0,-0.9,1.8,4.3,20,30
10_9___9__,0,-1.0,1.0,3.1,19,30
11_8___9__,0,0.1,2.7,5.2,26,30
13_7___9__,0,-1.4,0.7,2.8,27,30
13_8___9__,0,-0.9,1.4,3.7,21,30
13_9___9__,0,-0.6,1.8,4.2,20,30
