Date,10_7,5_6,12_10,1_2,3_6,7_7,10_2,11_6,11_8,2_6,9_6,15_7,17_1,3_2,3_10,5_1,9_1,11_10,12_2,14_2
20240630,2,2,0,1,1,0,0,2,0,2,2,0,1,1,0,1,1,1,1,0
20240702,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
20240704,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1
20240707,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
20240709,0,0,1,2,2,0,0,2,0,1,1,0,2,3,1,1,1,0,0,1
20240711,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0
20240714,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1,0,1
20240716,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
20240718,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
20240721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240723,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,2,0,0
20240725,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,1,0
20240728,1,1,1,1,1,1,1,0,2,1,0,0,0,1,1,0,0,0,1,1
20240730,0,1,2,0,0,1,1,2,0,1,0,0,0,0,1,0,1,0,2,3
20240801,0,0,0,0,2,0,1,0,0,0,1,0,1,2,0,1,0,0,1,0
20240804,1,1,0,3,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1
20240806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
20240808,0,1,0,0,0,3,1,0,0,0,0,2,1,1,0,1,0,1,0,1
20240811,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
20240813,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,2,1,0,0
20240815,0,1,0,0,0,1,0,3,1,2,0,1,0,0,1,2,1,2,0,1
20240818,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,1,0,1,1
20240820,0,0,1,3,0,2,1,0,0,2,0,1,0,3,0,1,1,0,0,0
20240822,0,0,0,1,0,2,0,3,1,1,1,0,1,0,1,0,1,1,1,0
20240825,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
20240827,2,0,1,1,2,0,0,0,1,0,1,1,1,1,0,2,0,2,2,0
20240829,2,0,1,0,0,1,2,1,1,1,0,1,1,1,2,0,0,2,1,0
20240901,0,0,1,1,1,0,3,0,3,0,0,1,0,1,2,2,1,0,1,0
20240903,0,1,3,1,1,1,1,1,0,1,2,1,1,1,2,1,3,2,0,1
20240905,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0
20240908,1,0,0,1,3,0,0,0,1,2,0,2,1,0,0,0,0,0,1,1
20240910,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,1
20240912,1,0,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1
