Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230629,23074,16,9,3,0,1,44,5,0,23,19,27,11,27,6,1,9,1,2,2,3,7
20230702,23075,0,10,18,18,0,17,31,2,44,18,45,15,52,2,9,4,2,1,4,14,13
20230702,400_1,8,7,7,4,0,34,16,-1,29,24,25,17,26,1,5,7,4,6,2,11,3
20230702,400_2,6,7,9,5,2,29,18,-1,29,24,26,18,27,1,6,6,5,4,2,10,4
20230702,400_3,5,7,9,5,2,30,18,-1,30,24,26,17,27,2,5,6,4,4,2,10,4
20230702,400_4,4,9,10,5,2,28,19,-1,29,24,26,18,27,1,6,5,5,4,2,10,5
20230702,400_5,4,9,10,6,2,30,18,-1,29,23,25,18,27,1,6,6,5,4,2,11,4
20230702,600_1,6,9,11,4,0,23,23,3,30,20,27,15,27,0,6,3,5,4,3,15,3
20230702,600_2,5,10,12,4,-1,21,25,4,30,20,27,14,27,1,5,2,5,4,3,15,3
20230702,600_3,4,10,13,4,-1,20,26,4,30,19,28,13,28,1,5,1,5,4,3,16,3
20230702,600_4,4,11,14,4,-2,19,27,4,30,20,28,13,27,2,5,1,7,4,3,17,4
20230702,600_5,3,12,15,3,-2,18,28,4,29,19,28,13,27,2,5,1,6,3,3,17,4
20230702,1000_1,9,10,10,4,0,32,17,0,28,23,27,14,27,4,5,3,5,4,3,11,7
20230702,1000_2,8,11,11,4,2,27,19,0,32,24,31,16,31,3,6,2,6,4,3,11,6
20230702,1000_3,6,11,11,4,1,27,21,0,33,23,32,14,32,4,5,3,5,4,3,11,6
20230702,1000_4,5,12,13,4,1,25,22,0,33,23,33,15,31,3,5,2,6,4,3,12,7
20230702,1000_5,4,12,14,4,1,25,22,1,33,23,33,15,30,4,4,3,6,4,4,12,7
