Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230723,23084,0,26,14,0,0,16,34,0,36,18,32,6,31,4,1,3,2,8,3,5,8
20230725,23085,6,10,3,2,8,30,12,0,44,22,49,13,47,7,5,1,7,2,4,5,8
20230725,400_1,4,23,10,1,0,17,29,1,33,18,28,9,27,2,2,4,2,7,3,6,9
20230725,400_2,3,24,13,1,0,19,29,1,35,19,29,9,30,1,3,4,1,7,3,5,9
20230725,400_3,3,23,11,1,0,19,28,2,34,19,29,11,31,1,3,5,1,6,3,7,10
20230725,400_4,3,22,12,1,0,21,27,1,34,18,29,10,31,1,3,5,1,6,3,7,10
20230725,400_5,3,20,10,2,0,19,28,2,35,20,30,12,31,2,3,6,1,6,3,9,10
20230725,600_1,6,18,6,0,5,19,24,0,32,20,29,9,28,3,2,3,3,7,1,2,7
20230725,600_2,6,17,5,0,6,25,17,0,31,22,28,11,27,3,3,4,3,6,1,2,8
20230725,600_3,5,17,6,0,6,21,22,0,34,21,31,10,30,3,2,4,3,6,2,4,11
20230725,600_4,5,17,5,0,6,24,19,0,33,21,30,11,27,3,2,4,4,7,2,3,9
20230725,600_5,6,15,5,0,6,28,16,0,33,22,32,13,30,3,3,4,5,5,2,3,12
20230725,1000_1,3,19,9,0,0,21,27,0,29,19,24,8,23,2,2,3,2,8,2,7,12
20230725,1000_2,3,17,10,0,0,21,27,0,30,18,25,8,24,2,2,2,3,7,3,7,13
20230725,1000_3,3,16,9,2,0,25,22,1,29,21,28,11,27,3,2,5,3,5,3,10,14
20230725,1000_4,3,16,8,1,0,26,21,1,30,21,28,11,26,3,2,4,4,5,3,8,14
20230725,1000_5,3,15,9,2,0,25,22,1,30,21,29,12,27,4,2,5,4,4,3,10,14
