16_7: 2, [5, 18, 21, 26, 26, 29] [3, 1, 2, 1, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1]
1_8: 1, [5, 12, 17, 20, 22, 26] [3, 1, 1, 2, 2, 2, 1, 0, 1, 2, 1, 0, 0, 3, 1, 2, 0, 0, 1, 1]
15_5: 1, [4, 9, 14, 18, 23, 28] [3, 3, 1, 0, 1, 0, 3, 1, 2, 1, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2]
17_9: 0, [7, 11, 20, 22, 25, 26] [4, 3, 0, 2, 1, 2, 3, 2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 3, 2]
20_4: 0, [4, 9, 14, 18, 24, 29] [3, 4, 1, 1, 2, 0, 2, 0, 2, 3, 1, 2, 2, 0, 3, 0, 1, 1, 1, 0]
4_6: 2, [5, 11, 15, 19, 24, 25] [3, 2, 1, 1, 1, 2, 0, 0, 2, 0, 1, 2, 2, 1, 2, 0, 2, 1, 1, 2]
7_9: 1, [5, 8, 16, 20, 22, 25] [3, 1, 2, 2, 1, 1, 2, 0, 2, 1, 0, 0, 1, 1, 2, 1, 2, 0, 1, 1]
11_4: 1, [3, 8, 15, 20, 25, 30] [3, 3, 1, 1, 3, 0, 1, 1, 0, 0, 1, 1, 1, 1, 3, 0, 1, 2, 1, 1]
17_4: 0, [3, 8, 14, 19, 25, 30] [3, 2, 1, 0, 1, 0, 2, 1, 2, 0, 1, 2, 1, 1, 2, 1, 1, 1, 0, 3]
19_4: 0, [3, 9, 14, 19, 25, 29] [3, 1, 1, 1, 1, 0, 0, 2, 2, 3, 1, 1, 1, 1, 2, 1, 1, 2, 0, 1]
6_5: 1, [4, 9, 14, 19, 23, 28] [3, 3, 0, 0, 1, 0, 3, 1, 2, 1, 1, 3, 1, 0, 1, 1, 1, 1, 1, 2]
7_5: 0, [4, 9, 14, 19, 24, 29] [3, 2, 1, 0, 0, 0, 2, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]
8_1: 3, [3, 5, 12, 21, 27, 29] [3, 1, 1, 0, 1, 3, 2, 2, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2]
20_5: 1, [4, 8, 14, 18, 23, 28] [4, 3, 1, 0, 1, 0, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]
