Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20231121,23134,6,16,4,2,8,30,11,1,38,28,30,14,26,3,1,8,5,11,4,6,15
20231123,23135,2,16,11,2,1,32,15,2,35,25,34,22,24,1,5,2,15,2,1,6,9
20231123,400_1,9,10,2,1,4,30,12,1,35,27,28,15,29,2,4,6,4,9,2,6,13
20231123,400_2,7,12,2,1,4,31,12,1,36,26,25,11,27,2,4,3,3,13,3,6,10
20231123,400_3,8,11,4,1,3,32,11,1,34,25,27,12,27,2,4,3,4,9,2,5,10
20231123,400_4,7,12,3,2,3,29,15,1,34,24,29,10,28,4,2,4,3,9,2,5,10
20231123,400_5,5,11,9,2,2,23,22,1,32,21,30,9,29,4,2,4,3,6,2,4,6
20231123,600_1,4,11,8,4,3,17,25,3,33,24,35,9,33,8,1,4,2,6,4,6,13
20231123,600_2,2,13,5,3,4,19,23,2,35,22,32,8,29,5,0,5,3,8,3,4,10
20231123,600_3,3,14,8,3,1,18,27,2,33,23,35,10,32,7,0,5,3,5,4,6,10
20231123,600_4,1,11,10,5,1,15,30,2,33,22,36,8,32,8,0,4,3,5,4,7,9
20231123,600_5,-1,14,10,5,1,16,29,1,35,21,32,10,28,4,0,5,4,6,3,7,6
20231123,1000_1,5,12,5,2,4,24,19,0,34,23,26,10,25,2,2,4,3,10,4,8,11
20231123,1000_2,3,14,10,3,4,20,24,1,39,20,36,12,32,2,2,3,6,5,3,8,14
20231123,1000_3,5,12,7,0,3,20,24,1,37,20,36,11,33,3,2,4,5,4,3,6,11
20231123,1000_4,4,11,10,2,3,18,27,0,37,20,34,12,32,3,3,3,6,5,3,7,11
20231123,1000_5,4,7,12,3,2,19,25,2,32,20,34,12,31,5,3,3,6,2,4,9,5
