red1
-1:(0, 22.2), (0, -70.8), (0, -165.3)
0:(1.1, 21.1), (-0.9, -69.9), (-2.7, -162.6)
1:(5.5, 16.7), (-6.7, -64.1), (-18.4, -146.9)
2:(22.2, 0), (-70.8, 0), (-165.3, 0)
3:(15.5, 6.7), (-54.1, -16.7), (-125.2, -40.1)
4:(12.0, 10.2), (-49.5, -21.3), (-112.8, -52.5)
5:(12.0, 10.2), (-45.5, -25.3), (-104.7, -60.6)
6:(9.4, 12.8), (-31.4, -39.4), (-73.5, -91.8)
7:(5.5, 16.7), (-18.0, -52.8), (-42.3, -123.0)
8:(2.6, 19.6), (-9.2, -61.6), (-21.5, -143.8)
9:(0.4, 21.8), (-4.2, -66.6), (-8.8, -156.5)
10:(-0.1, 22.3), (-1.9, -68.9), (-3.9, -161.4)
11:(0, 22.2), (0, -70.8), (0, -165.3)

red2
1:(0, 84.9), (0, -18.7), (0, -122.1)
2:(3.1, 81.8), (0.7, -19.4), (-2.0, -120.1)
3:(13.0, 71.9), (6.3, -25.0), (-0.7, -121.4)
4:(84.9, 0), (-18.7, 0), (-122.1, 0)
5:(69.1, 15.8), (-23.5, 4.8), (-115.5, -6.6)
6:(61.9, 23.0), (-21.1, 2.4), (-103.4, -18.7)
7:(49.7, 35.2), (-24.1, 5.4), (-97.8, -24.3)
8:(40.9, 44.0), (-18.8, 0.1), (-77.7, -44.4)
9:(35.6, 49.3), (-17.1, -1.6), (-68.9, -53.2)
10:(32.1, 52.8), (-15.0, -3.7), (-61.4, -60.7)
11:(28.0, 56.9), (-10.3, -8.4), (-48.1, -74.0)
12:(23.4, 61.5), (-9.5, -9.2), (-41.5, -80.6)
13:(15.0, 69.9), (-5.8, -12.9), (-26.2, -95.9)
14:(7.7, 77.2), (-2.5, -16.2), (-12.3, -109.8)
15:(7.7, 77.2), (-2.5, -16.2), (-12.3, -109.8)
16:(2.5, 82.4), (-0.8, -17.9), (-3.9, -118.2)
17:(0, 84.9), (0, -18.7), (0, -122.1)

red3
4:(0, 145.6), (0, 62.4), (0, -22.2)
5:(145.6, 0), (62.4, 0), (-22.2, 0)
6:(138.2, 7.4), (57.1, 5.3), (-25.7, 3.5)
7:(138.2, 7.4), (57.1, 5.3), (-25.7, 3.5)
8:(129.4, 16.2), (50.3, 12.1), (-30.3, 8.1)
9:(129.4, 16.2), (50.3, 12.1), (-30.3, 8.1)
10:(104.0, 41.6), (36.9, 25.5), (-31.3, 9.1)
11:(93.5, 52.1), (32.3, 30.1), (-29.6, 7.4)
12:(84.1, 61.5), (35.0, 27.4), (-15.0, -7.2)
13:(72.9, 72.7), (31.8, 30.6), (-10.1, -12.1)
14:(58.7, 86.9), (30.0, 32.4), (0.9, -23.1)
15:(55.1, 90.5), (30.1, 32.3), (4.9, -27.1)
16:(51.5, 94.1), (31.2, 31.2), (10.8, -33.0)
17:(43.3, 102.3), (25.3, 37.1), (7.2, -29.4)
18:(39.0, 106.6), (25.1, 37.3), (11.4, -33.6)
19:(10.8, 134.8), (5.8, 56.6), (0.9, -23.1)
20:(0, 145.6), (0, 62.4), (0, -22.2)

red4
10:(0, 174.0), (0, 92.6), (0, 11.4)
11:(0.4, 173.6), (-1.2, 93.8), (-2.9, 14.3)
12:(2.7, 171.3), (-1.1, 93.7), (-4.9, 16.3)
13:(2.7, 171.3), (-1.1, 93.7), (-4.9, 16.3)
14:(174.0, 0), (92.6, 0), (11.4, 0)
15:(167.2, 6.8), (97.5, -4.9), (27.3, -15.9)
16:(167.2, 6.8), (97.5, -4.9), (27.3, -15.9)
17:(152.5, 21.5), (92.8, -0.2), (32.7, -21.3)
18:(150.0, 24.0), (95.9, -3.3), (41.4, -30.0)
19:(117.3, 56.7), (76.6, 16.0), (35.2, -23.8)
20:(74.1, 99.9), (44.6, 48.0), (14.9, -3.5)
21:(43.0, 131.0), (23.9, 68.7), (4.8, 6.6)
22:(21.7, 152.3), (9.3, 83.3), (-2.7, 14.1)
23:(7.9, 166.1), (1.8, 90.8), (-4.1, 15.5)
24:(3.0, 171.0), (1.0, 91.6), (-1.0, 12.4)
25:(3.0, 171.0), (1.0, 91.6), (-1.0, 12.4)
26:(3.0, 171.0), (1.0, 91.6), (-1.0, 12.4)
27:(0, 174.0), (0, 92.6), (0, 11.4)

red5
12:(0, 183.0), (0, 86.0), (0, -10.7)
13:(2.4, 180.6), (0.3, 85.7), (-2.0, -8.7)
14:(2.4, 180.6), (0.3, 85.7), (-2.0, -8.7)
15:(2.4, 180.6), (0.3, 85.7), (-2.0, -8.7)
16:(3.6, 179.4), (-0.5, 86.5), (-4.9, -5.8)
17:(11.4, 171.6), (5.0, 81.0), (-1.4, -9.3)
18:(27.8, 155.2), (11.8, 74.2), (-4.2, -6.5)
19:(41.4, 141.6), (12.6, 73.4), (-16.5, 5.8)
20:(48.6, 134.4), (12.7, 73.3), (-23.4, 12.7)
21:(73.9, 109.1), (21.1, 64.9), (-31.8, 21.1)
22:(86.2, 96.8), (25.5, 60.5), (-35.1, 24.4)
23:(105.8, 77.2), (31.9, 54.1), (-41.8, 31.1)
24:(131.2, 51.8), (49.8, 36.2), (-31.5, 20.8)
25:(156.0, 27.0), (66.9, 19.1), (-22.4, 11.7)
26:(183.0, 0), (86.0, 0), (-10.7, 0)
27:(0, 183.0), (0, 86.0), (0, -10.7)

red6
17:(0, 29.8), (0, -61.7), (0, -153.4)
18:(0.9, 28.9), (-1.0, -60.7), (-2.9, -150.5)
19:(0.9, 28.9), (-1.0, -60.7), (-2.9, -150.5)
20:(2.8, 27.0), (-3.9, -57.8), (-10.5, -142.9)
21:(6.5, 23.3), (-7.1, -54.6), (-20.7, -132.7)
22:(8.4, 21.4), (-10.2, -51.5), (-28.7, -124.7)
23:(11.3, 18.5), (-14.2, -47.5), (-39.7, -113.7)
24:(13.9, 15.9), (-22.5, -39.2), (-59.6, -93.8)
25:(14.5, 15.3), (-24.1, -37.6), (-63.4, -90.0)
26:(17.8, 12.0), (-30.2, -31.5), (-78.2, -75.2)
27:(20.0, 9.8), (-37.1, -24.6), (-94.7, -58.7)
28:(21.5, 8.3), (-49.0, -12.7), (-120.1, -33.3)
29:(27.0, 2.8), (-53.3, -8.4), (-133.3, -20.1)
30:(28.5, 1.3), (-58.2, -3.5), (-144.8, -8.6)
31:(29.2, 0.6), (-59.9, -1.8), (-149.0, -4.4)
32:(29.8, 0), (-61.7, 0), (-153.4, 0)
33:(0, 29.8), (0, -61.7), (0, -153.4)

red_sum_all
69:(0, 45.1), (0, -50.8), (0, -145.3)
70:(1.3, 43.8), (-0.7, -50.1), (-2.7, -142.6)
71:(1.3, 43.8), (-0.7, -50.1), (-2.7, -142.6)
72:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
73:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
74:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
75:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
76:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
77:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
78:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
79:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
80:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
81:(4.2, 40.9), (-0.3, -50.5), (-5.0, -140.3)
82:(6.4, 38.7), (-4.1, -46.7), (-15.1, -130.2)
83:(45.1, 0), (-50.8, 0), (-145.3, 0)
84:(36.4, 8.7), (-46.5, -4.3), (-127.7, -17.6)
85:(36.4, 8.7), (-46.5, -4.3), (-127.7, -17.6)
86:(36.4, 8.7), (-46.5, -4.3), (-127.7, -17.6)
87:(36.2, 8.9), (-39.8, -11.0), (-114.5, -30.8)
88:(36.2, 8.9), (-39.8, -11.0), (-114.5, -30.8)
89:(36.2, 8.9), (-39.8, -11.0), (-114.5, -30.8)
90:(34.8, 10.3), (-38.8, -12.0), (-111.1, -34.2)
91:(34.8, 10.3), (-38.8, -12.0), (-111.1, -34.2)
92:(32.2, 12.9), (-37.3, -13.5), (-105.5, -39.8)
93:(30.4, 14.7), (-32.2, -18.6), (-93.2, -52.1)
94:(30.4, 14.7), (-32.2, -18.6), (-93.2, -52.1)
95:(30.4, 14.7), (-32.2, -18.6), (-93.2, -52.1)
96:(30.8, 14.3), (-29.7, -21.1), (-88.5, -56.8)
97:(30.8, 14.3), (-29.7, -21.1), (-88.5, -56.8)
98:(30.8, 14.3), (-29.7, -21.1), (-88.5, -56.8)
99:(31.0, 14.1), (-25.2, -25.6), (-79.6, -65.7)
100:(29.0, 16.1), (-15.5, -35.3), (-58.3, -87.0)
101:(28.3, 16.8), (-13.8, -37.0), (-54.1, -91.2)
102:(24.4, 20.7), (-12.1, -38.7), (-47.5, -97.8)
103:(20.6, 24.5), (-10.8, -40.0), (-41.6, -103.7)
104:(19.6, 25.5), (-9.5, -41.3), (-38.3, -107.0)
105:(19.6, 25.5), (-9.5, -41.3), (-38.3, -107.0)
106:(19.6, 25.5), (-9.5, -41.3), (-38.3, -107.0)
107:(12.9, 32.2), (-6.2, -44.6), (-25.4, -119.9)
108:(12.5, 32.6), (-4.6, -46.2), (-21.9, -123.4)
109:(12.5, 32.6), (-4.6, -46.2), (-21.9, -123.4)
110:(11.9, 33.2), (-2.3, -48.5), (-16.6, -128.7)
111:(11.9, 33.2), (-2.3, -48.5), (-16.6, -128.7)
112:(11.9, 33.2), (-2.3, -48.5), (-16.6, -128.7)
113:(11.9, 33.2), (-2.3, -48.5), (-16.6, -128.7)
114:(11.9, 33.2), (-2.3, -48.5), (-16.6, -128.7)
115:(11.9, 33.2), (-2.3, -48.5), (-16.6, -128.7)
116:(8.4, 36.7), (-0.3, -50.5), (-8.9, -136.4)
117:(8.4, 36.7), (-0.3, -50.5), (-8.9, -136.4)
118:(5.4, 39.7), (-0.6, -50.2), (-6.6, -138.7)
119:(5.4, 39.7), (-0.6, -50.2), (-6.6, -138.7)
120:(5.4, 39.7), (-0.6, -50.2), (-6.6, -138.7)
121:(5.4, 39.7), (-0.6, -50.2), (-6.6, -138.7)
122:(5.4, 39.7), (-0.6, -50.2), (-6.6, -138.7)
123:(5.4, 39.7), (-0.6, -50.2), (-6.6, -138.7)
124:(0, 45.1), (0, -50.8), (0, -145.3)

red_sum16
20:(0, 35.1), (0, -66.0), (0, -166.6)
21:(1.1, 34.0), (-1.0, -65.0), (-3.3, -163.3)
22:(1.6, 33.5), (-3.0, -63.0), (-7.9, -158.7)
23:(1.6, 33.5), (-3.0, -63.0), (-7.9, -158.7)
24:(2.5, 32.6), (-10.9, -55.1), (-25.3, -141.3)
25:(2.5, 32.6), (-10.9, -55.1), (-25.3, -141.3)
26:(4.1, 31.0), (-12.1, -53.9), (-29.2, -137.4)
27:(4.1, 31.0), (-12.1, -53.9), (-29.2, -137.4)
28:(8.6, 26.5), (-18.6, -47.4), (-46.4, -120.2)
29:(13.0, 22.1), (-22.0, -44.0), (-57.7, -108.9)
30:(13.0, 22.1), (-22.0, -44.0), (-57.7, -108.9)
31:(15.9, 19.2), (-26.1, -39.9), (-69.0, -97.6)
32:(16.6, 18.5), (-27.6, -38.4), (-72.7, -93.9)
33:(21.6, 13.5), (-40.8, -25.2), (-103.9, -62.7)
34:(35.1, 0), (-66.0, 0), (-166.6, 0)
35:(11.5, 23.6), (-22.2, -43.8), (-54.5, -112.1)
36:(9.8, 25.3), (-18.4, -47.6), (-45.8, -120.8)
37:(5.0, 30.1), (-3.7, -62.3), (-12.1, -154.5)
38:(3.4, 31.7), (-2.5, -63.5), (-8.1, -158.5)
39:(1.7, 33.4), (-1.6, -64.4), (-4.7, -161.9)
40:(0, 35.1), (0, -66.0), (0, -166.6)

red_gap16
18:(0, 12.0), (0, -79.3), (0, -171.1)
19:(1.2, 10.8), (-5.1, -74.2), (-11.3, -159.8)
20:(0.3, 11.7), (-19.3, -60.0), (-38.7, -132.4)
21:(0.8, 11.2), (-32.4, -46.9), (-65.6, -105.5)
22:(5.1, 6.9), (-51.6, -27.7), (-108.2, -62.9)
23:(7.9, 4.1), (-65.7, -13.6), (-139.3, -31.8)
24:(8.2, 3.8), (-69.5, -9.8), (-147.9, -23.2)
25:(9.9, 2.1), (-72.7, -6.6), (-156.0, -15.1)
26:(11.1, 0.9), (-78.4, -0.9), (-168.3, -2.8)
27:(11.1, 0.9), (-78.4, -0.9), (-168.3, -2.8)
28:(12.0, 0), (-79.3, 0), (-171.1, 0)
29:(12.0, 0), (-79.3, 0), (-171.1, 0)
30:(12.0, 0), (-79.3, 0), (-171.1, 0)
31:(0, 12.0), (0, -79.3), (0, -171.1)

red_sum25
18:(0, 40.3), (0, -51.0), (0, -141.5)
19:(0.4, 39.9), (-1.6, -49.4), (-3.5, -138.0)
20:(0.4, 39.9), (-1.6, -49.4), (-3.5, -138.0)
21:(0.4, 39.9), (-4.3, -46.7), (-9.0, -132.5)
22:(0.4, 39.9), (-6.8, -44.2), (-13.9, -127.6)
23:(0.7, 39.6), (-8.5, -42.5), (-17.5, -124.0)
24:(5.3, 35.0), (-12.5, -38.5), (-29.5, -112.0)
25:(6.8, 33.5), (-15.0, -36.0), (-35.9, -105.6)
26:(8.5, 31.8), (-19.4, -31.6), (-46.3, -95.2)
27:(11.9, 28.4), (-21.9, -29.1), (-54.7, -86.8)
28:(14.9, 25.4), (-27.2, -23.8), (-68.4, -73.1)
29:(16.1, 24.2), (-28.4, -22.6), (-72.1, -69.4)
30:(40.3, 0), (-51.0, 0), (-141.5, 0)
31:(18.4, 21.9), (-17.0, -34.0), (-52.5, -89.0)
32:(15.6, 24.7), (-13.7, -37.3), (-43.1, -98.4)
33:(13.8, 26.5), (-12.5, -38.5), (-39.1, -102.4)
34:(13.8, 26.5), (-12.5, -38.5), (-39.1, -102.4)
35:(9.5, 30.8), (-10.3, -40.7), (-30.0, -111.5)
36:(9.5, 30.8), (-10.3, -40.7), (-30.0, -111.5)
37:(9.5, 30.8), (-10.3, -40.7), (-30.0, -111.5)
38:(4.5, 35.8), (-2.8, -48.2), (-10.0, -131.5)
39:(2.9, 37.4), (-1.9, -49.1), (-6.7, -134.8)
40:(1.5, 38.8), (-0.9, -50.1), (-3.5, -138.0)
41:(0, 40.3), (0, -51.0), (0, -141.5)

red_gap25
8:(0, 207.5), (0, 103.7), (0, -0.5)
9:(16.4, 191.1), (11.2, 92.5), (5.8, -6.3)
10:(42.2, 165.3), (24.3, 79.4), (6.7, -7.2)
11:(50.0, 157.5), (26.8, 76.9), (3.9, -4.4)
12:(65.8, 141.7), (34.1, 69.6), (2.9, -3.4)
13:(111.4, 96.1), (58.9, 44.8), (6.9, -7.4)
14:(143.5, 64.0), (72.5, 31.2), (0.8, -1.3)
15:(173.2, 34.3), (86.1, 17.6), (-1.2, 0.7)
16:(177.4, 30.1), (85.6, 18.1), (-6.5, 6.0)
17:(185.1, 22.4), (88.9, 14.8), (-7.6, 7.1)
18:(198.6, 8.9), (97.5, 6.2), (-4.0, 3.5)
19:(207.5, 0), (103.7, 0), (-0.5, 0)
20:(207.5, 0), (103.7, 0), (-0.5, 0)
21:(207.5, 0), (103.7, 0), (-0.5, 0)
22:(207.5, 0), (103.7, 0), (-0.5, 0)
23:(0, 207.5), (0, 103.7), (0, -0.5)

red_sum34
15:(0, 75.9), (0, -17.6), (0, -112.7)
16:(2.3, 73.6), (-0.4, -17.2), (-3.0, -109.7)
17:(2.3, 73.6), (-0.4, -17.2), (-3.0, -109.7)
18:(2.3, 73.6), (-0.4, -17.2), (-3.0, -109.7)
19:(75.9, 0), (-17.6, 0), (-112.7, 0)
20:(73.6, 2.3), (-17.2, -0.4), (-109.7, -3.0)
21:(71.6, 4.3), (-17.2, -0.4), (-107.1, -5.6)
22:(71.6, 4.3), (-17.2, -0.4), (-107.1, -5.6)
23:(71.6, 4.3), (-17.2, -0.4), (-107.1, -5.6)
24:(68.1, 7.8), (-16.7, -0.9), (-102.4, -10.3)
25:(65.0, 10.9), (-15.6, -2.0), (-96.8, -15.9)
26:(62.7, 13.2), (-15.5, -2.1), (-94.4, -18.3)
27:(59.3, 16.6), (-14.6, -3.0), (-89.4, -23.3)
28:(56.6, 19.3), (-12.9, -4.7), (-83.3, -29.4)
29:(54.1, 21.8), (-13.1, -4.5), (-81.2, -31.5)
30:(46.7, 29.2), (-10.5, -7.1), (-69.0, -43.7)
31:(39.6, 36.3), (-10.4, -7.2), (-62.1, -50.6)
32:(29.7, 46.2), (-7.4, -10.2), (-46.0, -66.7)
33:(18.4, 57.5), (-8.5, -9.1), (-36.9, -75.8)
34:(18.4, 57.5), (-8.5, -9.1), (-36.9, -75.8)
35:(15.3, 60.6), (-7.0, -10.6), (-30.9, -81.8)
36:(8.7, 67.2), (-4.5, -13.1), (-18.8, -93.9)
37:(8.7, 67.2), (-4.5, -13.1), (-18.8, -93.9)
38:(7.7, 68.2), (-2.8, -14.8), (-13.8, -98.9)
39:(4.3, 71.6), (-1.0, -16.6), (-6.2, -106.5)
40:(2.2, 73.7), (-0.5, -17.1), (-3.1, -109.6)
41:(2.2, 73.7), (-0.5, -17.1), (-3.1, -109.6)
42:(2.2, 73.7), (-0.5, -17.1), (-3.1, -109.6)
43:(0, 75.9), (0, -17.6), (0, -112.7)

red_gap12
-1:(0, 141.0), (0, 56.3), (0, -28.7)
0:(3.5, 137.5), (1.2, 55.1), (-0.9, -27.8)
1:(11.6, 129.4), (3.7, 52.6), (-4.4, -24.3)
2:(141.0, 0), (56.3, 0), (-28.7, 0)
3:(115.2, 25.8), (52.8, 3.5), (-10.2, -18.5)
4:(99.0, 42.0), (50.3, 6.0), (1.3, -30.0)
5:(49.0, 92.0), (23.8, 32.5), (-1.1, -27.6)
6:(31.6, 109.4), (20.3, 36.0), (9.1, -37.8)
7:(22.9, 118.1), (16.2, 40.1), (9.7, -38.4)
8:(7.0, 134.0), (5.3, 51.0), (3.4, -32.1)
9:(0, 141.0), (0, 56.3), (0, -28.7)

red_gap23
0:(0, 100.4), (0, 0.7), (0, -100.6)
1:(100.4, 0), (0.7, 0), (-100.6, 0)
2:(100.2, 0.2), (2.6, -1.9), (-96.3, -4.3)
3:(97.0, 3.4), (4.4, -3.7), (-89.2, -11.4)
4:(80.5, 19.9), (2.6, -1.9), (-76.1, -24.5)
