Red1_Top1_Hit,Red1_Top1_UnHit,Red1_Top2_Hit,Red1_Top2_UnHit,Red1_Top3_Hit,Red1_Top3_UnHit,Red2_Top1_Hit,Red2_Top1_UnHit,Red2_Top2_Hit,Red2_Top2_UnHit,Red2_Top3_Hit,Red2_Top3_UnHit,Red3_Top1_Hit,Red3_Top1_UnHit,Red3_Top2_Hit,Red3_Top2_UnHit,Red3_Top3_Hit,Red3_Top3_UnHit,Red4_Top1_Hit,Red4_Top1_UnHit,Red4_Top2_Hit,Red4_Top2_UnHit,Red4_Top3_Hit,Red4_Top3_UnHit,Red5_Top1_Hit,Red5_Top1_UnHit,Red5_Top2_Hit,Red5_Top2_UnHit,Red5_Top3_Hit,Red5_Top3_UnHit,Red6_Top1_Hit,Red6_Top1_UnHit,Red6_Top2_Hit,Red6_Top2_UnHit,Red6_Top3_Hit,Red6_Top3_UnHit,RedSum_Top1_Hit,RedSum_Top1_UnHit,RedSum_Top2_Hit,RedSum_Top2_UnHit,RedSum_Top3_Hit,RedSum_Top3_UnHit,RedSum16_Top1_Hit,RedSum16_Top1_UnHit,RedSum16_Top2_Hit,RedSum16_Top2_UnHit,RedSum16_Top3_Hit,RedSum16_Top3_UnHit,RedGap16_Top1_Hit,RedGap16_Top1_UnHit,RedGap16_Top2_Hit,RedGap16_Top2_UnHit,RedGap16_Top3_Hit,RedGap16_Top3_UnHit,RedSum25_Top1_Hit,RedSum25_Top1_UnHit,RedSum25_Top2_Hit,RedSum25_Top2_UnHit,RedSum25_Top3_Hit,RedSum25_Top3_UnHit,RedGap25_Top1_Hit,RedGap25_Top1_UnHit,RedGap25_Top2_Hit,RedGap25_Top2_UnHit,RedGap25_Top3_Hit,RedGap25_Top3_UnHit,RedSum34_Top1_Hit,RedSum34_Top1_UnHit,RedSum34_Top2_Hit,RedSum34_Top2_UnHit,RedSum34_Top3_Hit,RedSum34_Top3_UnHit,RedGap12_Top1_Hit,RedGap12_Top1_UnHit,RedGap12_Top2_Hit,RedGap12_Top2_UnHit,RedGap12_Top3_Hit,RedGap12_Top3_UnHit,RedGap23_Top1_Hit,RedGap23_Top1_UnHit,RedGap23_Top2_Hit,RedGap23_Top2_UnHit,RedGap23_Top3_Hit,RedGap23_Top3_UnHit,RedGap34_Top1_Hit,RedGap34_Top1_UnHit,RedGap34_Top2_Hit,RedGap34_Top2_UnHit,RedGap34_Top3_Hit,RedGap34_Top3_UnHit,RedGap45_Top1_Hit,RedGap45_Top1_UnHit,RedGap45_Top2_Hit,RedGap45_Top2_UnHit,RedGap45_Top3_Hit,RedGap45_Top3_UnHit,RedGap56_Top1_Hit,RedGap56_Top1_UnHit,RedGap56_Top2_Hit,RedGap56_Top2_UnHit,RedGap56_Top3_Hit,RedGap56_Top3_UnHit,RedBlue_Top1_Hit,RedBlue_Top1_UnHit,RedBlue_Top2_Hit,RedBlue_Top2_UnHit,RedBlue_Top3_Hit,RedBlue_Top3_UnHit
15.4,10.2,49.5,21.3,112.8,52.5,61.9,23.0,30.1,10.2,107.2,24.5,138.2,7.4,78.5,5.3,107.1,3.5,174.6,0,133.8,0,143.4,0,2.4,180.6,0.3,102.9,2.0,101.5,14.3,19.3,22.5,39.2,59.6,93.8,1.3,47.2,0.7,51.5,2.7,142.6,9.4,29.3,18.6,47.4,46.4,120.2,2.5,17.3,19.3,60.0,38.7,132.4,0.4,40.7,4.3,46.7,9.0,132.5,16.4,191.1,11.2,125.5,5.8,108.5,71.6,4.3,24.0,0.4,107.1,5.6,141.2,0,88.1,0,85.9,0,100.4,0,37.1,0,106.6,0,41.1,1.5,46.4,0.7,133.4,2.9,12.5,141.9,6.3,66.8,8.2,66.1,1.1,30.6,5.7,55.6,11.3,116.7,14.6,11.4,52.7,20.4,112.2,50.4
-22.4|33.2|89.3,6.9|73.1|137.5,-8.1|29.8|69.7,0.4|47.9|92.2,4.6|57.0|109.9,12.5|66.8|124.2,-25.3|33.1|84.2,5.9|65.6|125.5,-17.0|17.4|53.5,15.0|54.6|92.8,-23.3|36.1|94.6,22.7|92.1|156.1,-31.6|18.5|65.2,9.1|49.7|92.0,-3.2|22.9|49.4,-3.3|28.5|59.5,-23.4|38.9|100.4,-1.7|59.0|128.2,-20.7|37.0|91.8,15.8|66.9|116.8,-15.0|15.5|47.8,14.3|46.9|75.7,-33.4|20.5|71.9,20.1|81.2|134.3,-36.1|18.0|72.9,18.6|79.1|132.1,-20.1|14.9|50.9,15.4|52.2|87.8,-30.9|25.0|80.5,29.9|91.7|153.6,-17.3|39.2|94.0,-12.1|45.1|99.8,-13.6|17.6|49.7,-2.9|31.2|64.4,-21.9|41.6|106.1,11.6|71.5|140.5,-29.3|26.7|82.7,9.5|64.1|117.6,0.9|29.6|62.2,5.2|38.6|73.9,-4.7|57.5|113.7,-3.5|70.4|147.3,-15.2|46.8|101.6,-11.3|58.7|131.1,-3.9|35.3|75.1,-4.9|40.3|84.3,-2.0|60.2|124.6,15.5|74.8|137.3,5.2|68.9|129.5,-27.9|37.6|105.9,7.2|42.5|77.0,-8.4|34.2|73.6,-10.7|46.2|101.6,6.3|64.5|121.5,-28.5|23.5|79.6,-17.9|45.3|108.5,-10.2|28.1|66.5,-4.1|37.5|77.3,0.7|65.3|131.0,8.0|77.5|150.0,-44.3|11.6|68.6,12.8|86.5|163.6,-30.3|7.5|44.8,19.9|68.3|117.5,-42.6|19.7|76.9,59.6|122.2|184.8,-33.2|25.5|88.0,-10.3|41.1|94.5,-15.4|16.9|51.6,3.4|37.4|70.0,-20.1|41.8|104.2,17.5|92.7|167.4,-30.4|18.3|66.1,31.1|73.8|119.8,-13.0|16.9|43.3,9.4|39.6|71.6,-24.3|27.7|82.8,15.4|69.8|123.0,-14.3|48.8|116.6,-30.3|38.4|114.8,-19.1|27.0|70.8,-14.6|34.1|83.3,-17.8|43.7|105.4,10.9|78.3|152.3,-14.1|39.5|94.8,4.7|54.7|108.3,-12.8|21.7|53.4,0.0|28.1|55.9,-32.3|34.4|95.1,5.4|68.1|133.5,-7.7|47.6|100.1,0.5|44.8|87.6,2.6|30.5|59.5,3.0|32.7|63.2,2.0|47.0|96.5,10.6|70.5|123.8,-14.7|37.9|91.3,-24.8|32.5|90.9,-2.8|34.9|71.0,-15.9|24.3|63.8,9.8|50.7|95.7,0.3|47.6|95.3,-27.4|29.4|97.7,14.3|81.5|148.1,-16.9|18.4|52.2,13.6|52.3|89.5,-31.2|22.3|80.1,23.8|84.1|147.5
