Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240416,24042,1,2,7,3,0,9,11,0,83,34,30,30,22,19,2,1,9,12,6,2,9,14,15
20240418,24043,8,2,2,0,1,16,3,0,70,28,20,21,9,21,2,1,7,1,9,3,5,8,1
20240418,100_1,3,3,4,1,0,9,10,0,97,34,26,34,11,32,7,3,4,4,6,1,5,6,10
20240418,100_2,3,3,2,2,0,9,9,0,100,34,24,35,10,32,6,4,2,6,4,1,4,8,10
20240418,100_3,2,2,5,1,1,7,10,0,79,27,26,27,14,25,4,3,8,3,5,1,5,8,10
20240418,100_4,2,2,6,2,0,9,9,0,103,32,27,35,16,36,7,6,4,6,3,2,6,9,11
20240418,100_5,3,1,5,1,0,8,10,0,89,28,27,29,18,29,5,4,7,6,3,2,6,10,9
20240418,200_1,0,5,6,2,0,8,8,1,105,33,18,36,13,33,4,2,4,6,0,1,6,4,14
20240418,200_2,0,4,5,2,0,9,7,2,89,31,25,29,18,24,3,3,6,8,4,2,7,4,16
20240418,200_3,1,3,6,2,0,8,9,1,89,31,26,30,17,22,3,2,4,9,5,2,8,6,14
20240418,200_4,0,4,8,2,0,7,10,1,98,31,23,33,15,28,4,2,5,7,2,2,9,7,9
20240418,200_5,0,4,8,2,0,5,12,1,100,33,23,35,14,32,5,3,2,7,3,3,8,8,6
20240418,300_1,1,6,5,2,0,10,7,2,109,35,22,37,12,35,5,3,5,4,4,2,7,8,13
20240418,300_2,1,5,5,2,0,10,8,1,102,36,27,35,15,29,5,1,7,7,6,2,8,9,13
20240418,300_3,0,4,8,2,0,8,9,2,87,32,27,29,16,25,3,3,5,8,6,2,8,8,12
20240418,300_4,0,4,8,2,0,8,8,2,99,32,24,33,13,33,5,4,4,4,5,2,8,8,10
20240418,300_5,1,3,8,1,0,7,9,2,87,30,25,29,14,27,4,3,4,6,5,3,8,6,8
