Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20250309,25025,4,3,2,0,3,11,3,3,126,42,18,40,10,44,3,6,2,2,5,1,1,2,4
20250311,100_1,0,4,7,3,0,7,8,4,78,32,22,28,16,19,3,1,0,12,5,2,8,5,5
20250311,100_2,0,5,6,3,0,8,8,3,70,29,22,28,20,14,2,0,2,14,1,2,10,5,10
20250311,100_3,0,5,6,3,0,8,8,3,71,29,22,26,21,15,0,1,2,14,1,3,10,6,11
20250311,100_4,0,5,6,4,0,9,8,3,72,29,23,27,20,14,1,1,3,14,3,3,10,6,12
20250311,100_5,0,5,5,3,0,9,7,3,70,28,22,26,19,14,2,1,2,13,2,3,10,4,8
20250311,200_1,0,4,3,0,0,9,6,3,87,33,25,29,14,24,2,3,3,7,7,2,6,7,9
20250311,200_2,1,2,2,0,0,10,7,1,86,33,26,30,20,21,1,3,4,11,4,1,5,5,8
20250311,200_3,2,3,1,1,0,10,6,1,92,33,26,31,23,24,1,5,5,11,2,1,5,3,9
20250311,200_4,1,3,2,1,0,10,6,1,91,33,26,31,21,23,1,4,6,11,2,2,6,4,10
20250311,200_5,1,3,2,0,0,9,7,1,88,34,26,29,20,22,0,4,4,11,4,2,6,4,8
20250311,300_1,1,6,3,0,1,8,6,2,93,35,25,29,10,27,4,2,2,5,10,1,3,4,9
20250311,300_2,1,4,2,0,1,9,7,1,83,33,29,28,15,21,4,2,2,10,8,1,4,4,9
20250311,300_3,1,5,2,0,1,8,8,1,84,33,29,28,15,21,4,2,3,9,9,2,4,6,11
20250311,300_4,0,5,2,0,1,8,8,1,86,32,28,30,17,22,4,2,3,11,6,2,5,6,10
20250311,300_5,1,5,2,0,1,7,8,2,88,33,28,29,15,23,4,3,2,9,7,2,4,4,10
