bravo3.A5_6    130_[2, 0, 2, 0, 1, 0, 1, 9, 5, 2, 8, 0, 8, 5, 1]    (18)
bravo2.D3_1    129_[5, 0, 1, 3, 6, 4, 0, 6, 5, 0, 0, 0, 4, 17, 2]    (22)
bravo3.D3_8    126_[9, 6, 4, 5, 2, 0, 1, 0, 0, 8, 4, 0, 3, 0, 4]    (17)
bravo1.D2_15    122_[12, 2, 0, 1, 0, 14, 7, 1, 5, 2, 5, 0, 0, 8, 20]    (4)
bravo3.A3_6    121_[9, 2, 1, 7, 1, 3, 1, 8, 2, 4, 3, 3, 4, 3, 0]    (15)
bravo1.D4_1    121_[0, 0, 2, 5, 6, 0, 2, 0, 3, 2, 1, 13, 0, 6, 1]    (5)
bravo2.A4_2    121_[0, 0, 4, 0, 9, 3, 0, 3, 0, 2, 0, 2, 0, 2, 4]    (16)
bravo3.A4_2    121_[0, 0, 4, 0, 9, 3, 5, 6, 0, 4, 21, 20, 2, 0, 2]    (16)
bravo2.D2_2    120_[19, 2, 2, 7, 0, 7, 1, 3, 10, 4, 3, 0, 2, 0, 4]    (16)
bravo1.A3_6    120_[2, 0, 0, 4, 6, 5, 3, 14, 0, 1, 0, 4, 8, 1, 0]    (7)
bravo1.D3_11    120_[0, 0, 27, 1, 4, 8, 0, 4, 3, 0, 0, 14, 0, 2, 0]    (22)
bravo1.D2_8    119_[2, 23, 2, 2, 2, 2, 0, 0, 2, 6, 1, 5, 5, 14, 3]    (8)
bravo1.D2_13    119_[2, 8, 2, 11, 10, 16, 1, 0, 5, 4, 1, 5, 5, 3, 14]    (7)
bravo2.A3_6    119_[0, 8, 2, 0, 3, 0, 3, 0, 0, 1, 3, 2, 11, 0, 13]    (16)
bravo1.A3_14    118_[8, 3, 2, 6, 4, 0, 0, 14, 2, 1, 4, 3, 8, 0, 2]    (8)
bravo1.D4_3    118_[3, 1, 10, 6, 4, 2, 2, 1, 2, 4, 15, 0, 1, 0, 3]    (8)
bravo1.D2_11    118_[3, 1, 6, 5, 2, 2, 9, 4, 1, 0, 1, 0, 1, 3, 1]    (5)
bravo3.A2_8    118_[3, 7, 3, 0, 8, 13, 0, 2, 4, 4, 6, 0, 2, 5, 8]    (13)
bravo2.D2_1    118_[1, 7, 1, 0, 0, 5, 4, 0, 6, 2, 0, 4, 1, 2, 9]    (17)
bravo1.A2_15    118_[0, 3, 5, 3, 3, 7, 4, 8, 2, 0, 5, 3, 3, 5, 0]    (15)
bravo3.D1_3    117_[16, 1, 0, 10, 5, 2, 0, 1, 0, 3, 2, 9, 8, 0, 0]    (11)
bravo1.D3_8    117_[11, 3, 1, 0, 1, 5, 0, 3, 5, 1, 3, 1, 2, 0, 9]    (26)
bravo2.A1_4    117_[7, 1, 3, 3, 2, 1, 0, 14, 6, 1, 0, 1, 0, 3, 0]    (6)
bravo1.A2_12    117_[4, 2, 11, 1, 12, 3, 0, 1, 3, 1, 1, 3, 0, 8, 10]    (8)
bravo2.A1_9    117_[4, 0, 0, 0, 1, 6, 1, 6, 4, 1, 12, 0, 1, 4, 3]    (-1)
bravo3.D2_6    117_[3, 2, 8, 0, 13, 4, 0, 2, 0, 4, 8, 9, 10, 2, 2]    (7)
bravo2.D5_4    117_[2, 0, 2, 4, 4, 8, 0, 0, 3, 8, 3, 5, 0, 4, 0]    (22)
bravo1.A3_16    117_[1, 9, 1, 9, 0, 3, 2, 3, 4, 3, 2, 3, 3, 3, 1]    (5)
bravo2.A5_4    117_[1, 5, 2, 0, 5, 3, 3, 4, 5, 12, 0, 10, 5, 19, 2]    (16)
bravo3.D3_5    117_[1, 14, 0, 2, 7, 8, 3, 0, 1, 3, 3, 4, 1, 6, 0]    (4)
bravo1.A4_8    117_[0, 0, 7, 9, 2, 0, 11, 7, 10, 5, 1, 1, 0, 4, 1]    (15)
bravo2.D2_3    117_[0, 9, 5, 0, 5, 1, 2, 3, 0, 7, 1, 1, 1, 1, 0]    (4)
bravo3.D4_8    117_[0, 1, 3, 2, 3, 3, 12, 7, 3, 0, 4, 1, 2, 2, 0]    (25)
