7_2: 2, [4, 7, 14, 20, 25, 30] [3, 2, 1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 1, 1, 4, 3, 3, 0]
11_6: 0, [11, 13, 21, 23, 26, 28] [4, 0, 0, 3, 2, 1, 0, 1, 0, 0, 2, 0, 1, 2, 1, 1, 1, 0, 0, 2]
20_7: 0, [6, 12, 14, 18, 25, 32] [3, 1, 2, 2, 0, 1, 0, 3, 0, 1, 0, 1, 0, 2, 1, 1, 0, 2, 1, 0]
5_2: 1, [5, 8, 16, 25, 25, 29] [4, 1, 1, 0, 1, 2, 2, 1, 0, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1, 2]
6_9: 0, [11, 18, 19, 23, 27, 32] [3, 1, 1, 2, 0, 1, 1, 1, 3, 0, 2, 2, 1, 2, 0, 1, 0, 1, 1, 0]
8_2: 2, [2, 8, 17, 23, 21, 30] [3, 2, 2, 2, 0, 2, 2, 2, 1, 0, 1, 0, 0, 1, 1, 0, 1, 3, 2, 2]
7_8: 2, [6, 15, 17, 20, 25, 31] [4, 0, 2, 1, 1, 0, 2, 1, 1, 1, 0, 1, 1, 2, 0, 2, 2, 1, 1, 2]
14_9: 2, [7, 10, 18, 25, 27, 30] [3, 1, 0, 1, 1, 2, 3, 0, 2, 2, 2, 1, 3, 1, 3, 1, 0, 3, 1, 0]
1_1: 0, [4, 5, 14, 21, 27, 29] [3, 0, 2, 3, 2, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 1, 1, 2, 3, 2]
1_10: 2, [5, 15, 20, 26, 28, 31] [3, 0, 2, 2, 3, 2, 1, 0, 1, 2, 1, 1, 2, 1, 0, 2, 2, 2, 1, 2]
8_1: 1, [6, 14, 19, 25, 27, 31] [3, 1, 0, 1, 2, 2, 1, 1, 2, 0, 1, 3, 3, 3, 1, 1, 0, 1, 3, 2]
18_9: 1, [12, 17, 22, 26, 28, 31] [3, 1, 1, 0, 0, 0, 2, 1, 2, 4, 1, 2, 1, 0, 1, 2, 2, 1, 3, 1]
20_8: 2, [8, 15, 18, 23, 28, 31] [3, 0, 0, 1, 0, 0, 1, 3, 1, 1, 2, 3, 1, 1, 1, 2, 0, 1, 2, 1]
