15: [4.6|6.3|7.9] [5, 5, 7, 9, 4, 7, 7, 7, 5, 9, 7, 9, 5, 8, 8, 5, 8, 6, 7, 9]
6: [4.4|6.4|8.4] [7, 7, 7, 6, 8, 6, 7, 5, 8, 9, 5, 9, 4, 7, 8, 5, 9, 6, 6, 9]
18: [4.3|6.6|9.0] [7, 4, 8, 4, 5, 7, 7, 9, 7, 9, 9, 9, 4, 7, 4, 5, 9, 5, 9, 8]
17: [4.6|6.7|8.7] [5, 5, 5, 6, 6, 5, 10, 8, 7, 6, 7, 7, 9, 7, 9, 5, 7, 5, 7, 7]
12: [5.1|7.0|9.0] [7, 4, 7, 8, 9, 7, 8, 6, 8, 10, 5, 8, 9, 9, 4, 3, 8, 8, 7, 10]
2: [4.9|7.1|9.4] [9, 9, 6, 5, 8, 3, 7, 8, 9, 9, 9, 9, 3, 5, 8, 6, 8, 7, 9, 9]
3: [5.2|7.1|8.9] [7, 8, 8, 7, 9, 7, 7, 7, 7, 9, 5, 7, 5, 5, 7, 5, 7, 7, 8, 7]
20: [5.1|7.2|9.2] [9, 5, 9, 6, 5, 8, 6, 5, 9, 9, 8, 7, 7, 7, 9, 6, 6, 8, 7, 9]
8: [5.3|7.2|9.3] [9, 8, 6, 8, 8, 7, 8, 6, 10, 9, 6, 7, 7, 6, 8, 4, 6, 8, 7, 8]
16: [5.4|7.2|9.1] [8, 6, 7, 9, 8, 5, 6, 9, 8, 8, 5, 7, 8, 6, 7, 8, 8, 5, 8, 10]
10: [5.1|7.3|9.5] [5, 7, 6, 8, 8, 7, 7, 6, 7, 9, 9, 7, 3, 6, 7, 2, 9, 7, 5, 7]
14: [5.2|7.3|9.5] [8, 6, 7, 9, 7, 4, 7, 8, 7, 10, 6, 6, 8, 8, 4, 5, 10, 7, 8, 8]
19: [5.4|7.3|9.1] [9, 6, 9, 5, 8, 4, 9, 8, 6, 6, 8, 7, 8, 4, 9, 7, 7, 9, 7, 6]
9: [5.6|7.3|9.1] [8, 9, 7, 5, 7, 6, 7, 6, 8, 8, 6, 8, 7, 9, 8, 3, 7, 6, 6, 8]
1: [5.4|7.4|9.6] [6, 6, 5, 7, 10, 8, 7, 6, 7, 8, 6, 9, 7, 7, 6, 5, 10, 8, 6, 9]
7: [5.5|7.4|9.3] [9, 6, 7, 5, 8, 7, 6, 6, 6, 7, 8, 7, 7, 7, 6, 6, 9, 7, 7, 8]
4: [5.7|7.4|9.1] [9, 10, 8, 7, 7, 7, 8, 8, 7, 7, 8, 9, 7, 8, 8, 6, 9, 7, 5, 6]
13: [5.4|7.5|9.6] [10, 7, 7, 9, 6, 7, 7, 9, 7, 8, 7, 8, 8, 5, 9, 5, 10, 4, 7, 9]
5: [5.6|7.5|9.6] [7, 7, 8, 7, 5, 5, 6, 7, 10, 9, 8, 8, 7, 8, 10, 4, 10, 9, 7, 8]
11: [5.9|7.7|9.9] [10, 7, 3, 7, 9, 4, 9, 7, 7, 9, 6, 9, 8, 6, 10, 3, 7, 10, 6, 7]
