key,gap,pro1,pro2,pro3,range1,range2
1_1___1__,1,-1.5,0.8,3.2,2,3
8_6___1__,0,-0.7,1.4,3.8,1,2
10_6___1__,0,-1.4,0.3,2.1,2,3
13_1___1__,0,-0.9,1.2,3.2,2,8
16_1___1__,1,-1.8,0.7,3.2,2,7
19_9___1__,2,-1.9,0.3,2.3,2,2
8_8___1__,2,-0.5,1.3,3.0,2,6
13_7___1__,1,-1.5,0.5,2.6,1,2
19_7___1__,0,-1.5,1.0,3.2,1,2
1_7___1__,2,-1.4,0.8,3.1,2,3
2_1___1__,1,-0.9,1.2,3.0,2,6
2_6___1__,0,-0.9,1.5,3.8,2,5
2_7___1__,0,-1.1,0.8,2.7,2,4
2_8___1__,0,-1.1,0.7,2.4,2,5
2_9___1__,0,-1.5,0.7,2.9,2,3
2_10___1__,0,-0.7,1.4,3.4,2,3
3_1___1__,1,-1.1,1.1,3.4,2,5
3_6___1__,2,-1.5,0.2,2.1,1,2
3_9___1__,2,-0.7,1.4,3.4,2,2
5_2___1__,1,-1.0,0.9,2.8,2,3
1_6___1__,3,-1.8,1.2,4.1,1,2
6_8___1__,2,-1.0,1.7,4.1,2,4
7_2___1__,2,0.3,2.7,4.6,2,4
14_7___1__,0,-0.7,1.9,4.5,2,5
14_8___1__,2,-1.1,1.5,4.1,2,4
17_2___1__,2,0.2,2.4,4.5,2,3
19_8___1__,2,-1.6,0.9,3.3,2,2
2_3___1__,1,-1.9,0.8,3.4,2,4
3_8___1__,2,0.2,2.2,4.3,2,3
4_1___1__,1,-1.6,0.8,3.2,2,8
4_3___1__,2,-0.6,2.0,4.7,2,4
7_3___1__,2,-0.9,2.4,5.5,2,4
7_10___1__,2,0.2,2.4,4.7,2,2
8_2___1__,2,-1.0,1.1,3.2,2,6
11_2___1__,2,-0.8,1.3,3.2,2,5
11_10___1__,2,-0.8,1.8,4.7,1,2
12_6___1__,2,1.0,2.9,5.0,2,4
14_1___1__,2,-0.7,1.8,4.1,2,8
14_6___1__,2,-0.0,2.0,4.1,2,5
14_10___1__,2,-1.3,1.4,4.1,2,4
10_6___2__,1,-1.7,0.9,3.3,6,8
2_6___2__,0,-1.3,0.8,2.8,6,11
5_7___2__,0,-1.7,0.5,2.7,6,10
10_7___2__,0,-1.5,1.0,3.4,6,11
11_7___2__,1,-1.4,0.8,3.1,6,7
17_7___2__,0,-0.6,1.3,3.2,6,7
20_9___2__,0,-1.3,1.0,3.1,6,13
2_7___2__,2,-0.7,1.0,2.9,6,8
2_9___2__,1,-0.0,1.9,3.9,6,8
4_7___2__,1,-1.9,0.4,2.5,6,7
4_8___2__,2,-1.0,0.9,3.0,6,10
10_8___2__,0,-1.0,0.9,2.6,6,11
12_6___2__,2,-0.7,1.4,3.5,6,10
12_7___2__,2,-1.5,0.4,2.3,6,10
12_8___2__,2,-1.8,0.5,2.8,6,8
12_9___2__,2,-2.2,-0.0,2.5,6,7
12_10___2__,2,-0.9,1.3,3.4,6,8
13_6___2__,2,-0.5,1.7,3.7,6,10
14_6___2__,0,-1.5,0.4,2.3,6,10
14_7___2__,0,-1.5,0.4,2.3,6,10
13_1___2__,2,-2.0,1.1,4.3,6,16
18_1___2__,2,-0.9,2.4,5.6,6,14
1_6___2__,2,-2.3,1.3,4.8,6,8
2_1___2__,2,-1.1,1.8,4.7,6,15
4_1___2__,2,-0.5,2.5,5.4,6,14
9_3___2__,2,-0.9,1.4,4.1,6,9
14_2___2__,2,-3.7,0.2,4.1,6,11
14_3___2__,2,-1.6,1.8,5.2,6,9
17_2___2__,2,-1.3,1.6,4.3,6,14
1_3___2__,2,-1.6,2.0,5.6,6,9
4_2___2__,2,-0.8,1.6,4.2,6,14
5_1___2__,2,-0.8,2.5,5.7,6,11
6_2___2__,1,-2.4,0.9,4.0,6,13
7_3___2__,2,0.4,3.4,6.2,6,10
8_2___2__,2,-1.0,1.3,3.6,6,16
10_2___2__,2,-0.8,1.8,4.4,6,15
12_3___2__,2,-1.4,2.0,5.5,6,10
13_3___2__,2,-2.7,0.8,4.0,6,8
15_2___2__,2,-1.5,2.0,5.5,6,12
18_2___2__,2,-1.4,1.9,5.2,6,16
12_7___3__,0,-2.1,-0.3,1.6,13,15
20_7___3__,1,-1.2,0.6,2.3,15,16
3_7___3__,0,-0.8,1.1,2.9,11,15
4_6___3__,0,-0.2,1.6,3.5,11,15
8_6___3__,0,-1.2,0.8,2.8,10,15
8_8___3__,0,-1.0,0.9,2.9,15,16
9_9___3__,0,-1.3,0.7,2.7,14,15
18_8___3__,0,-0.9,0.9,2.9,13,15
20_9___3__,1,-0.6,1.3,3.0,15,15
1_7___3__,0,-1.9,0.9,3.6,12,15
3_6___3__,0,-1.0,1.8,4.7,12,15
3_8___3__,1,-0.2,1.1,2.5,15,15
5_7___3__,1,-1.3,1.1,3.3,12,15
6_8___3__,3,-0.9,0.8,2.6,15,18
7_10___3__,0,-0.5,1.1,2.9,15,16
9_8___3__,3,-1.0,0.7,2.6,15,15
9_10___3__,3,-1.2,0.7,2.5,15,15
10_2___3__,0,-2.3,0.2,2.6,15,21
11_7___3__,1,-1.0,1.0,3.0,9,15
12_6___3__,0,-1.0,1.4,3.9,14,15
1_6___3__,4,0.2,3.2,6.1,13,15
8_3___3__,0,-1.4,0.7,2.9,15,16
4_1___3__,0,-1.3,1.2,3.5,15,21
7_2___3__,0,-0.0,2.2,4.7,15,18
8_2___3__,0,-0.0,2.4,5.1,15,18
9_3___3__,1,-0.4,2.2,4.5,14,15
15_3___3__,0,-1.6,1.0,3.6,13,15
17_9___3__,1,-1.0,1.2,3.1,13,15
20_1___3__,3,-0.9,1.9,4.8,15,20
1_3___3__,0,-1.4,1.4,4.2,14,15
2_1___3__,0,-1.4,0.8,2.9,15,21
4_3___3__,0,0.6,3.1,5.8,15,15
5_1___3__,0,-0.4,1.8,4.3,15,20
6_1___3__,0,-0.1,2.1,4.3,15,20
6_3___3__,0,-0.3,2.2,4.7,13,15
8_1___3__,0,-1.1,1.7,4.3,15,18
8_10___3__,2,-1.1,1.1,3.4,14,15
9_1___3__,1,-1.0,1.2,3.5,15,17
9_2___3__,1,0.0,2.0,3.8,15,18
11_1___3__,0,-0.1,2.2,4.5,15,17
9_9___4__,0,-0.7,1.9,4.7,16,19
10_6___4__,0,-1.4,1.1,3.6,16,19
15_7___4__,0,-0.5,1.6,3.8,16,17
3_10___4__,0,-0.9,1.1,3.2,16,22
9_7___4__,0,-0.2,2.1,4.2,16,16
9_10___4__,0,-0.8,2.6,6.1,16,20
10_7___4__,0,-1.2,1.2,3.6,16,17
11_1___4__,0,-1.5,1.3,3.8,16,23
12_1___4__,0,-2.0,0.9,4.0,16,23
12_10___4__,0,-1.3,1.0,3.3,16,23
15_6___4__,0,-0.3,1.7,3.8,16,17
1_8___4__,0,-1.1,1.2,3.5,16,20
1_10___4__,0,-1.2,1.5,4.3,16,22
2_7___4__,0,-1.2,1.1,3.3,16,19
3_6___4__,0,-0.1,1.8,3.9,16,17
5_6___4__,0,-0.9,1.4,3.8,16,16
5_10___4__,0,-0.9,1.4,3.6,16,24
6_1___4__,0,-1.3,1.2,3.8,16,24
6_8___4__,0,-1.3,1.2,3.5,16,25
8_6___4__,0,0.1,2.6,4.8,16,17
10_3___4__,0,-1.2,1.9,4.9,16,18
18_3___4__,0,-0.7,2.6,5.6,16,19
5_3___4__,0,-0.8,2.0,4.8,16,20
7_3___4__,0,-0.9,2.0,5.1,16,18
12_3___4__,0,-0.4,2.6,5.5,16,19
13_3___4__,0,-1.2,1.8,4.6,16,18
15_3___4__,0,0.1,2.6,4.9,16,17
1_6___4__,0,-1.1,2.2,5.8,16,18
4_1___4__,0,-0.6,1.8,4.0,16,26
4_3___4__,0,-0.2,2.6,5.2,16,20
7_2___4__,0,-0.0,2.0,4.2,16,22
9_3___4__,0,-0.1,2.4,5.1,16,20
13_9___4__,0,-0.5,1.7,4.0,16,20
14_3___4__,0,0.4,3.2,5.9,16,19
19_3___4__,0,-0.8,2.0,4.9,16,20
20_3___4__,0,0.1,2.7,5.3,16,19
2_3___4__,0,0.2,2.4,4.7,16,19
2_10___4__,0,-0.1,1.9,3.8,16,21
3_3___4__,0,0.6,3.0,5.6,16,19
4_2___4__,0,-0.1,2.0,4.2,16,23
3_6___5__,0,-1.1,0.9,2.9,21,24
3_8___5__,0,0.5,2.6,5.0,21,27
6_2___5__,0,-1.0,1.5,3.8,21,26
3_7___5__,0,-0.9,1.5,3.9,21,24
9_6___5__,0,-0.1,2.3,4.6,21,23
10_1___5__,0,-1.4,1.3,3.9,21,28
18_2___5__,0,-0.3,2.7,5.7,21,27
20_6___5__,0,-1.7,1.0,3.6,21,26
2_1___5__,0,0.4,2.5,4.7,21,27
2_2___5__,0,-0.5,2.0,4.6,21,27
5_6___5__,0,-1.0,1.5,3.9,21,24
6_8___5__,0,-0.9,1.3,3.2,21,29
6_9___5__,0,-0.8,1.4,3.8,21,27
8_6___5__,0,-1.1,1.4,3.5,21,22
8_7___5__,0,-0.2,2.0,4.3,21,24
9_7___5__,0,-0.3,1.8,4.0,21,23
9_9___5__,0,-0.8,1.5,3.6,21,23
12_1___5__,0,-0.4,2.2,4.8,21,27
17_7___5__,0,-0.4,1.7,3.8,21,21
18_6___5__,0,-1.4,1.1,3.8,21,26
3_3___5__,0,-0.6,2.5,5.6,21,25
8_3___5__,0,-1.3,1.9,5.1,21,25
12_2___5__,0,0.1,2.9,5.9,21,25
12_6___5__,0,-0.5,2.3,4.9,21,24
13_3___5__,0,-0.7,2.4,5.5,21,24
1_6___5__,0,-0.9,2.5,6.0,21,26
6_3___5__,0,-0.1,2.8,5.5,21,24
7_8___5__,0,0.6,2.7,4.9,21,25
7_9___5__,0,1.6,3.5,5.5,21,25
7_10___5__,0,-0.2,2.1,4.5,21,27
9_3___5__,0,0.9,3.8,6.7,21,25
11_3___5__,0,0.3,3.3,6.3,21,26
15_3___5__,0,0.3,3.6,6.8,21,24
16_1___5__,0,-0.4,2.0,4.3,21,28
17_1___5__,0,0.8,3.2,5.9,21,29
17_3___5__,0,-0.8,2.4,5.6,21,26
19_3___5__,0,0.7,3.2,6.0,21,26
20_1___5__,0,0.4,2.9,5.6,21,27
20_3___5__,0,-0.7,2.2,5.1,21,25
1_10___5__,0,-0.8,2.3,5.1,21,27
7_6___6__,1,-1.2,0.5,2.3,23,32
10_6___6__,1,-0.3,1.7,3.5,23,31
12_7___6__,1,-0.7,1.5,3.4,23,28
12_9___6__,1,-0.6,0.9,2.6,23,27
18_8___6__,1,-1.7,0.5,2.8,23,30
20_10___6__,1,-0.7,1.0,2.8,23,30
3_6___6__,1,-0.4,1.4,3.0,23,29
5_7___6__,1,-0.4,1.3,3.2,23,28
7_9___6__,1,-0.4,1.3,2.9,23,29
7_10___6__,1,-0.4,1.6,3.6,23,31
8_3___6__,1,-1.4,1.1,3.2,23,30
