Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20241224,24148,3,3,6,2,0,15,3,2,83,25,21,27,15,31,4,9,1,5,2,2,2,11,11
20241226,100_1,1,5,4,3,0,13,4,1,110,35,23,38,13,32,5,4,2,5,3,2,3,11,10
20241226,100_2,2,4,2,2,1,13,4,0,107,36,27,36,15,31,4,2,7,4,6,2,4,9,6
20241226,100_3,1,5,4,3,0,13,4,1,118,38,23,41,12,35,6,3,3,5,3,2,4,10,11
20241226,100_4,2,4,1,3,1,12,4,0,114,39,26,37,14,34,4,2,7,4,6,2,4,9,7
20241226,100_5,3,4,0,2,1,13,3,0,97,38,28,30,11,26,3,0,6,5,10,2,4,7,7
20241226,200_1,2,5,4,1,0,13,4,1,96,29,22,32,14,33,4,6,2,5,2,1,4,13,13
20241226,200_2,3,4,3,2,0,13,4,1,97,32,23,33,13,32,5,4,3,6,4,1,3,15,13
20241226,200_3,1,5,4,1,0,15,3,1,107,33,20,34,14,37,3,7,3,4,2,1,4,9,12
20241226,200_4,1,3,4,3,0,14,4,1,105,35,23,34,15,35,2,5,6,3,4,2,5,8,11
20241226,200_5,1,6,3,1,1,14,2,0,101,34,26,33,14,33,4,4,5,4,7,2,4,8,11
20241226,300_1,2,4,3,2,1,13,3,1,92,27,27,31,21,33,5,8,6,6,1,1,1,11,12
20241226,300_2,1,3,3,2,2,13,2,1,95,29,27,33,19,33,5,5,7,6,2,1,1,12,11
20241226,300_3,1,3,4,4,0,14,2,1,100,32,24,34,20,34,2,6,6,6,2,2,3,10,12
20241226,300_4,1,3,4,5,1,14,2,2,109,35,23,37,14,35,4,3,6,4,4,2,4,11,9
20241226,300_5,2,4,1,2,2,13,2,1,102,35,26,34,14,32,4,4,4,6,6,1,2,11,9
