Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240609,24065,3,7,5,0,0,12,7,1,68,25,19,24,14,19,2,4,1,9,3,2,5,14,12
20240611,24066,3,4,5,1,0,13,7,0,109,40,24,35,17,34,1,3,10,4,6,1,2,13,13
20240611,100_1,3,5,2,0,1,10,7,0,93,33,24,32,15,29,4,4,2,7,6,1,3,5,9
20240611,100_2,5,4,1,0,1,11,5,0,90,31,23,34,14,28,5,4,2,8,4,1,2,4,9
20240611,100_3,2,6,2,1,0,10,8,0,81,30,24,29,13,25,4,4,2,6,7,2,5,5,8
20240611,100_4,3,6,1,0,0,11,6,0,83,32,25,28,13,25,3,3,3,5,9,1,4,7,8
20240611,100_5,3,6,2,0,0,11,6,0,76,30,24,27,13,23,3,4,2,7,8,1,4,7,9
20240611,200_1,3,6,3,0,0,8,10,0,105,37,20,36,13,31,3,1,6,5,4,1,4,6,11
20240611,200_2,3,6,4,1,0,8,10,0,103,35,19,36,12,31,3,0,6,5,3,0,3,4,12
20240611,200_3,3,6,3,0,0,9,9,0,103,36,23,35,15,31,3,3,6,5,4,1,4,5,11
20240611,200_4,3,6,2,1,0,10,8,0,97,35,23,31,14,29,3,3,6,4,6,1,2,7,9
20240611,200_5,3,6,3,0,0,10,8,0,89,33,23,28,14,27,2,4,4,5,6,0,2,8,11
20240611,300_1,3,6,2,0,0,10,8,1,92,35,26,30,15,26,2,3,4,7,7,2,3,6,7
20240611,300_2,3,6,2,0,0,9,8,0,95,35,26,31,15,27,3,3,4,8,7,1,3,7,6
20240611,300_3,3,6,4,0,0,8,9,1,86,33,26,28,14,22,3,2,2,8,7,2,4,5,8
20240611,300_4,3,6,3,0,0,8,9,1,95,35,27,32,13,28,4,3,2,7,8,2,4,7,7
20240611,300_5,3,6,3,0,0,9,8,1,89,33,26,30,13,24,4,3,2,7,8,1,3,7,6
