Red1_Top1_Hit,Red1_Top1_UnHit,Red1_Top2_Hit,Red1_Top2_UnHit,Red1_Top3_Hit,Red1_Top3_UnHit,Red2_Top1_Hit,Red2_Top1_UnHit,Red2_Top2_Hit,Red2_Top2_UnHit,Red2_Top3_Hit,Red2_Top3_UnHit,Red3_Top1_Hit,Red3_Top1_UnHit,Red3_Top2_Hit,Red3_Top2_UnHit,Red3_Top3_Hit,Red3_Top3_UnHit,Red4_Top1_Hit,Red4_Top1_UnHit,Red4_Top2_Hit,Red4_Top2_UnHit,Red4_Top3_Hit,Red4_Top3_UnHit,Red5_Top1_Hit,Red5_Top1_UnHit,Red5_Top2_Hit,Red5_Top2_UnHit,Red5_Top3_Hit,Red5_Top3_UnHit,Red6_Top1_Hit,Red6_Top1_UnHit,Red6_Top2_Hit,Red6_Top2_UnHit,Red6_Top3_Hit,Red6_Top3_UnHit,RedSum_Top1_Hit,RedSum_Top1_UnHit,RedSum_Top2_Hit,RedSum_Top2_UnHit,RedSum_Top3_Hit,RedSum_Top3_UnHit,RedSum16_Top1_Hit,RedSum16_Top1_UnHit,RedSum16_Top2_Hit,RedSum16_Top2_UnHit,RedSum16_Top3_Hit,RedSum16_Top3_UnHit,RedGap16_Top1_Hit,RedGap16_Top1_UnHit,RedGap16_Top2_Hit,RedGap16_Top2_UnHit,RedGap16_Top3_Hit,RedGap16_Top3_UnHit,RedSum25_Top1_Hit,RedSum25_Top1_UnHit,RedSum25_Top2_Hit,RedSum25_Top2_UnHit,RedSum25_Top3_Hit,RedSum25_Top3_UnHit,RedGap25_Top1_Hit,RedGap25_Top1_UnHit,RedGap25_Top2_Hit,RedGap25_Top2_UnHit,RedGap25_Top3_Hit,RedGap25_Top3_UnHit,RedSum34_Top1_Hit,RedSum34_Top1_UnHit,RedSum34_Top2_Hit,RedSum34_Top2_UnHit,RedSum34_Top3_Hit,RedSum34_Top3_UnHit,RedGap12_Top1_Hit,RedGap12_Top1_UnHit,RedGap12_Top2_Hit,RedGap12_Top2_UnHit,RedGap12_Top3_Hit,RedGap12_Top3_UnHit,RedGap23_Top1_Hit,RedGap23_Top1_UnHit,RedGap23_Top2_Hit,RedGap23_Top2_UnHit,RedGap23_Top3_Hit,RedGap23_Top3_UnHit,RedGap34_Top1_Hit,RedGap34_Top1_UnHit,RedGap34_Top2_Hit,RedGap34_Top2_UnHit,RedGap34_Top3_Hit,RedGap34_Top3_UnHit,RedGap45_Top1_Hit,RedGap45_Top1_UnHit,RedGap45_Top2_Hit,RedGap45_Top2_UnHit,RedGap45_Top3_Hit,RedGap45_Top3_UnHit,RedGap56_Top1_Hit,RedGap56_Top1_UnHit,RedGap56_Top2_Hit,RedGap56_Top2_UnHit,RedGap56_Top3_Hit,RedGap56_Top3_UnHit,RedBlue_Top1_Hit,RedBlue_Top1_UnHit,RedBlue_Top2_Hit,RedBlue_Top2_UnHit,RedBlue_Top3_Hit,RedBlue_Top3_UnHit
5.8,49.7,-5.8,-30.5,-17.7,-111.1,133.0,21.7,48.2,8.7,-36.8,-4.5,145.0,0,60.8,0,-24.4,0,105.0,95.3,52.5,61.1,0.6,27.3,31.0,38.7,-12.4,-19.7,-55.3,-77.7,42.1,43.9,5.3,-9.6,-31.7,-64.1,135.7,20.6,51.6,6.5,-31.7,-7.9,4.1,88.7,-2.2,1.5,-8.7,-85.5,76.9,20.1,-0.5,-4.1,-79.3,-28.8,98.5,17.7,24.2,-1.9,-50.6,-21.0,41.1,47.4,-6.1,-14.8,-51.8,-76.0,150.6,14.2,68.0,3.8,-13.4,-6.5,0,24.4,0,-62.1,0,-150.0,13.1,211.5,8.6,119.6,4.3,29.3,4.3,34.6,-5.1,-45.1,-14.5,-123.5,17.4,5.2,-56.4,-13.2,-129.9,-31.5,15.6,29.2,-4.7,-24.6,-25.7,-78.8,87.7,0,0.8,0,-86.5,0
-8.3|45.2|101.6,8.3|74.4|145.6,-35.2|6.0|49.0,-20.3|30.6|80.4,-103.6|-34.9|26.7,-88.2|-27.7|29.2,-30.0|28.9|85.7,22.6|86.3|145.2,-34.6|0.7|34.8,-28.5|16.0|64.6,-90.3|-30.6|26.4,-118.3|-50.1|23.9,-32.6|25.2|77.6,21.2|62.0|102.9,-30.6|2.9|36.2,-34.6|-0.9|30.9,-66.1|-15.6|40.8,-120.2|-56.7|9.8,-25.9|30.3|85.1,32.8|85.9|135.3,-28.7|3.2|36.5,-8.7|28.2|65.9,-68.1|-20.2|26.6,-89.6|-32.1|21.2,-23.4|45.9|108.0,27.2|94.5|165.1,-31.4|12.7|55.6,-24.1|27.6|77.6,-77.6|-17.9|40.7,-105.3|-39.3|33.9,-14.9|42.4|102.9,-0.5|53.3|107.9,-30.2|4.9|41.6,-39.4|1.7|42.2,-91.7|-37.2|16.8,-111.2|-43.4|19.4,-15.2|46.8|103.5,50.4|104.2|155.9,-11.1|23.2|57.0,-15.3|26.9|73.5,-51.3|3.3|57.2,-113.2|-42.5|28.2,-17.4|40.5|99.7,-10.2|52.4|121.7,-36.1|5.7|46.8,-65.5|-12.2|38.9,-98.8|-34.8|30.7,-143.8|-64.0|10.7,-35.5|30.5|86.9,1.6|63.4|122.4,-35.6|4.1|46.0,-49.7|-1.1|46.1,-76.7|-26.2|26.9,-146.8|-83.1|-23.4,-11.9|44.5|103.1,4.7|69.7|140.1,-35.7|5.6|42.0,-42.6|11.5|67.6,-93.3|-34.3|27.9,-125.8|-55.6|21.1,-13.6|48.6|110.6,-9.6|59.3|132.2,-25.3|13.7|49.4,-79.0|-26.8|29.0,-83.1|-28.1|28.3,-177.4|-105.6|-35.9,-27.9|33.7|91.1,9.4|63.4|113.6,-25.5|9.9|44.2,-39.0|3.0|44.0,-72.4|-15.4|47.8,-128.9|-56.0|12.9,-11.0|41.3|93.0,11.5|60.2|102.3,-17.6|13.1|46.6,-25.0|7.0|37.5,-72.8|-27.7|18.0,-88.2|-41.8|12.3,-18.7|39.4|93.6,-23.2|47.7|116.0,-34.5|1.3|41.5,-65.3|-12.1|44.5,-105.7|-44.6|14.1,-155.8|-77.8|4.9,-29.9|30.5|86.6,5.1|55.9|102.3,-28.3|4.4|37.6,-25.8|2.6|30.3,-90.9|-31.3|33.2,-102.1|-41.6|15.6,-12.7|38.9|88.1,16.8|71.9|125.7,-22.4|8.4|39.1,-24.6|16.6|55.4,-74.2|-30.5|15.0,-99.5|-42.8|15.9,-11.4|41.7|98.0,-40.5|16.9|72.1,-31.0|4.9|38.5,-52.5|-7.5|35.6,-82.4|-39.7|0.6,-104.7|-48.7|7.2,-40.0|17.6|88.1,8.2|72.0|140.3,-38.0|2.6|42.0,-57.3|-9.6|41.0,-65.4|-12.4|41.7,-141.7|-76.4|-6.8
