key,gap,pro1,pro2,pro3,range1,range2
1_7___1__,2,-1.4,1.0,3.1,3,14
6_6___1__,2,-1.6,0.2,2.0,4,14
20_2___1__,2,-0.6,1.2,3.1,3,14
14_1___1__,2,-1.9,0.3,2.6,4,14
18_2___1__,2,-1.5,0.8,3.0,4,14
20_7___1__,2,-1.2,0.8,3.0,4,14
20_8___1__,2,-0.5,1.6,3.8,5,14
1_8___1__,2,-0.6,1.9,4.4,3,14
2_1___1__,2,-1.1,0.7,2.6,3,14
2_2___1__,2,-1.0,0.8,2.6,5,14
6_2___1__,2,-1.1,1.4,3.5,5,14
7_7___1__,2,-1.7,0.5,2.5,5,14
8_2___1__,2,-1.4,0.6,2.5,5,14
8_7___1__,2,-1.4,0.6,2.8,1,14
8_8___1__,2,-0.3,1.6,3.4,1,14
10_6___1__,2,-0.6,1.1,2.8,5,14
10_7___1__,2,0.2,2.1,4.0,4,14
11_7___1__,2,-0.8,1.4,3.6,1,14
11_9___1__,2,-1.2,1.3,3.6,2,14
12_1___1__,2,-1.6,0.7,2.9,3,14
1_6___1__,2,-1.4,1.7,4.8,2,14
3_6___1__,2,-0.3,1.4,3.3,1,14
4_3___1__,2,-0.9,1.9,4.6,3,14
4_6___1__,2,-0.8,1.3,3.4,2,14
5_6___1__,2,-1.0,1.4,3.7,5,14
5_7___1__,2,-1.0,1.7,4.3,5,14
5_8___1__,2,0.6,2.6,4.6,2,14
7_3___1__,2,-1.0,2.1,5.1,4,14
8_3___1__,2,-1.2,1.9,4.6,3,14
8_6___1__,2,-0.1,2.1,4.5,1,14
9_1___1__,2,-1.2,1.0,3.1,2,14
9_3___1__,2,-0.5,1.9,4.2,5,14
14_3___1__,2,-1.8,0.9,3.5,3,14
15_6___1__,2,-1.7,0.3,2.4,3,14
16_3___1__,2,-0.3,2.1,4.9,3,14
17_3___1__,2,-1.9,0.7,3.5,3,14
17_8___1__,2,-0.3,1.5,3.3,5,14
17_10___1__,2,-1.7,0.2,2.2,5,14
18_3___1__,2,-1.9,1.2,3.9,3,14
18_8___1__,2,-0.9,1.2,3.3,7,14
4_9___2__,2,-0.5,1.4,3.3,9,18
2_7___2__,2,-0.4,1.5,3.1,6,18
3_7___2__,3,-1.4,1.2,3.9,9,18
4_8___2__,2,-1.6,0.4,2.5,8,18
6_7___2__,2,-1.5,0.5,2.4,10,18
11_8___2__,2,-1.9,0.6,3.0,13,18
12_7___2__,2,-0.9,0.9,3.1,12,18
14_8___2__,2,-1.4,1.0,3.5,6,18
17_7___2__,2,-1.7,0.1,2.0,8,18
20_9___2__,2,-1.5,1.1,3.6,10,18
1_7___2__,2,-0.1,2.7,5.3,8,18
3_8___2__,2,-1.1,0.9,2.9,8,18
4_10___2__,2,-0.7,1.2,3.0,9,18
6_8___2__,2,-1.8,0.6,2.9,7,18
6_9___2__,2,-1.2,0.9,3.3,8,18
6_10___2__,2,-0.3,1.8,3.7,8,18
7_9___2__,2,-1.4,0.9,3.2,10,18
8_8___2__,3,-1.0,1.2,3.1,7,18
10_7___2__,0,-1.2,1.2,3.6,8,18
11_7___2__,2,-1.7,0.6,2.8,11,18
1_3___2__,2,-1.0,2.6,6.2,8,18
12_3___2__,2,-1.8,1.5,4.9,8,18
18_1___2__,4,-1.0,2.0,5.1,10,18
7_3___2__,2,-0.5,2.2,5.2,8,18
8_1___2__,4,-0.1,2.4,5.1,4,18
8_3___2__,2,-1.7,1.9,5.2,9,18
13_3___2__,2,-0.5,2.8,6.0,7,18
1_2___2__,2,-2.6,1.0,4.5,8,18
1_6___2__,3,-3.0,0.6,4.2,9,18
2_1___2__,4,-1.3,1.6,4.5,7,18
2_3___2__,2,-1.5,1.6,4.4,9,18
5_1___2__,4,-0.5,2.5,5.6,7,18
5_3___2__,2,-1.0,1.8,4.7,7,18
7_1___2__,2,-0.4,2.1,5.0,10,18
9_3___2__,2,0.1,2.5,5.1,9,18
9_6___2__,3,-1.3,0.9,2.8,10,18
14_1___2__,2,-1.1,2.2,5.0,8,18
14_3___2__,2,-0.8,2.5,6.1,8,18
15_3___2__,2,-1.2,1.5,4.2,9,18
17_3___2__,2,-1.4,1.7,4.9,7,18
13_8___3__,1,-0.9,0.6,2.2,13,23
18_2___3__,5,-1.2,0.8,3.0,13,23
19_2___3__,2,-0.9,1.1,3.1,13,23
20_7___3__,2,-1.0,1.1,3.2,12,23
1_10___3__,1,-0.8,0.9,2.7,11,23
4_2___3__,1,-1.1,1.0,3.1,13,23
10_7___3__,1,-0.7,1.4,3.4,10,23
10_8___3__,1,-0.4,1.6,3.7,12,23
10_9___3__,1,-0.8,1.1,3.0,12,23
12_7___3__,2,-0.2,1.8,3.8,14,23
12_8___3__,3,-1.3,0.6,2.5,12,23
12_10___3__,2,-0.3,2.0,4.1,11,23
13_2___3__,2,-1.0,0.8,2.7,12,23
15_2___3__,1,0.5,2.5,4.4,12,23
16_2___3__,1,-1.0,1.2,3.2,10,23
16_6___3__,3,-0.8,1.0,3.0,14,23
16_7___3__,1,-0.9,1.2,3.4,15,23
16_9___3__,1,-0.9,0.9,2.9,14,23
16_10___3__,1,-0.0,1.7,3.6,11,23
17_7___3__,2,-0.5,1.1,2.8,14,23
3_6___3__,5,-0.7,2.1,5.1,11,23
13_1___3__,5,0.9,3.2,5.6,10,23
1_6___3__,5,-0.8,2.2,5.5,13,23
4_6___3__,3,0.1,2.3,4.3,11,23
4_10___3__,3,-0.9,1.0,2.9,10,23
11_7___3__,5,-0.8,1.2,3.2,13,23
14_10___3__,5,-1.1,0.9,3.1,11,23
1_1___3__,2,-1.1,1.2,3.7,12,23
4_9___3__,3,-0.3,2.0,4.2,10,23
5_1___3__,5,-0.7,1.4,3.7,7,23
6_1___3__,5,-1.0,1.4,3.6,14,23
9_6___3__,3,-0.8,1.4,3.5,12,23
11_6___3__,5,-0.4,1.4,3.2,17,23
11_10___3__,5,-1.2,0.9,3.0,11,23
12_6___3__,3,-0.7,1.8,4.1,13,23
14_6___3__,5,-0.6,1.5,3.5,14,23
17_10___3__,2,-0.3,1.6,3.7,11,23
19_6___3__,1,-0.7,1.7,4.0,12,23
2_1___3__,5,-1.4,0.9,3.0,11,23
2_9___3__,1,-0.7,1.3,3.2,12,23
12_1___4__,1,-1.4,1.3,4.0,13,24
3_10___4__,1,-0.4,1.7,3.9,14,24
6_1___4__,1,-0.6,2.1,4.7,14,24
9_1___4__,1,-0.0,2.3,4.7,11,24
11_9___4__,1,-0.4,2.1,4.3,21,24
1_2___4__,1,-0.5,1.8,4.3,14,24
1_8___4__,1,0.2,2.5,4.8,19,24
1_9___4__,1,-1.1,1.8,4.7,17,24
1_10___4__,1,-1.8,1.3,4.4,17,24
3_1___4__,1,-0.3,2.2,4.6,13,24
3_2___4__,1,0.3,2.7,5.3,11,24
3_9___4__,1,-1.1,1.0,3.1,16,24
4_2___4__,1,-0.2,1.9,4.2,16,24
6_2___4__,1,-0.7,1.4,3.7,13,24
6_10___4__,1,-0.5,1.8,4.3,15,24
7_2___4__,1,-0.6,1.7,3.6,16,24
9_2___4__,1,0.1,2.3,4.6,14,24
11_1___4__,1,-0.7,2.1,4.7,15,24
11_2___4__,1,-0.7,2.0,4.5,15,24
12_7___4__,1,-0.8,1.2,3.1,19,24
3_3___4__,4,-1.0,1.6,4.1,17,24
7_3___4__,4,-1.0,1.9,4.8,17,24
1_6___4__,4,-2.2,1.7,5.1,16,24
8_6___4__,1,0.1,2.3,4.6,17,24
8_7___4__,1,-0.4,1.6,3.6,17,24
8_8___4__,1,-1.0,1.3,3.5,20,24
9_3___4__,4,-0.6,2.0,4.6,17,24
13_7___4__,4,-1.0,1.3,3.5,20,24
15_3___4__,4,-0.2,2.2,4.8,17,24
18_3___4__,4,-0.5,2.4,5.2,17,24
1_7___4__,4,-0.3,2.8,5.7,16,24
2_3___4__,4,0.6,2.8,5.1,15,24
2_6___4__,1,-0.9,1.4,3.8,13,24
3_6___4__,1,-0.1,2.0,3.9,15,24
4_3___4__,4,-1.7,1.1,4.1,16,24
5_3___4__,1,0.3,3.0,5.8,16,24
5_6___4__,1,-0.2,2.2,4.7,21,24
6_3___4__,2,-0.8,1.9,4.6,18,24
6_6___4__,1,-0.7,2.1,4.9,16,24
6_9___4__,4,-0.3,1.9,4.3,17,24
5_2___5__,0,-0.3,2.6,5.6,21,26
6_8___5__,0,-1.2,0.9,3.0,21,26
9_2___5__,0,-1.4,1.6,4.7,21,26
10_1___5__,0,-0.9,1.9,4.6,25,26
10_2___5__,0,-0.2,2.6,5.3,25,26
11_2___5__,0,0.0,2.6,5.2,20,26
13_2___5__,0,-0.6,1.9,4.5,19,26
14_1___5__,0,-0.6,1.5,3.9,21,26
1_2___5__,0,-2.4,1.2,4.9,20,26
3_8___5__,0,-0.3,1.9,4.0,20,26
4_1___5__,0,-0.2,2.9,5.9,22,26
6_1___5__,0,-0.2,2.2,4.6,22,26
7_1___5__,0,-0.0,2.5,4.9,23,26
7_2___5__,0,-0.4,2.1,4.7,21,26
8_1___5__,0,-0.1,2.5,5.2,23,26
11_1___5__,0,-0.0,2.5,4.8,23,26
12_1___5__,0,-0.9,1.6,4.3,18,26
17_7___5__,0,-0.4,1.8,3.8,21,26
18_1___5__,0,-0.4,1.8,4.1,23,26
19_2___5__,0,-0.9,2.0,5.1,21,26
5_6___5__,0,0.0,2.6,5.0,26,27
7_6___5__,0,0.4,2.8,5.4,18,26
11_8___5__,0,-0.2,2.0,4.5,25,26
11_9___5__,0,0.3,2.3,4.6,23,26
1_7___5__,0,-1.1,1.8,4.4,20,26
1_8___5__,0,-1.4,2.3,6.0,21,26
2_10___5__,0,0.6,2.7,5.0,23,26
4_7___5__,0,-0.3,1.9,4.2,20,26
7_8___5__,0,-0.0,2.1,4.3,22,26
10_8___5__,0,-0.4,2.3,4.9,15,26
10_9___5__,0,0.2,2.3,4.5,16,26
11_6___5__,0,0.7,2.6,4.5,25,26
11_10___5__,0,-0.1,2.3,4.7,19,26
13_6___5__,0,-0.4,2.0,4.5,24,26
13_7___5__,0,0.5,2.6,5.0,24,26
15_8___5__,0,-0.4,2.2,4.7,22,26
16_6___5__,0,-0.7,1.6,3.8,19,26
16_10___5__,0,0.2,2.9,5.8,17,26
19_10___5__,0,-0.8,1.4,3.8,20,26
20_10___5__,0,-0.5,2.6,5.5,22,26
1_10___6__,1,-1.4,0.7,2.7,27,33
11_6___6__,1,-0.2,1.7,3.4,29,33
12_8___6__,1,-0.1,1.9,3.8,24,33
12_9___6__,1,-0.7,1.0,2.7,26,33
5_9___6__,1,-0.4,1.8,3.7,30,33
7_7___6__,1,-1.3,1.1,3.6,23,33
11_7___6__,1,-1.4,0.8,3.0,27,33
18_8___6__,1,-0.9,1.5,3.9,30,33
19_7___6__,1,-0.9,0.9,2.8,22,33
3_8___6__,1,-2.1,-0.0,2.2,24,33
5_7___6__,1,0.4,2.5,4.4,28,33
7_6___6__,1,-0.4,1.7,3.8,22,33
7_8___6__,1,-1.8,0.8,3.5,26,33
