Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20241103,24126,2,4,2,4,0,11,8,1,138,47,19,44,8,47,4,5,1,2,7,2,4,10,5
20241105,24127,4,5,1,0,1,11,6,2,99,34,30,32,22,33,3,8,7,7,5,1,3,10,3
20241105,100_1,2,6,3,1,0,8,9,2,103,35,20,34,10,36,4,4,3,1,5,1,4,6,7
20241105,100_2,1,6,3,2,0,10,8,1,123,40,18,37,8,41,4,4,4,-1,5,1,3,9,12
20241105,100_3,1,6,4,3,0,9,9,1,117,40,18,36,8,38,3,4,2,0,6,1,4,8,9
20241105,100_4,1,7,4,2,0,8,9,1,112,39,19,36,10,38,3,5,1,3,4,1,4,7,8
20241105,100_5,0,7,4,1,0,9,9,1,97,34,18,28,9,32,1,5,2,1,7,1,2,8,11
20241105,200_1,1,5,3,0,0,14,3,0,74,30,21,21,6,21,2,2,2,1,11,3,4,12,13
20241105,200_2,1,5,3,0,0,15,3,0,75,32,19,22,3,21,2,1,2,0,13,2,4,11,12
20241105,200_3,1,5,4,1,0,14,3,0,110,39,18,35,6,35,3,1,2,2,8,2,3,13,11
20241105,200_4,2,6,3,1,1,13,4,0,120,40,19,41,7,40,5,2,1,2,5,1,3,13,7
20241105,200_5,1,5,4,0,0,14,4,0,77,33,18,22,4,22,1,2,0,1,11,1,3,14,13
20241105,300_1,2,2,2,3,0,10,9,1,115,38,22,37,11,39,4,5,3,2,6,2,5,8,9
20241105,300_2,2,3,3,3,0,11,7,1,125,41,21,40,10,44,4,5,3,1,6,1,4,12,10
20241105,300_3,1,4,3,3,0,11,8,0,134,41,21,41,13,50,4,9,3,1,3,2,5,10,9
20241105,300_4,3,3,1,3,0,11,7,0,135,42,23,43,15,50,4,8,4,1,2,2,5,10,6
20241105,300_5,4,3,2,1,0,12,5,1,113,35,25,37,14,40,5,5,6,2,4,1,3,10,10
