row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,3,10,17,23,27,30,110,33,27,37,17,40,7,7,6,4,3,9
1_2,4,10,14,18,25,30,101,34,26,35,15,32,6,4,4,7,5,10
1_3,7,11,15,20,24,30,107,37,23,35,13,35,4,4,5,4,6,10
1_4,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,9
1_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
1_6,3,8,11,21,27,29,99,32,26,35,19,32,5,3,10,6,2,6
1_7,3,13,17,21,28,32,114,35,29,41,15,38,10,4,4,7,4,5
1_8,8,20,22,24,28,32,134,40,24,48,8,46,12,2,2,4,4,7
1_9,5,14,17,19,24,29,108,34,24,38,10,36,9,3,2,5,5,2
1_10,6,13,17,20,24,28,108,34,22,37,11,37,7,4,3,4,4,1
2_1,3,8,12,20,26,31,100,34,28,34,18,32,5,4,8,6,5,9
2_2,3,8,12,20,25,31,99,34,28,33,17,32,5,4,8,5,6,10
2_3,5,12,18,22,25,28,110,33,23,37,13,40,7,6,4,3,3,8
2_4,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
2_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
2_6,4,11,15,21,25,28,104,32,24,36,14,36,7,4,6,4,3,4
2_7,2,15,19,24,27,28,115,30,26,42,12,43,13,4,5,3,1,3
2_8,3,16,22,24,28,30,123,33,27,44,12,46,13,6,2,4,2,2
2_9,4,13,18,21,25,28,109,32,24,38,12,39,9,5,3,4,3,0
2_10,4,11,16,19,26,29,105,33,25,37,15,35,7,5,3,7,3,0
3_1,5,13,15,20,26,29,108,34,24,39,13,35,8,2,5,6,3,10
3_2,5,11,14,18,22,28,98,33,23,33,11,32,6,3,4,4,6,10
3_3,4,10,15,19,23,29,100,33,25,33,13,34,6,5,4,4,6,11
3_4,4,8,12,17,23,28,92,32,24,31,15,29,4,4,5,6,5,8
3_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
3_6,9,17,21,23,26,29,125,38,20,43,9,44,8,4,2,3,3,8
3_7,8,16,19,20,23,28,114,36,20,39,7,39,8,3,1,3,5,8
3_8,10,17,22,23,24,29,125,39,19,41,7,45,7,5,1,1,5,9
3_9,5,12,17,19,21,26,100,31,21,33,9,36,7,5,2,2,5,7
3_10,5,11,17,20,22,28,103,33,23,33,11,37,6,6,3,2,6,5
4_1,4,10,19,23,27,30,113,34,26,37,17,42,6,9,4,4,3,8
4_2,4,10,19,22,26,30,111,34,26,36,16,41,6,9,3,4,4,8
4_3,6,10,17,23,26,30,112,36,24,36,16,40,4,7,6,3,4,10
4_4,3,8,13,19,24,29,96,32,26,32,16,32,5,5,6,5,5,8
4_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4,8
4_6,4,18,23,27,29,32,133,36,28,47,11,50,14,5,4,2,3,3
4_7,4,14,23,24,25,30,120,34,26,39,11,47,10,9,1,1,5,3
4_8,6,16,23,22,24,29,120,35,23,40,8,45,10,7,-1,2,5,4
4_9,5,14,20,22,24,28,113,33,23,38,10,42,9,6,2,2,4,2
4_10,4,14,21,23,26,30,118,34,26,40,12,44,10,7,2,3,4,2
5_1,4,12,18,26,27,29,116,33,25,39,15,44,8,6,8,1,2,2
5_2,5,11,18,24,26,29,113,34,24,37,15,42,6,7,6,2,3,5
5_3,5,11,17,24,28,30,115,35,25,39,17,41,6,6,7,4,2,8
5_4,4,8,12,18,24,28,94,32,24,32,16,30,4,4,6,6,4,9
5_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4,8
5_6,5,10,17,19,26,29,106,34,24,36,16,36,5,7,2,7,3,6
5_7,6,13,21,18,23,26,107,32,20,36,10,39,7,8,-3,5,3,6
5_8,7,17,22,20,24,27,117,34,20,41,7,42,10,5,-2,4,3,8
5_9,5,12,18,18,22,25,100,30,20,34,10,36,7,6,0,4,3,3
5_10,4,12,17,17,22,26,98,30,22,34,10,34,8,5,0,5,4,3
6_1,5,16,16,23,26,30,116,35,25,42,10,39,11,0,7,3,4,5
6_2,3,13,16,21,25,28,106,31,25,38,12,37,10,3,5,4,3,9
6_3,5,11,16,22,25,28,107,33,23,36,14,38,6,5,6,3,3,11
6_4,4,9,14,18,24,29,98,33,25,33,15,32,5,5,4,6,5,8
6_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
6_6,4,12,20,23,26,27,112,31,23,38,14,43,8,8,3,3,1,9
6_7,4,12,19,21,25,27,108,31,23,37,13,40,8,7,2,4,2,8
6_8,6,14,19,20,25,29,113,35,23,39,11,39,8,5,1,5,4,10
6_9,4,12,16,17,20,25,94,29,21,32,8,33,8,4,1,3,5,4
6_10,3,12,16,17,21,27,96,30,24,33,9,33,9,4,1,4,6,2
7_1,3,14,18,23,29,31,118,34,28,43,15,41,11,4,5,6,2,5
7_2,4,13,20,24,29,31,121,35,27,42,16,44,9,7,4,5,2,8
7_3,5,13,19,23,26,30,116,35,25,39,13,42,8,6,4,3,4,10
7_4,4,10,14,20,24,29,101,33,25,34,14,34,6,4,6,4,5,8
7_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
7_6,7,17,20,26,30,30,130,37,23,47,13,46,10,3,6,4,0,7
7_7,3,17,21,23,27,30,121,33,27,44,10,44,14,4,2,4,3,5
