Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230716,23081,1,17,9,3,5,30,14,1,32,30,33,11,31,10,4,1,6,9,4,5,12
20230718,23082,1,12,14,11,0,9,40,1,34,26,45,9,43,14,1,5,3,3,4,19,15
20230718,400_1,0,18,8,2,4,27,16,1,32,30,34,11,36,10,4,2,4,7,3,4,13
20230718,400_2,0,18,8,2,4,28,14,1,32,30,34,11,35,10,4,2,4,7,3,3,13
20230718,400_3,0,17,8,2,4,28,14,2,32,28,33,10,35,9,4,2,2,8,3,4,13
20230718,400_4,0,17,8,2,4,29,14,1,33,28,33,10,36,9,4,3,2,8,3,3,14
20230718,400_5,0,17,8,1,3,28,15,2,34,28,33,9,35,9,4,3,1,9,3,4,13
20230718,600_1,1,16,8,2,4,28,15,1,30,30,30,12,28,9,3,2,6,8,3,5,11
20230718,600_2,0,16,9,2,4,27,16,1,30,30,30,11,28,9,3,2,6,9,3,5,11
20230718,600_3,1,17,11,3,4,25,18,1,31,29,30,11,29,8,4,2,5,9,4,5,10
20230718,600_4,1,16,9,3,4,27,17,0,31,29,29,10,27,8,3,2,4,10,3,7,11
20230718,600_5,0,16,10,3,3,27,19,0,32,28,28,10,28,7,3,3,4,10,3,7,10
20230718,1000_1,1,17,9,3,3,27,17,0,31,29,33,10,32,9,3,3,4,8,3,4,13
20230718,1000_2,0,17,9,3,3,28,17,0,31,29,33,11,31,9,3,3,4,8,3,4,13
20230718,1000_3,0,16,10,4,4,28,16,0,31,29,33,11,31,9,3,2,4,8,3,5,12
20230718,1000_4,1,17,9,4,4,28,16,0,32,29,32,11,32,9,3,3,4,8,3,4,13
20230718,1000_5,1,16,9,4,3,30,14,0,32,29,31,11,30,9,4,1,4,9,3,6,12
