Red1_Top1_Hit,Red1_Top1_UnHit,Red1_Top2_Hit,Red1_Top2_UnHit,Red1_Top3_Hit,Red1_Top3_UnHit,Red2_Top1_Hit,Red2_Top1_UnHit,Red2_Top2_Hit,Red2_Top2_UnHit,Red2_Top3_Hit,Red2_Top3_UnHit,Red3_Top1_Hit,Red3_Top1_UnHit,Red3_Top2_Hit,Red3_Top2_UnHit,Red3_Top3_Hit,Red3_Top3_UnHit,Red4_Top1_Hit,Red4_Top1_UnHit,Red4_Top2_Hit,Red4_Top2_UnHit,Red4_Top3_Hit,Red4_Top3_UnHit,Red5_Top1_Hit,Red5_Top1_UnHit,Red5_Top2_Hit,Red5_Top2_UnHit,Red5_Top3_Hit,Red5_Top3_UnHit,Red6_Top1_Hit,Red6_Top1_UnHit,Red6_Top2_Hit,Red6_Top2_UnHit,Red6_Top3_Hit,Red6_Top3_UnHit,RedSum_Top1_Hit,RedSum_Top1_UnHit,RedSum_Top2_Hit,RedSum_Top2_UnHit,RedSum_Top3_Hit,RedSum_Top3_UnHit,RedSum16_Top1_Hit,RedSum16_Top1_UnHit,RedSum16_Top2_Hit,RedSum16_Top2_UnHit,RedSum16_Top3_Hit,RedSum16_Top3_UnHit,RedGap16_Top1_Hit,RedGap16_Top1_UnHit,RedGap16_Top2_Hit,RedGap16_Top2_UnHit,RedGap16_Top3_Hit,RedGap16_Top3_UnHit,RedSum25_Top1_Hit,RedSum25_Top1_UnHit,RedSum25_Top2_Hit,RedSum25_Top2_UnHit,RedSum25_Top3_Hit,RedSum25_Top3_UnHit,RedGap25_Top1_Hit,RedGap25_Top1_UnHit,RedGap25_Top2_Hit,RedGap25_Top2_UnHit,RedGap25_Top3_Hit,RedGap25_Top3_UnHit,RedSum34_Top1_Hit,RedSum34_Top1_UnHit,RedSum34_Top2_Hit,RedSum34_Top2_UnHit,RedSum34_Top3_Hit,RedSum34_Top3_UnHit,RedGap12_Top1_Hit,RedGap12_Top1_UnHit,RedGap12_Top2_Hit,RedGap12_Top2_UnHit,RedGap12_Top3_Hit,RedGap12_Top3_UnHit,RedGap23_Top1_Hit,RedGap23_Top1_UnHit,RedGap23_Top2_Hit,RedGap23_Top2_UnHit,RedGap23_Top3_Hit,RedGap23_Top3_UnHit,RedGap34_Top1_Hit,RedGap34_Top1_UnHit,RedGap34_Top2_Hit,RedGap34_Top2_UnHit,RedGap34_Top3_Hit,RedGap34_Top3_UnHit,RedGap45_Top1_Hit,RedGap45_Top1_UnHit,RedGap45_Top2_Hit,RedGap45_Top2_UnHit,RedGap45_Top3_Hit,RedGap45_Top3_UnHit,RedGap56_Top1_Hit,RedGap56_Top1_UnHit,RedGap56_Top2_Hit,RedGap56_Top2_UnHit,RedGap56_Top3_Hit,RedGap56_Top3_UnHit,RedBlue_Top1_Hit,RedBlue_Top1_UnHit,RedBlue_Top2_Hit,RedBlue_Top2_UnHit,RedBlue_Top3_Hit,RedBlue_Top3_UnHit
3.8,90.1,-2.9,6.3,-9.3,-78.1,1.3,126.8,-1.0,28.8,-3.1,-69.5,0,32.5,0,-56.8,0,-146.4,196.0,0,94.1,0,-7.1,0,85.9,0,-20.6,0,-127.1,0,47.3,21.3,-3.4,-5.9,-53.9,-32.0,0,47.2,0,-57.3,0,-161.9,1.4,43.0,-0.6,-49.7,-2.7,-142.7,5.5,82.1,-1.4,-3.2,-7.8,-88.0,1.1,84.4,-1.0,-13.1,-3.1,-111.4,23.7,109.7,7.8,21.9,-8.8,-68.2,0,23.8,0,-69.6,0,-164.8,11.8,70.1,-2.4,3.2,-15.8,-63.6,43.3,39.4,-10.8,-4.0,-65.7,-49.0,76.8,17.4,2.5,2.6,-71.0,-12.3,-0.8,19.7,-2.8,-68.4,-4.9,-155.2,6.5,32.8,-11.0,-25.1,-29.0,-84.1,34.2,56.3,2.6,-0.7,-30.0,-58.4
-24.7|29.5|76.9,19.7|68.9|113.0,-24.0|10.7|43.2,-32.7|0.5|34.7,-67.5|-15.6|43.9,-127.3|-70.9|-12.8,-7.6|46.2|106.4,3.2|58.6|116.4,-32.2|2.3|36.6,-44.4|-5.8|33.8,-85.6|-38.0|10.5,-129.3|-68.9|-6.5,-6.5|46.7|99.3,-8.7|38.5|86.2,-32.2|0.1|32.3,-40.6|-1.4|33.0,-95.0|-44.4|11.0,-96.4|-44.0|9.0,-6.8|46.3|104.3,-34.4|36.8|109.1,-71.5|-27.9|14.7,-63.4|-9.5|46.2,-144.7|-88.1|-27.3,-107.6|-39.7|16.7,-36.6|16.8|68.2,-19.1|42.2|108.9,-39.6|-9.9|20.7,-83.8|-26.5|29.6,-89.0|-35.2|13.7,-183.6|-106.7|-23.8,-24.2|23.0|73.2,-7.2|32.7|73.1,-33.8|-6.6|18.2,-46.7|-13.2|21.4,-85.3|-35.1|13.9,-127.2|-66.2|-5.0,-20.2|46.2|113.4,-40.8|17.5|71.4,-45.6|-10.8|24.5,-87.4|-44.8|3.9,-118.9|-64.9|-13.9,-171.6|-104.9|-37.9,-30.2|22.6|75.2,1.3|48.6|94.8,-34.1|-1.3|28.1,-56.6|-23.3|9.1,-82.8|-28.1|27.8,-158.5|-99.1|-39.9,-27.9|30.2|84.8,17.6|63.8|111.3,-25.1|11.1|47.3,-46.9|-13.4|20.4,-67.0|-7.9|49.5,-159.1|-88.0|-23.4,-15.7|39.6|96.1,-12.6|43.8|100.0,-34.9|-2.7|26.1,-53.5|-20.7|13.9,-100.5|-47.8|2.5,-150.3|-88.2|-26.5,-17.1|36.0|91.9,0.9|66.3|132.4,-39.4|-6.9|26.0,-47.7|1.1|49.9,-92.8|-33.4|29.6,-141.1|-63.3|11.0,0.4|57.4|115.9,-39.1|14.3|70.4,-36.1|1.0|41.1,-57.6|-19.7|20.1,-110.3|-66.1|-18.5,-98.5|-45.8|6.0,-1.7|43.7|91.1,-25.4|19.7|58.5,-27.6|-0.7|25.1,-48.3|-14.5|16.7,-93.9|-50.7|-12.0,-106.5|-52.0|6.7,-2.5|56.2|110.6,-42.8|14.9|75.5,-35.6|-5.6|27.2,-68.9|-26.2|19.5,-123.5|-67.4|-15.4,-123.5|-59.8|9.9,-7.9|48.4|105.2,-3.1|49.8|106.1,-37.7|-1.6|31.3,-33.5|7.1|49.1,-96.8|-47.2|1.9,-77.4|-25.2|30.3,-21.9|32.3|81.5,4.1|52.0|102.3,-29.7|-0.8|29.5,-44.7|-6.5|32.4,-79.2|-32.1|19.0,-123.0|-59.5|1.3,-4.5|38.9|81.1,-11.1|23.4|57.8,-37.0|-7.7|19.6,-37.8|-8.1|18.3,-110.3|-65.4|-22.1,-87.5|-37.9|14.9,-55.2|11.7|74.6,-12.0|47.4|110.4,-38.8|1.1|42.3,-80.3|-32.2|19.3,-66.5|-15.1|34.2,-181.9|-110.1|-42.6
