Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20241031,24125,6,5,2,2,0,1,18,1,92,31,29,30,22,31,3,9,5,8,4,3,7,3,9
20241103,24126,2,4,2,4,0,11,8,1,138,47,19,44,8,47,4,5,1,2,7,2,4,10,5
20241103,100_1,1,8,4,1,0,2,14,2,77,30,22,24,14,27,0,5,5,1,7,3,6,11,13
20241103,100_2,0,7,4,2,0,3,14,2,79,29,21,26,12,29,2,4,5,1,5,3,6,11,14
20241103,100_3,0,6,4,1,0,6,11,1,91,31,17,30,9,32,2,3,4,1,3,3,5,15,15
20241103,100_4,0,8,4,1,0,6,10,1,85,32,18,26,10,26,0,3,5,2,6,3,6,14,14
20241103,100_5,1,8,3,1,0,10,8,1,92,33,18,27,10,28,0,3,4,3,6,2,4,15,14
20241103,200_1,2,5,2,1,0,2,15,2,80,30,26,23,15,24,2,4,7,4,8,3,8,7,9
20241103,200_2,2,5,2,2,0,2,15,2,89,32,24,26,14,29,2,5,6,3,7,3,7,8,10
20241103,200_3,2,6,3,2,0,4,13,2,100,35,23,30,13,35,2,5,6,2,7,2,6,9,10
20241103,200_4,3,4,1,2,0,3,15,1,95,34,26,30,13,31,4,4,6,3,7,2,6,6,7
20241103,200_5,3,4,2,3,0,5,14,1,104,35,26,35,14,34,6,4,5,5,6,2,6,6,8
20241103,300_1,2,6,4,1,0,5,12,2,104,34,22,34,14,34,3,4,5,3,4,2,7,8,7
20241103,300_2,3,6,2,0,0,5,11,2,96,36,22,30,12,29,2,3,4,4,7,2,5,6,6
20241103,300_3,2,6,2,0,0,8,10,1,102,38,20,32,11,30,1,3,3,4,7,1,4,5,7
20241103,300_4,1,5,4,2,0,5,12,1,103,35,20,32,16,34,0,5,6,3,3,2,7,8,8
20241103,300_5,1,6,4,1,0,7,10,1,107,35,21,34,14,35,3,5,5,3,4,2,6,11,8
