5_8: 0, [11, 10, 14, 21, 26, 29] [3, 1, 0, 1, 2, 1, 0, 2, 1, 0, 0, 0, 2, 2, 1, 1, 2, 0, 1, 0]
16_6: 3, [5, 11, 13, 23, 26, 31] [3, 1, 1, 2, 0, 2, 1, 1, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]
17_7: 1, [9, 6, 9, 13, 20, 28] [3, 0, 0, 1, 0, 1, 1, 1, 2, 0, 3, 1, 1, 1, 0, 0, 0, 2, 1, 0]
2_10: 1, [6, 9, 15, 20, 23, 27] [3, 2, 1, 1, 1, 3, 3, 3, 0, 0, 0, 2, 1, 0, 1, 2, 1, 1, 1, 1]
9_9: 1, [6, 10, 14, 21, 23, 29] [4, 1, 0, 1, 3, 0, 1, 1, 1, 2, 2, 2, 2, 1, 0, 1, 0, 0, 2, 3]
12_2: 0, [3, 6, 12, 20, 26, 30] [3, 0, 1, 0, 0, 2, 0, 1, 4, 2, 0, 2, 2, 2, 0, 1, 0, 1, 1, 2]
15_8: 0, [9, 14, 12, 21, 26, 29] [3, 1, 2, 1, 3, 2, 3, 2, 3, 1, 0, 1, 1, 2, 0, 1, 2, 1, 0, 0]
1_9: 0, [1, 8, 12, 16, 25, 27] [3, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2]
4_5: 0, [4, 9, 14, 19, 24, 28] [3, 2, 0, 1, 2, 3, 0, 2, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1]
10_7: 0, [6, 10, 11, 15, 21, 26] [3, 3, 1, 2, 1, 1, 0, 2, 1, 2, 1, 2, 1, 0, 2, 1, 1, 0, 1, 1]
12_6: 3, [5, 10, 13, 19, 23, 28] [3, 1, 2, 1, 2, 1, 2, 1, 0, 3, 2, 0, 1, 1, 0, 2, 1, 2, 2, 1]
18_5: 1, [4, 9, 14, 19, 23, 28] [3, 2, 0, 2, 2, 2, 0, 1, 1, 1, 1, 1, 1, 2, 0, 2, 1, 0, 3, 1]
3_5: 1, [4, 9, 14, 19, 23, 28] [3, 2, 0, 2, 1, 3, 0, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 2, 1]
17_5: 0, [4, 9, 14, 19, 24, 28] [3, 2, 0, 2, 1, 3, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 2, 1]
19_3: 2, [3, 8, 13, 19, 23, 29] [3, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 0, 0, 2, 2]
